nquest,comprens,ita,veroaf,veroab,verored,klima,facil,durata
900237,10,10,10,8,8,10,8,44
900245,8,7,8,8,7,8,8,28
900248,10,10,10,10,10,10,10,70
900257,10,10,8,10,6,10,10,32
900261,7,7,6,7,6,7,7,46
900262,9,10,9,9,9,9,9,77
900269,10,10,10,8,5,8,9,31
900273,10,10,10,10,10,10,10,79
900275,8,8,8,6,6,8,8,23
900277,7,7,7,7,6,7,7,22
900278,6,5,5,5,6,7,6,57
900290,10,10,10,10,10,10,10,51
900295,10,10,10,10,10,10,10,32
900300,8,8,8,8,10,10,10,44
900301,10,9,9,8,8,8,9,45
900315,10,10,10,10,10,10,10,85
900325,10,10,10,10,10,10,10,80
900328,10,10,10,10,7,7,8,43
900334,7,8,8,7,6,8,8,28
900339,10,10,9,6,6,8,9,22
900342,6,7,6,8,8,8,6,60
900354,10,10,10,10,10,10,10,65
900355,10,10,10,10,10,10,10,86
900359,10,10,10,10,10,10,10,39
900363,10,10,10,10,10,10,10,96
900364,10,10,10,10,10,10,10,62
900371,10,10,10,10,10,10,10,36
900411,8,7,7,7,5,6,7,30
900423,9,9,9,9,10,10,9,82
900470,10,10,10,10,6,10,10,49
900472,6,6,7,7,6,8,7,24
900475,10,10,10,10,10,10,10,41
900486,10,10,10,10,10,10,10,39
900495,8,5,2,2,3,1,1,81
900496,6,5,7,7,5,5,5,35
900499,5,5,6,6,7,3,1,25
900501,5,5,4,4,6,5,3,36
900502,8,8,5,5,5,8,8,51
900503,8,8,7,7,7,7,6,53
900504,5,4,5,7,7,5,1,38
900530,4,2,2,4,6,2,1,37
900549,8,7,9,9,9,7,7,52
900554,9,9,9,9,8,8,9,50
900559,9,9,9,10,10,9,9,92
900562,9,9,8,10,9,9,9,55
900565,9,9,8,10,9,9,8,87
900566,7,8,7,8,7,9,7,62
900569,6,7,5,7,6,9,6,52
900571,8,8,4,4,6,8,8,92
900573,10,9,10,10,10,9,9,92
900575,9,8,9,9,8,8,8,51
900579,4,6,6,8,6,10,4,43
900581,5,6,4,7,7,10,5,74
900583,6,7,6,8,6,8,6,61
900587,6,7,6,8,6,9,7,63
900597,7,7,7,7,6,8,7,31
900605,8,7,7,7,9,9,8,41
900611,8,8,8,8,8,8,8,56
900614,7,7,7,7,7,7,7,36
900615,8,8,8,8,8,8,8,55
900618,7,7,7,7,7,7,7,37
900620,3,4,4,4,2,2,1,28
900623,7,7,6,8,7,7,5,40
900634,3,5,4,6,5,4,4,41
900638,9,9,8,9,9,9,8,57
900643,6,6,5,7,7,7,7,25
900645,7,6,6,8,8,7,6,45
900648,8,8,6,8,7,8,7,36
900649,7,6,6,8,8,7,6,39
900654,6,6,6,8,8,7,5,30
900655,7,6,6,10,10,9,7,37
900657,7,7,7,8,8,7,6,40
900658,7,7,7,9,8,8,7,33
900659,6,5,5,9,9,6,5,39
900661,8,9,8,8,9,8,8,41
900667,8,8,8,8,8,8,8,44
900670,8,8,8,9,10,7,8,43
900673,8,7,8,8,8,7,8,45
900681,8,8,8,8,8,8,8,32
900696,9,9,9,9,9,9,9,28
900697,9,9,9,9,9,9,9,27
900701,9,9,9,9,9,9,9,29
900705,8,9,9,9,9,9,7,32
900708,7,8,9,9,9,8,7,33
900709,8,9,9,9,9,9,8,28
900711,8,8,8,9,9,7,7,30
900715,8,7,8,8,8,8,8,21
900718,8,7,8,7,8,9,8,27
900719,9,9,9,9,9,9,9,30
900723,9,9,9,9,9,9,9,28
900727,8,8,8,9,9,8,8,28
900732,9,9,9,9,9,9,9,39
900751,9,9,9,9,9,7,9,28
900757,9,9,9,9,9,9,9,30
900763,7,7,8,9,9,9,8,28
900796,10,10,10,10,10,10,10,98
900798,9,9,8,10,10,10,8,41
900800,10,10,10,10,10,10,10,45
900805,8,7,9,10,10,10,8,34
900808,10,10,10,10,10,10,10,37
900812,10,10,10,10,8,10,10,54
900818,10,10,10,10,10,10,10,56
900820,10,10,10,10,10,10,10,52
900827,10,10,8,10,7,10,8,52
900829,10,10,8,10,6,10,7,62
900830,10,10,10,10,10,10,10,47
900837,8,7,8,8,8,10,8,41
900843,10,10,9,9,10,10,10,30
900852,10,10,10,10,10,10,10,37
900854,10,10,10,10,10,10,10,32
900856,10,10,10,10,10,10,10,33
900857,9,9,9,9,9,9,9,42
900863,10,10,10,10,10,10,10,52
900864,10,10,10,10,10,10,10,43
900873,10,10,10,10,10,10,10,47
900876,10,10,10,10,10,10,10,75
900880,10,10,8,9,7,10,10,80
900886,10,10,10,10,10,10,10,57
900887,10,10,10,10,10,10,10,45
900894,8,8,5,8,8,8,8,37
900895,8,8,8,8,8,8,8,26
900901,10,10,5,10,5,10,10,55
900902,9,9,9,9,9,9,9,76
900903,10,10,5,5,5,10,10,43
900907,9,9,9,9,9,9,9,34
900908,9,9,8,5,9,9,9,29
900909,7,8,6,9,9,8,8,29
900916,8,8,6,8,8,8,8,37
900944,10,9,9,10,8,8,9,54
900945,9,9,9,9,9,6,8,54
900946,9,9,9,9,9,6,8,49
900948,9,9,9,9,9,9,9,51
900949,9,8,9,9,9,8,9,27
900952,10,9,9,9,8,8,9,52
900955,9,9,10,10,9,8,8,60
900962,10,8,8,8,9,7,8,50
900995,8,9,2,3,2,9,5,69
900996,10,10,9,9,10,10,10,80
900997,9,9,10,10,9,10,10,60
901002,10,10,9,9,9,10,9,92
901003,9,9,9,10,10,9,9,63
901004,8,8,8,10,10,8,8,60
901005,9,9,8,8,9,10,9,58
901048,8,8,8,8,8,8,8,26
901051,8,8,5,8,8,8,8,27
901052,9,9,9,9,9,9,9,39
901057,10,10,10,10,10,10,10,26
901061,7,7,5,9,5,8,7,24
901067,10,10,10,10,10,10,10,60
901068,9,9,9,9,9,9,9,27
901072,8,8,10,10,10,10,8,32
901073,10,10,10,10,10,10,10,26
901083,10,10,5,10,10,10,10,21
901097,9,9,9,9,9,9,9,71
901099,9,9,9,9,9,9,9,75
901116,9,9,9,9,9,9,9,84
901121,8,8,7,8,7,8,8,52
901124,9,8,8,7,8,8,8,73
901126,9,9,8,8,8,9,9,81
901128,9,8,8,9,9,9,9,74
901146,7,8,7,8,7,8,7,20
901150,6,6,7,6,7,6,6,59
901152,7,8,8,7,8,7,8,32
901164,6,6,7,6,7,6,7,28
901177,5,5,4,5,4,4,5,56
901189,6,5,5,6,4,6,6,41
901198,9,9,9,10,10,9,9,53
901200,9,9,9,9,9,9,9,62
901204,9,9,9,9,9,9,9,75
901206,10,9,9,9,9,10,10,57
901208,9,9,9,9,9,8,9,67
901210,9,9,9,9,9,8,8,60
901212,9,9,8,9,9,7,8,47
901217,10,9,9,9,9,9,10,60
901258,10,9,9,9,6,9,9,50
901259,8,9,8,8,8,8,8,25
901263,8,8,8,8,8,8,8,48
901265,9,9,9,9,9,9,9,30
901269,8,9,9,9,9,6,9,60
901294,9,8,8,9,8,10,8,50
901295,10,10,10,10,10,10,10,38
901304,10,10,10,10,10,10,10,68
901315,10,9,9,10,10,10,9,50
901316,10,10,9,10,10,10,9,70
901345,6,8,4,6,3,5,7,29
901350,2,4,5,7,6,3,4,25
901352,6,6,5,7,7,6,5,27
901376,8,8,8,8,8,8,6,37
901394,10,10,10,10,10,10,10,31
901398,10,10,10,10,10,10,10,37
901400,10,10,10,10,10,10,10,80
901401,6,4,4,5,4,4,4,45
901402,10,10,10,10,10,10,10,49
901403,10,10,10,10,10,10,10,53
901405,10,10,10,10,10,10,10,24
901407,8,6,6,6,5,7,8,32
901409,7,8,9,10,10,9,10,21
901411,10,10,10,10,10,10,10,42
901412,4,5,6,7,5,10,6,21
901416,7,5,5,6,5,7,6,45
901444,9,8,8,8,8,8,8,30
901445,7,7,7,7,7,7,7,21
901448,7,6,6,6,6,7,6,60
901449,8,8,8,8,8,8,8,32
901450,10,10,10,10,10,10,10,32
901453,6,7,7,6,6,6,6,40
901454,5,5,5,5,5,5,5,22
901460,8,10,8,10,10,10,8,39
901461,8,8,8,8,8,8,8,76
901466,7,7,7,8,7,8,6,27
901467,10,10,10,10,10,10,10,88
901470,9,8,8,8,8,8,8,20
901471,7,7,7,7,7,7,7,24
901472,8,8,6,5,5,7,7,25
901474,8,8,9,10,9,10,9,79
901476,10,10,10,10,10,10,10,51
901477,10,10,5,5,5,6,6,22
901480,9,8,8,5,5,9,8,34
901481,10,10,10,9,10,10,10,50
901485,10,10,10,10,10,10,10,37
901487,10,10,6,5,6,10,6,56
901493,8,6,8,8,6,8,8,60
901494,8,8,8,8,6,9,8,37
901496,6,6,6,6,6,6,6,50
901497,7,7,6,5,7,8,6,31
901498,10,10,6,6,6,10,10,32
901501,10,10,10,10,8,10,10,23
901505,5,5,5,5,6,6,6,60
901506,9,7,7,8,5,8,8,26
901508,8,9,8,7,8,8,8,25
901511,8,8,8,8,8,8,8,35
901514,10,10,10,10,10,10,10,46
901515,9,9,9,6,8,9,9,42
901516,8,10,7,8,6,8,8,65
901521,9,10,9,10,8,10,7,47
901523,7,10,10,10,10,8,7,70
901525,9,9,9,9,9,9,9,51
901531,8,8,8,7,7,8,8,23
901533,7,10,10,10,10,10,8,60
901554,10,10,10,10,10,10,10,41
901556,8,8,8,10,10,10,8,55
901574,8,8,6,10,8,10,7,56
901582,8,8,8,6,6,9,8,54
901585,8,7,7,7,5,8,7,40
901586,8,8,8,8,8,7,7,45
901591,10,10,10,10,10,10,10,45
901595,10,4,5,10,6,2,3,34
901597,8,8,8,8,8,7,7,66
901599,6,7,7,7,6,8,6,29
901602,7,8,7,8,5,8,6,26
901608,8,8,8,7,7,8,8,32
901610,10,10,8,8,8,7,7,50
901612,7,7,7,7,4,8,7,20
901623,7,7,7,7,7,7,7,70
901635,8,8,8,8,8,8,8,46
901673,8,8,7,7,7,7,7,26
901746,10,10,10,10,10,10,10,35
901747,8,10,10,10,10,10,10,25
901751,10,10,10,10,10,10,10,24
901752,10,10,10,10,10,10,10,26
901754,10,10,10,10,8,10,10,72
901755,10,10,10,10,10,10,10,52
901756,10,10,10,10,10,10,10,60
901757,7,8,7,10,10,10,6,44
901761,10,10,10,10,10,10,10,61
901762,10,10,10,10,10,10,10,35
901765,10,10,10,10,10,10,10,27
901767,10,10,10,10,10,10,10,60
901768,10,10,10,10,10,10,10,55
901799,7,7,8,9,9,8,7,29
901800,8,8,8,9,9,8,8,20
901802,8,9,9,9,9,8,9,27
901807,9,9,9,9,9,9,9,20
901810,9,9,9,9,9,9,9,25
901849,10,9,9,8,8,9,9,34
901853,8,8,8,7,8,9,9,47
901855,10,9,8,7,7,8,8,31
901857,9,8,8,8,8,9,9,46
901859,10,9,9,6,6,9,9,43
901876,9,8,8,8,7,9,9,40
901879,9,8,8,9,7,9,9,120
901899,6,6,7,7,7,8,9,38
901908,5,4,6,8,9,9,9,29
901913,5,5,6,7,4,6,6,25
901914,8,8,6,8,8,8,8,65
901947,10,10,7,10,10,9,8,46
901950,10,9,10,10,10,9,9,54
901952,8,6,8,8,8,2,3,46
901954,10,10,10,10,10,8,8,44
901955,9,9,10,10,10,9,9,51
901957,10,10,10,10,10,9,8,45
901958,10,10,10,10,10,10,7,55
901960,10,9,7,10,10,9,8,48
901961,10,10,10,10,10,10,10,50
901962,6,6,6,10,10,6,6,42
901963,8,8,9,10,10,10,10,44
901965,10,10,10,10,10,10,10,40
901967,10,10,10,10,10,10,7,60
901968,10,7,7,10,7,7,6,46
901972,10,10,10,10,10,10,10,56
901977,10,10,10,10,10,10,8,63
901979,9,9,10,9,9,8,8,39
901981,10,10,10,10,10,10,10,42
901984,10,10,10,10,10,10,10,40
901994,10,10,10,10,10,10,10,21
902002,10,10,10,10,10,10,10,41
902006,8,8,8,8,8,8,8,20
902008,10,10,10,10,10,10,10,55
902009,10,10,10,10,10,10,10,48
902010,8,8,8,8,8,8,8,45
902011,9,9,9,10,10,9,9,40
902017,10,10,10,10,10,10,10,57
902021,10,10,10,10,10,10,10,39
902023,10,10,10,10,10,10,10,31
902025,10,10,10,10,10,10,10,30
902026,10,10,10,10,10,10,10,62
902043,10,10,10,10,10,10,10,30
902046,8,7,7,7,7,7,8,38
902047,8,7,7,7,7,8,8,35
902048,7,7,7,7,7,7,7,27
902049,8,8,7,7,7,7,8,43
902050,7,7,7,7,7,7,7,53
902051,8,8,8,8,8,8,8,29
902052,7,7,7,7,7,7,7,31
902054,8,7,7,7,7,8,8,41
902057,8,8,8,8,8,8,8,38
902061,8,8,7,7,7,7,7,38
902063,8,8,8,8,8,8,8,26
902064,8,8,8,7,7,7,7,26
902065,8,8,8,7,7,7,7,24
902102,10,10,10,10,10,10,10,45
902104,10,10,10,10,10,10,10,42
902108,10,10,9,10,9,10,10,36
902110,10,8,8,8,7,8,8,48
902116,10,10,10,10,10,10,10,36
902118,10,10,10,10,10,10,10,47
902121,10,10,10,10,10,10,10,38
902124,10,10,10,10,10,10,10,40
902130,10,7,7,10,6,8,8,50
902145,10,10,10,10,10,10,10,45
902146,10,10,10,10,10,10,10,40
902150,10,10,10,10,10,10,10,30
902152,10,10,10,10,10,10,10,53
902156,10,10,10,10,10,10,10,45
902157,10,10,10,10,10,10,10,42
902165,10,7,6,7,5,8,6,49
902196,9,9,9,9,9,9,9,52
902197,8,8,9,9,9,8,8,39
902202,8,8,7,8,6,8,8,73
902205,8,8,8,8,8,8,8,134
902206,6,6,6,6,5,6,6,64
902207,7,7,7,7,7,7,7,43
902209,8,8,8,8,8,8,8,59
902211,8,8,8,8,8,8,8,45
902214,7,7,7,7,7,7,7,78
902215,7,7,6,7,5,7,6,55
902226,7,8,8,8,8,8,7,73
902242,7,7,7,7,7,7,7,61
902247,9,9,9,9,9,9,9,30
902252,9,9,9,9,9,9,9,29
902253,9,9,9,9,9,9,9,28
902262,8,7,6,6,6,6,6,26
902268,8,8,8,8,8,8,8,20
902269,7,7,7,7,7,7,7,32
902281,9,9,9,9,9,9,9,20
902287,9,9,9,9,9,9,9,29
902298,9,9,9,9,9,9,9,68
902304,8,8,8,8,8,8,8,46
902305,9,9,9,9,8,9,9,84
902309,8,8,8,8,8,8,8,41
902313,9,9,9,9,9,9,9,48
902316,7,7,7,7,7,7,7,55
902326,8,8,8,8,8,8,8,62
902327,9,9,9,9,9,9,9,69
902346,8,8,8,8,8,8,8,34
902347,8,8,7,8,8,8,8,36
902351,9,9,9,9,9,9,9,41
902394,8,8,8,8,8,8,8,33
902396,6,7,6,7,6,6,6,28
902397,6,6,6,6,6,6,6,33
902400,6,6,6,6,7,6,5,29
902401,8,7,7,7,7,7,7,40
902403,8,8,7,7,7,7,7,25
902407,6,6,6,7,7,6,5,36
902411,6,6,5,6,6,6,5,27
902413,5,6,4,7,8,5,8,30
902414,8,6,6,7,6,6,6,35
902417,7,7,6,7,5,5,4,32
902420,7,7,7,7,7,7,7,35
902448,9,9,9,9,9,9,9,81
902454,9,9,9,9,9,9,9,47
902460,9,9,9,9,9,9,9,53
902461,9,9,9,9,9,9,9,92
902468,9,9,9,9,9,10,10,48
902476,9,9,9,9,9,9,9,54
902491,10,10,10,10,10,10,10,49
902497,5,10,7,8,7,10,6,55
902498,8,9,6,7,7,8,9,64
902499,10,10,10,10,10,10,10,48
902501,10,10,10,10,10,10,10,49
902502,5,4,4,6,6,5,6,52
902511,10,10,10,10,10,10,10,28
902548,8,8,8,8,8,8,8,31
902549,10,10,10,10,7,9,10,39
902550,9,8,8,9,9,8,8,32
902552,10,9,8,9,9,9,8,36
902557,6,6,6,6,8,8,7,40
902558,5,5,6,6,7,7,6,27
902560,8,10,8,10,10,10,10,38
902563,8,8,9,9,9,8,8,26
902569,5,5,4,6,6,8,4,28
902572,10,10,9,9,9,9,9,39
902575,10,9,9,9,8,8,8,38
902580,8,6,6,9,8,8,7,47
902581,5,4,4,6,8,9,4,30
902585,9,9,7,8,8,9,8,34
902597,10,9,9,9,9,8,8,34
902601,10,7,7,9,7,8,8,61
902602,7,8,8,9,9,9,6,37
902604,10,9,8,9,9,9,8,31
902605,5,5,6,6,4,5,5,44
902608,10,8,7,8,9,8,8,33
902612,6,5,6,6,6,6,6,39
902621,9,9,9,9,9,9,8,29
902630,10,9,9,9,9,8,8,34
902633,10,9,8,9,9,8,9,32
902641,4,6,7,5,8,8,4,45
902643,10,8,8,9,8,8,8,37
902644,10,9,9,9,9,9,8,32
902648,10,9,8,9,9,8,8,40
902666,5,5,4,6,5,8,5,23
902669,8,8,9,9,9,9,8,30
902673,10,9,9,9,8,8,9,31
902674,10,8,8,9,9,9,8,36
902675,10,9,8,9,9,9,9,32
902677,10,8,7,8,8,8,8,27
902680,10,10,8,9,9,9,8,33
902682,10,9,7,9,9,8,8,35
902689,8,8,7,8,9,8,7,47
902712,10,10,7,8,9,9,9,52
902727,10,8,8,9,8,9,9,34
902749,10,8,7,9,9,8,8,40
902750,9,8,9,9,8,8,7,27
902768,10,9,9,9,8,8,8,31
902772,6,5,6,5,8,7,4,30
902784,9,9,9,9,9,9,9,32
902811,10,9,9,9,9,9,8,34
902835,9,8,9,9,9,8,8,27
902837,5,6,5,7,4,8,4,30
902845,9,9,10,10,9,10,9,31
902847,10,10,10,9,7,10,10,41
902869,10,10,10,10,10,10,10,54
902872,9,9,9,6,9,10,9,75
902875,10,10,10,10,10,10,10,41
902876,10,10,10,10,10,10,10,60
902878,10,10,10,10,7,10,10,39
902880,8,7,9,7,7,6,6,40
902886,10,10,10,10,10,10,10,40
902889,10,10,10,10,10,10,10,47
902896,10,10,10,10,10,10,10,55
902897,10,10,9,10,9,9,9,60
902909,10,10,10,10,10,10,10,47
902913,10,10,10,10,10,10,10,54
902915,10,10,10,10,10,10,10,70
902916,10,10,10,10,10,10,10,53
902917,10,10,9,10,9,10,9,70
902944,9,9,9,9,9,9,9,22
902945,6,7,7,7,8,6,6,32
902947,7,9,9,9,9,9,9,29
902948,9,9,9,9,9,9,9,32
902949,9,9,9,9,9,9,9,23
902950,9,9,9,9,9,9,9,32
902951,8,8,9,9,9,9,9,26
902952,9,9,9,9,9,9,9,26
902953,9,9,9,9,9,9,9,26
902955,9,9,9,9,9,9,9,25
902956,6,7,7,8,8,8,8,32
903005,6,7,6,8,5,9,6,48
903015,8,8,9,10,10,9,8,65
903016,9,9,8,9,8,9,8,58
903018,8,9,8,10,9,8,8,122
903022,9,10,9,10,9,10,8,107
903032,6,7,8,8,7,10,6,61
903034,9,9,8,9,8,8,8,90
903040,7,6,8,9,9,8,7,28
903043,7,6,8,9,9,7,6,65
903044,10,10,10,10,10,10,10,71
903045,10,10,10,10,10,10,10,48
903046,10,10,10,10,10,10,10,38
903052,8,8,8,10,10,10,10,48
903070,7,7,8,8,5,7,7,50
903071,10,10,10,10,10,10,10,38
903075,6,5,7,7,7,5,5,40
903077,5,5,3,7,7,5,4,32
903083,9,9,8,9,9,8,7,61
903085,5,4,5,5,6,5,4,33
903087,5,5,5,7,7,5,4,22
903088,8,8,8,8,8,7,7,28
903090,8,8,8,8,7,7,6,37
903101,6,6,6,7,8,7,7,38
903103,8,8,8,8,7,8,8,56
903110,8,8,7,7,8,7,7,47
903120,8,8,8,8,8,8,9,65
903131,5,6,7,9,5,7,6,40
903140,6,7,6,7,8,7,5,51
903146,10,9,9,9,9,10,9,39
903151,9,10,8,10,8,9,8,43
903157,10,10,10,10,10,10,9,55
903160,9,10,7,6,6,8,6,40
903163,10,10,10,10,10,10,10,44
903165,10,6,7,6,7,6,5,66
903194,9,8,4,6,3,7,6,29
903195,6,6,7,5,7,6,5,32
903202,9,8,5,7,8,7,7,55
903204,9,9,8,8,9,9,9,44
903207,9,8,7,6,5,6,6,39
903208,9,8,8,8,6,8,8,36
903215,9,8,8,8,6,7,8,36
903228,7,4,2,2,6,1,2,20
903249,6,7,6,4,2,7,6,47
903255,10,10,10,10,8,10,10,62
903256,9,8,8,9,8,10,7,141
903272,10,10,10,10,10,10,10,83
903280,10,10,10,10,9,10,8,101
903299,10,10,10,10,10,10,8,110
903302,6,6,6,7,5,8,8,79
903304,10,10,9,10,9,10,10,55
903307,10,10,8,9,10,10,10,55
903308,10,10,7,9,8,9,10,60
903309,9,10,9,9,7,10,10,65
903311,10,10,6,10,10,10,10,50
903315,10,10,9,10,10,10,10,60
903322,9,10,8,9,9,9,8,60
903326,8,8,9,10,10,10,8,50
903331,10,10,8,9,10,10,10,65
903338,9,9,10,10,9,10,10,60
903356,7,8,7,8,8,7,7,65
903358,8,9,8,8,8,8,8,79
903360,7,8,8,8,9,9,8,78
903361,7,7,8,8,6,7,7,51
903363,8,8,8,9,8,8,7,89
903367,7,8,8,8,8,8,8,62
903368,8,8,8,9,6,8,8,41
903369,8,8,8,9,9,5,6,45
903371,8,8,8,9,9,9,9,43
903372,7,8,8,8,8,9,7,125
903373,7,8,8,8,8,7,6,77
903376,6,6,8,8,8,8,6,55
903415,10,10,10,10,10,10,10,53
903419,10,10,10,10,10,10,10,45
903420,10,10,10,10,10,10,10,36
903424,10,10,10,10,10,10,10,33
903428,10,10,10,10,10,10,10,48
903431,10,10,10,10,10,10,10,91
903434,10,10,10,10,10,10,10,58
903435,7,10,5,7,3,8,7,54
903444,10,10,10,10,10,10,10,48
903449,10,10,10,10,10,10,10,62
903457,5,5,5,6,6,6,6,39
903458,7,7,6,6,4,6,6,37
903461,6,6,7,7,7,6,6,49
903463,6,6,6,6,6,6,6,61
903465,7,7,6,7,7,7,7,40
903466,6,6,6,5,6,7,6,44
903467,6,7,7,7,6,7,6,44
903504,9,9,9,9,9,9,9,40
903508,9,9,7,9,9,8,8,49
903511,10,9,9,9,9,9,9,55
903516,8,7,6,6,5,7,7,45
903523,9,9,9,9,9,9,9,57
903524,8,8,5,5,7,7,7,31
903525,8,8,8,8,8,8,8,56
903526,9,9,9,9,9,9,9,60
903529,9,9,9,9,9,9,9,49
903530,9,9,2,7,9,9,9,50
903554,10,10,10,10,10,10,10,38
903560,10,10,10,10,10,10,10,68
903565,10,10,10,10,10,10,10,42
903570,10,10,10,10,10,10,10,34
903573,8,7,7,8,7,7,7,44
903607,10,10,10,10,10,10,10,23
903612,10,10,10,10,10,10,10,54
903613,10,10,10,10,10,10,10,30
903628,10,10,10,10,10,10,10,52
903631,10,10,10,10,10,10,10,74
903632,10,10,10,10,10,10,10,22
903654,9,9,9,9,5,10,9,36
903656,7,8,8,8,9,9,9,50
903660,10,10,10,10,10,10,10,52
903663,9,9,9,9,9,10,10,64
903664,9,8,9,9,9,9,9,48
903667,9,9,9,9,9,10,9,43
903668,8,7,8,8,9,9,7,32
903674,6,7,9,9,10,10,7,32
903675,10,9,8,9,7,10,9,47
903707,10,10,10,10,10,10,10,26
903708,10,10,10,10,10,10,10,34
903710,10,10,10,10,7,10,10,40
903712,10,10,10,10,10,10,10,47
903719,8,10,10,10,10,10,10,56
903724,10,10,10,10,10,10,10,79
903732,10,10,10,9,10,10,10,73
903733,9,9,10,10,9,10,9,68
903735,10,10,10,10,10,10,10,54
903737,10,10,10,10,10,10,10,30
903742,10,10,10,10,10,10,10,39
903754,9,8,9,10,10,9,8,55
903757,10,10,10,10,10,10,10,43
903767,10,10,10,10,10,10,10,65
903768,10,10,10,10,10,10,10,66
903770,10,10,9,10,9,10,10,65
903771,10,10,10,10,10,10,10,42
903783,10,10,10,10,10,10,10,70
903804,9,10,10,10,10,10,10,48
903805,10,10,10,10,8,10,10,110
903806,9,10,10,10,10,10,10,44
903807,10,10,10,10,10,10,10,73
903808,10,10,7,10,8,6,6,110
903857,9,8,8,9,9,9,9,42
903861,8,8,8,9,9,9,9,25
903864,9,9,8,7,7,9,9,35
903865,9,9,8,7,6,9,9,44
903872,8,8,9,9,9,8,8,33
903873,9,8,8,9,9,9,9,66
903876,9,9,8,7,7,9,9,57
903882,9,9,9,9,8,9,9,54
903884,9,8,9,9,9,8,8,23
903899,9,9,9,9,8,9,9,70
903904,5,8,8,8,7,7,7,91
903911,9,9,9,9,9,8,8,32
903912,8,8,8,8,8,8,8,61
903913,8,8,8,8,8,8,8,70
903917,8,8,8,8,8,8,8,60
903922,8,8,9,9,8,7,7,59
903924,8,9,9,8,7,6,6,56
903926,8,8,8,8,8,8,8,53
903959,9,9,9,9,9,9,8,40
903968,10,10,10,10,10,10,10,46
903973,10,10,10,10,8,10,10,43
903974,10,10,10,10,10,10,10,40
903975,10,10,10,10,10,10,10,45
903977,10,10,10,10,10,10,10,33
903979,10,10,10,10,7,8,8,37
903981,10,10,10,10,10,10,10,46
903985,10,10,10,10,10,10,10,59
903989,10,10,10,10,10,10,10,35
904004,7,6,6,8,6,5,5,29
904007,8,8,8,8,8,8,8,24
904009,9,9,6,8,8,7,7,26
904012,8,8,5,8,7,6,7,22
904013,7,7,8,8,8,8,8,37
904014,6,4,5,7,7,5,5,29
904055,9,9,9,9,9,9,9,30
904056,9,9,9,9,9,9,9,34
904058,9,9,9,9,9,9,9,48
904059,8,9,9,9,9,9,9,32
904062,8,9,9,9,9,9,9,34
904065,9,9,9,9,9,9,9,22
904066,9,9,9,9,9,9,9,39
904067,8,9,9,9,9,9,9,28
904068,8,8,8,9,9,9,9,34
904069,9,9,9,9,9,9,9,39
904070,9,9,9,9,9,9,9,39
904074,9,9,9,9,9,9,9,38
904076,9,9,9,9,9,9,9,42
904077,9,9,9,9,9,9,9,37
904104,9,9,7,9,9,9,9,66
904108,10,10,10,10,10,10,10,66
904114,8,8,7,8,8,8,7,65
904116,8,8,6,6,2,6,6,70
904124,8,8,7,7,4,6,7,36
904125,9,9,9,9,6,9,9,64
904126,9,10,9,9,9,8,8,70
904128,9,9,5,9,7,9,8,70
904130,9,8,6,8,8,8,8,77
904133,9,9,9,9,9,9,9,48
904138,9,9,6,9,9,9,9,56
904154,8,8,8,8,8,8,8,26
904155,8,6,6,7,5,5,5,22
904156,8,8,8,7,8,7,8,49
904157,7,6,7,7,7,7,7,27
904158,7,7,7,7,7,7,7,30
904159,7,7,5,6,6,6,7,28
904160,7,8,8,8,8,8,8,27
904162,6,6,7,6,6,6,6,29
904163,8,8,8,8,8,8,8,21
904164,8,8,8,8,8,8,8,23
904206,9,10,9,9,7,9,10,83
904207,9,8,9,9,9,10,9,74
904209,9,8,9,8,6,9,9,74
904211,9,10,9,8,5,10,9,61
904219,10,9,9,10,9,10,9,68
904221,8,9,9,9,9,9,9,48
904228,8,8,7,8,8,8,7,57
904229,10,9,9,10,9,10,9,74
904236,8,8,9,9,5,9,9,86
904242,10,9,9,8,10,9,8,69
904243,10,10,9,9,8,10,10,70
904245,10,9,9,8,8,9,9,52
904246,9,9,9,8,3,9,9,62
904252,9,8,9,9,8,9,9,71
904255,4,3,6,8,7,5,2,26
904257,2,2,2,7,5,2,1,51
904258,1,3,3,6,6,4,2,29
904259,8,8,8,8,6,7,7,68
904260,9,8,8,8,8,8,7,63
904261,7,6,8,8,7,7,5,44
904262,3,2,1,4,3,2,1,29
904265,8,6,6,7,7,6,5,28
904266,5,5,4,7,5,5,2,46
904267,7,7,6,7,4,6,5,105
904269,7,5,7,7,7,6,6,40
904306,7,7,5,7,7,5,4,75
904307,7,7,6,8,8,6,6,41
904316,9,8,5,9,9,7,7,56
904323,8,7,3,8,8,7,5,82
904339,10,10,10,10,10,10,10,33
904352,7,6,7,8,8,6,5,43
904356,6,6,6,6,6,6,6,30
904360,5,6,6,6,6,6,6,30
904420,8,8,5,6,6,6,6,50
904432,8,8,8,8,6,6,6,40
904436,7,7,7,7,4,7,7,54
904438,7,7,7,9,8,9,9,64
904440,10,10,10,9,9,7,8,31
904448,7,6,7,7,7,8,8,56
904450,7,8,7,8,6,7,8,62
904451,8,8,8,9,9,9,9,37
904453,7,7,7,8,8,8,8,45
904454,7,7,7,8,7,7,7,57
904468,5,5,5,6,6,5,4,27
904473,7,7,8,8,7,7,8,38
904475,5,6,6,6,5,5,4,28
904476,8,8,7,7,7,7,7,22
904477,9,5,5,5,2,5,6,28
