nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,etalav2,etapen,coppu,prevcom,coppip,mcontrib,anprevcom,mprevcom1
896856,3,0,,,,,,,,,,,,,,
896856,4,0,,,,,,,,,,,,,,
896858,1,1,2,,,23,1,21,,65,60,2,,,,
896858,2,1,,,,22,1,10,,,,,,,,
896874,1,1,2,,,13,1,25,,,,,,,,
896875,1,3,2,,1,14,1,37,,,,,,,,
896875,2,1,2,,,24,1,36,,,,,,,,
896878,1,2,1,1,3,18,1,42,,,,,,,,
896879,1,1,2,,,26,1,34,,68,40,,,,,
896879,2,3,1,5,1,18,1,35,40,,,2,,,,
896879,3,1,1,3,,27,1,3,,,,2,,,,
896881,1,2,2,,1,16,1,25,,,,,,,,
896897,1,2,2,,1,14,1,25,26,64,60,2,,,,
896897,2,2,2,,1,20,1,26,24,,,2,,,,
896897,3,1,2,,,20,1,,,,,2,,5,,
896897,4,,,,,,,,,,,,,,,
896900,1,3,2,,1,14,1,32,24,55,80,2,,,,
896900,2,2,2,,1,18,1,26,18,58,80,2,,,,
896900,3,0,,,,,,,,,,,,,,
896900,4,0,,,,,,,,,,,,,,
896902,1,3,2,,3,23,1,30,46,66,80,,,,,
896903,1,5,2,,3,21,1,20,56,67,30,,,,,
896903,2,4,2,,3,18,1,42,55,67,60,,,,,
896908,1,1,2,,,19,1,22,,60,80,2,,,,
896908,2,5,1,1,1,15,1,24,28,,,2,,,,
896908,3,,,,,,,,,,,,,,,
896923,1,1,2,,,20,1,32,,65,50,,,,,
896923,2,1,2,,,34,1,15,,65,50,,,,,
896923,3,,,,,,,,,,,,,,,
896924,1,0,,,,,,,,,,,,,,
896925,1,4,2,,1,17,1,43,,,,,,,,
896925,2,1,1,1,,15,1,19,,,,,,,,
896925,3,2,2,,1,20,1,10,26,,,2,,,,
896926,1,1,2,,,19,1,40,,60,80,2,,,,
896926,2,3,1,2,3,23,1,15,40,,,2,,,,
896926,3,1,2,,,27,1,1,,,,,,,,
896926,4,0,,,,,,,,,,,,,,
896927,1,1,2,,,32,1,36,,,,,,,,
896927,2,1,2,,,27,1,34,,,,,,,,
896932,1,1,2,,,15,1,28,,,,,,,,
896933,1,3,1,3,3,17,1,30,42,66,70,,,,,
896933,2,1,2,,,26,1,20,,76,40,,,,,
896933,3,0,,,,,,,,,,,,,,
896933,4,0,,,,,,,,,,,,,,
896933,5,0,,,,,,,,,,,,,,
896934,1,3,2,,1,14,1,21,24,65,50,1,80,,,1
896934,2,0,,,,,,,,,,,,,,
896934,3,0,,,,,,,,,,,,,,
896934,4,,,,,,,,,,,,,,,
896936,1,1,2,,,39,1,17,,,,,,,,
896937,1,3,1,5,3,21,1,7,,,,,,,,
896937,2,4,2,,1,16,1,35,,,,,,,,
896937,3,4,1,1,1,18,1,14,,,,,,,,
896937,4,1,2,,,22,1,11,,,,3,,,,
896937,5,4,2,,1,14,1,22,21,,,3,,,,
896943,1,2,2,,1,17,1,34,42,57,80,2,,,,
896943,2,1,2,,,31,1,19,,,,2,,,,
896943,3,1,2,,,20,1,,,,,,,8,,
896981,1,1,2,,,21,1,30,,64,70,,,,,
896981,2,2,2,,2,18,1,35,,,,,,,,
896983,1,5,2,,1,14,1,40,,,,,,,,
896983,2,1,2,,,26,1,12,,,,,,,,
896988,1,1,2,,,24,1,41,,,,,,,,
896988,2,1,2,,,20,1,15,,,,,,,,
896989,1,1,2,,,17,1,15,,,,,,,,
896989,2,1,2,,,20,1,40,,,,,,,,
896989,3,1,,,,23,1,,,,,,,6,,
896990,1,1,2,,,14,1,35,,,,,,,,
896990,2,1,2,,,14,1,35,,,,,,,,
896990,3,1,2,,,20,2,,,,,3,,,,
896995,1,3,2,,1,20,1,37,46,56,70,2,,,,
896995,2,2,,,1,14,1,14,,,,,,,,
896996,1,2,2,,1,19,1,32,40,70,80,2,,,,
896996,2,4,2,,1,24,1,25,31,,,1,,,,1
896996,3,,,,,,,,,,,,,,,
896996,4,,,,,,,,,,,,,,,
897000,1,3,2,,1,14,1,40,,,,,,,,
897000,2,0,,,,,,,,,,,,,,
897000,3,3,2,,1,18,1,30,36,65,80,2,,,,
897010,1,5,,,3,15,1,1,,,,,,,,
897010,2,3,,,1,21,1,2,,,,,,,,
897011,1,2,2,,1,18,1,11,27,55,90,2,,,,
897011,2,1,2,,,18,1,20,,,,,,,,
897019,1,4,2,,3,28,1,20,,,,,,,,
897019,2,5,2,,3,25,1,13,37,65,80,2,,,,
897019,3,0,,,,,,,,,,,,,,
897025,1,0,,,,,,,,,,,,,,
897026,1,1,2,,,30,1,40,,,,,,,,
897029,1,1,1,4,,25,1,20,,68,90,2,,,,
897029,2,1,1,10,,28,2,,,,,,,,,
897029,3,0,,,,,,,,,,,,,,
897030,1,0,,,,,,,,,,,,,,
897031,1,2,2,,1,26,1,40,,,,,,,,
897031,2,1,2,,,28,1,40,,,,,,,,
897032,1,0,,,,,,,,,,,,,,
897032,2,1,2,,,25,1,35,,,,,,,,
897033,1,1,2,,,30,1,20,,65,70,,,,,
897033,2,0,,,,,,,,,,,,,,
897033,3,0,,,,,,,,,,,,,,
897037,1,1,2,,,24,1,40,,,,,,,,
897037,2,0,,,,,,,,,,,,,,
897038,1,5,1,3,1,18,1,35,,,,,,,,
897042,1,2,2,,1,15,1,40,,,,,,,,
897042,2,0,,,,,,,,,,,,,,
897051,1,1,2,,,22,1,15,,70,38,,,,,
897051,2,1,2,,,28,1,26,,,,2,,,,
897052,1,1,2,,,16,1,41,,,,,,,,
897052,2,1,,,,16,1,17,,,,,,,,
897052,3,1,1,1,,24,1,1,,,,,,,,
897052,4,2,1,2,1,21,1,3,23,65,60,2,,,,
897057,1,0,,,,,,,,,,,,,,
897063,1,2,2,,3,27,1,11,34,70,40,,,,,
897063,2,3,1,3,1,21,1,7,,,,,,,,
897063,3,,,,,,,,,,,,,,,
897070,1,5,1,1,1,20,1,8,23,70,60,1,60,,2010,
897070,2,2,,,1,18,1,9,,,,,,,,
897070,3,,,,,,,,,,,,,,,
897076,1,0,,,,,,,,,,,,,,
897076,2,1,2,,,25,1,24,,64,40,2,,,,
897076,3,1,2,,,20,1,22,,,,2,,,,
897086,1,2,2,,1,20,1,32,,,,,,,,
897086,2,0,,,,,,,,,,,,,,
897090,1,1,2,,,16,1,35,,,,,,,,
897090,2,0,,,,,,,,,,,,,,
897090,3,1,2,,,22,1,4,,,,2,,,,
897090,4,0,,,,,,,,,,,,,,
897090,5,,,,,,,,,,,,,,,
897094,1,1,2,,,17,1,35,,,,,,,,
897096,1,1,2,,,25,1,2,,70,50,2,,,,
897096,2,2,2,,1,18,1,42,43,,,2,,,,
897096,3,0,,,,,,,,,,,,,,
897096,4,1,2,,,23,1,12,,,,2,,,,
897096,5,,,,,,,,,,,,,,,
897098,1,1,2,,,20,1,30,,65,70,2,,,,
897098,2,0,,,,,,,,,,,,,,
897101,1,1,2,,,32,1,15,,,,,,,,
897101,2,1,2,,,21,1,9,,,,2,,,,
897101,3,0,,,,,,,,,,,,,,
897102,1,1,2,,,25,1,19,,68,60,2,,,,
897102,2,0,,,,,,,,,,,,,,
897102,3,,,,,,,,,,,,,,,
897105,1,1,2,,,15,1,38,,,,,,,,
897105,2,0,,,,,,,,,,,,,,
897105,3,1,,,,23,1,4,,,,,,,,
897112,1,1,,,,20,1,20,,,,,,,,
897118,1,1,2,,,21,1,10,,65,70,2,,,,
897118,2,1,2,,,24,1,8,,,,2,,,,
897118,3,,,,,,,,,,,,,,,
897118,4,,,,,,,,,,,,,,,
897120,1,1,2,,,30,1,7,,70,60,2,,,,
897125,1,4,2,,3,16,1,30,,,,,,,,
897125,2,3,2,,3,15,1,35,,,,,,,,
897127,1,4,2,,1,14,1,36,,,,,,,,
897127,2,4,2,,1,14,1,36,,,,,,,,
897127,3,2,2,,1,15,1,36,46,,,2,,,,
897133,1,3,2,,3,15,1,40,,,,,,,,
897133,2,1,2,,,14,1,35,,,,,,,,
897134,1,4,2,,3,24,1,36,,,,,,,,
897138,1,2,2,,1,25,1,43,,,,,,,,
897138,2,2,2,,3,24,1,20,56,,,,,,,
897149,1,4,2,,1,25,1,18,36,62,80,2,,,,
897149,2,3,1,1,1,18,1,13,29,65,70,2,,,,
897149,3,,,,,,,,,,,,,,,
897149,4,,,,,,,,,,,,,,,
897154,1,1,2,,,22,1,20,,67,70,2,,,,
897154,2,3,1,1,1,25,1,13,37,,,2,,,,
897154,3,,,,,,,,,,,,,,,
897154,4,,,,,,,,,,,,,,,
897155,1,2,2,,1,20,1,20,21,60,50,,,,,
897155,2,1,2,,,20,1,20,,,,,,,,
897155,3,,,,,,,,,,,,,,,
897155,4,,,,,,,,,,,,,,,
897160,1,3,2,,1,18,1,1,,,,,,,,
897160,2,4,2,,1,20,1,5,45,,,2,,,,
897160,3,2,2,,1,26,1,4,26,,,2,,,,
897160,4,,,,,,,,,,,,,,,
897163,1,1,2,,,31,1,13,,70,25,,,,,
897165,1,2,2,,1,27,1,7,31,70,90,,,,,
897166,1,2,2,,1,18,1,11,43,67,50,2,,,,
897174,1,1,,,,29,1,25,,,,,,,,
897174,2,0,,,,,,,,,,,,,,
897174,3,0,,,,,,,,,,,,,,
897178,1,1,2,,,17,1,35,,,,,,,,
897181,1,1,2,,,16,1,36,,,,,,,,
897188,1,1,1,8,,27,1,17,,,,,,,,
897188,2,0,,,,,,,,,,,,,,
897192,1,1,2,,,30,1,25,,,,,,,,
897192,2,1,2,,,15,1,40,,,,,,,,
897192,3,1,2,,,15,1,13,,,,,,,,
897193,1,1,2,,,15,1,10,,,,,,,,
897193,2,0,,,,,,,,,,,,,,
897225,1,3,2,,1,16,1,33,,,,,,,,
897226,1,5,2,,1,15,1,40,48,60,70,2,,,,
897227,1,3,2,,1,14,1,20,,,,,,,,
897228,1,1,2,,,19,1,8,,,,,,,,
897228,2,2,2,,3,17,1,50,,,,,,,,
897233,1,2,2,,1,20,1,5,,,,,,,,
897233,2,1,2,,,20,1,25,,,,3,,,,
897233,3,2,2,,1,20,1,20,25,,,3,,,,
897234,1,3,2,,1,20,1,40,,,,,,,,
897242,1,2,2,,1,15,1,15,48,65,60,2,,,,
897242,2,2,2,,1,15,1,25,30,,,2,,,,
897243,1,1,2,,,14,1,20,,70,60,,,,,
897243,2,1,2,,,20,1,25,,,,2,,,,
897243,3,1,2,,,19,1,,,,,,,4,,
897243,4,0,,,,,,,,,,,,,,
897243,5,,,,,,,,,,,,,,,
897243,6,,,,,,,,,,,,,,,
897251,1,2,2,,1,16,1,35,,,,,,,,
897253,1,5,2,,1,15,1,22,,,,,,,,
897253,2,3,2,,1,15,1,42,,,,,,,,
897253,3,1,2,,,19,1,,,,,3,,6,,
897253,4,0,,,,,,,,,,,,,,
897256,1,10,,,1,15,1,5,,,,,,,,
897256,2,0,,,,,,,,,,,,,,
897259,1,2,2,,1,20,1,11,27,65,50,2,,,,
897259,2,1,1,1,,23,1,13,,,,2,,,,
897260,1,2,2,,1,15,1,30,,,,,,,,
897263,1,5,1,1,1,18,1,12,30,70,60,2,,,,
897265,1,3,2,,1,24,1,3,26,70,50,2,,,,
897267,1,1,2,,,20,1,12,,67,60,2,,,,
897268,1,5,,,1,16,1,28,,,,,,,,
897268,2,0,,,,,,,,,,,,,,
897268,3,0,,,,,,,,,,,,,,
897268,4,0,,,,,,,,,,,,,,
897268,5,,,,,,,,,,,,,,,
897269,1,3,2,,1,20,1,20,32,70,70,2,,,,
897270,1,3,2,,1,18,1,33,35,70,90,,,,,
897270,2,2,2,,1,23,1,8,,,,,,,,
897270,3,0,,,,,,,,,,,,,,
897270,4,0,,,,,,,,,,,,,,
897272,1,1,2,,,18,1,37,,67,60,2,,,,
897272,2,1,2,,,20,1,30,,,,2,,,,
897275,1,1,1,10,,15,1,15,,65,60,,,,,
897275,2,0,,,,,,,,,,,,,,
897275,3,1,1,8,,26,1,1,,,,2,,,,
897275,4,0,,,,,,,,,,,,,,
897275,5,0,,,,,,,,,,,,,,
897276,1,0,,,,,,,,,,,,,,
897276,2,3,2,,1,17,1,35,,,,,,,,
897278,1,0,,,,,,,,,,,,,,
897278,2,0,,,,,,,,,,,,,,
897280,1,4,1,5,2,16,1,18,30,67,50,,,,,
897280,2,0,,,,,,,,,,,,,,
897280,3,0,,,,,,,,,,,,,,
897280,4,,,,,,,,,,,,,,,
897280,5,,,,,,,,,,,,,,,
897280,6,,,,,,,,,,,,,,,
897281,1,1,2,,,19,1,35,,,,,,,,
897281,2,1,1,10,,19,2,,,,,,,,,
897281,3,1,,,,24,1,1,,,,,,,,
897284,1,3,1,17,1,30,1,3,,,,,,,,
897284,2,0,,,,,,,,,,,,,,
897284,3,0,,,,,,,,,,,,,,
897284,4,0,,,,,,,,,,,,,,
897284,5,,,,,,,,,,,,,,,
897285,1,1,1,5,,16,1,20,,65,70,2,,,,
897285,2,0,,,,,,,,,,,,,,
897285,3,5,,,1,15,2,,,,,,,,,
897285,4,3,,,1,15,2,,,,,,,,,
897285,5,5,,,1,16,2,,,,,,,,,
897285,6,5,,,1,18,2,,,,,,,,,
897285,7,5,,,1,18,2,,,,,,,,,
897285,8,3,,,1,18,2,,,,,,,,,
897286,1,0,,,,,,,,,,,,,,
897286,2,5,,,1,16,2,,,,,,,,,
897324,1,1,2,,,18,1,35,,,,,,,,
897324,2,0,,,,,,,,,,,,,,
897334,1,1,2,,,16,1,30,,70,70,2,,,,
897334,2,1,,,,20,1,4,,,,,,,,
897341,1,2,2,,1,16,1,39,,,,,,,,
897347,1,4,2,,1,22,1,37,,,,,,,,
897347,2,10,1,10,3,12,1,27,,,,,,,,
897352,1,0,,,,,,,,,,,,,,
897356,1,0,,,,,,,,,,,,,,
897364,1,5,2,,1,20,1,28,25,68,80,,,,,
897364,2,4,2,,1,20,1,34,28,65,100,2,,,,
897367,1,5,2,,1,24,1,38,54,62,70,2,,,,
897367,2,4,1,3,1,20,1,24,45,,,2,,,,
897367,3,0,,,,,,,,,,,,,,
897367,4,0,,,,,,,,,,,,,,
897374,1,1,2,,,18,1,30,,,,,,,,
897374,2,1,2,,,20,1,25,,,,,,,,
897376,1,1,2,,,20,1,25,,,,,,,,
897376,2,1,2,,,23,1,35,,,,,,,,
897377,1,1,2,,,16,1,40,,,,,,,,
897397,1,0,,,,,,,,,,,,,,
897397,2,2,2,,1,17,1,42,,,,,,,,
897398,1,1,2,,,25,1,30,,,,,,,,
897398,2,0,,,,,,,,,,,,,,
897403,1,1,2,,,16,1,40,,,,,,,,
897403,2,0,,,,,,,,,,,,,,
897410,1,2,2,,1,15,1,37,,,,,,,,
897410,2,0,,,,,,,,,,,,,,
897410,3,0,,,,,,,,,,,,,,
897414,1,1,2,,,18,1,35,,,,,,,,
897435,1,1,2,,,15,1,40,,,,,,,,
897435,2,4,2,,1,20,1,16,,,,,,,,
897436,1,2,2,,1,16,1,40,,,,,,,,
897436,2,1,2,,,21,1,32,,,,,,,,
897436,3,0,,,,,,,,,,,,,,
897437,1,1,2,,,20,1,36,,,,,,,,
897437,2,1,2,,,19,1,12,,67,3,,,,,
897437,3,1,2,,,25,1,4,,,,2,,,,
897442,1,1,2,,,21,1,16,,65,70,2,,,,
897442,2,0,,,,,,,,,,,,,,
897456,1,1,2,,,21,2,,,60,70,2,,,,
897457,1,2,,,1,19,1,20,,,,,,,,
897457,2,1,,,,50,1,2,,,,,,,,
897457,3,0,,,,,,,,,,,,,,
897457,4,0,,,,,,,,,,,,,,
897463,1,1,2,,,16,1,12,,,,,,,,
897468,1,2,2,,1,15,1,32,17,65,80,3,,,,
897468,2,2,1,5,1,16,1,30,18,,,3,,,,
897472,1,1,2,,,18,1,25,,65,80,2,,,,
897472,2,3,1,7,3,20,1,24,47,,,2,,,,
897477,1,1,2,,,24,2,,,65,70,2,,,,
897477,2,0,,,,,,,,,,,,,,
897477,3,,,,,,,,,,,,,,,
897477,4,,,,,,,,,,,,,,,
897490,1,3,1,4,1,23,1,17,47,65,65,2,,,,
897501,1,0,,,,,,,,,,,,,,
897501,2,1,2,,,27,1,25,,,,2,,,,
897501,3,0,,,,,,,,,,,,,,
897501,4,,,,,,,,,,,,,,,
897504,1,2,2,,1,21,1,30,26,60,80,,,,,
897504,2,0,,,,,,,,,,,,,,
897504,3,1,2,,,19,2,,,,,2,,,,
897507,1,3,2,,3,24,1,28,43,65,70,2,,,,
897507,2,2,2,,1,26,1,23,30,,,,,,,
897507,3,0,,,,,,,,,,,,,,
897507,4,,,,,,,,,,,,,,,
897513,1,3,2,,3,30,1,16,32,60,60,,,,,
897513,2,1,2,,,27,1,18,,,,,,,,
897513,3,,,,,,,,,,,,,,,
897513,4,,,,,,,,,,,,,,,
897515,1,1,,,,19,2,,,,,,,,,
897515,2,1,2,,,18,1,20,,,,2,,,,
897515,3,0,,,,,,,,,,,,,,
897515,4,,,,,,,,,,,,,,,
897544,1,2,2,,1,14,1,46,53,63,90,1,90,,,1
897544,2,2,2,,1,14,1,38,,,,,,,,
897562,1,1,2,,,20,1,29,,65,80,2,,,,
897562,2,0,,,,,,,,,,,,,,
897562,3,0,,,,,,,,,,,,,,
897572,1,1,2,,,23,1,15,,70,70,,,,,
897577,1,1,2,,,27,2,,,60,70,2,,,,
897585,1,4,2,,1,27,1,13,35,69,80,2,,,,
897585,2,3,2,,3,26,1,14,30,66,70,2,,,,
897585,3,,,,,,,,,,,,,,,
897585,4,,,,,,,,,,,,,,,
897604,1,1,1,1,,20,1,6,,65,70,2,,,,
897616,1,1,2,,,23,1,4,,65,70,2,,,,
897626,1,5,2,,1,20,1,40,,,,,,,,
897626,2,4,2,,1,15,1,21,,,,,,,,
897627,1,3,2,,1,17,1,37,,,,,,,,
897627,2,2,2,,1,19,1,7,,,,,,,,
897630,1,1,2,,,16,1,17,,,,,,,,
897632,1,2,2,,1,16,1,17,,,,,,,,
897633,1,3,2,,3,14,1,40,,,,,,,,
897635,1,3,2,,1,15,1,36,,,,,,,,
897636,1,1,2,,,14,1,36,,,,,,,,
897636,2,2,2,,1,13,1,36,,,,,,,,
897637,1,1,2,,,18,1,40,,,,,,,,
897637,2,2,2,,1,18,1,22,,,,,,,,
897637,3,0,,,,,,,,,,,,,,
897637,4,1,1,1,,21,1,2,,,,2,,,,
897644,1,5,1,1,3,16,1,30,,,,,,,,
897644,2,7,2,,3,15,1,25,,,,,,,,
897649,1,5,1,3,1,14,1,37,,,,,,,,
897649,2,4,1,4,1,17,1,37,42,,,2,,,,
897651,1,1,1,1,,18,1,25,,,,,,,,
897651,2,1,2,,,18,1,40,,,,2,,,,
897652,1,2,1,1,1,15,1,27,35,58,50,1,80,,2012,
897652,2,5,1,3,1,19,1,14,35,,,1,,,2011,
897652,3,,,,,,,,,,,,,,,
897652,4,,,,,,,,,,,,,,,
897659,1,6,1,6,1,15,1,24,38,62,50,1,60,,2010,
897659,2,2,,,1,15,1,18,,,,,,,,
897659,3,0,,,,,,,,,,,,,,
897660,1,3,,,1,15,1,15,,,,,,,,
897660,2,4,2,,1,16,1,20,35,,,2,,,,
897660,3,,,,,,,,,,,,,,,
897674,1,2,,,2,14,1,20,,,,,,,,
897674,2,0,,,,,,,,,,,,,,
897674,3,1,,,,26,2,,,,,,,,,
897674,4,0,,,,,,,,,,,,,,
897674,5,0,,,,,,,,,,,,,,
897676,1,1,1,7,,13,1,20,,,,,,,,
897676,2,3,,,1,15,1,24,,,,,,,,
897676,3,1,2,,,20,1,2,,,,,,,,
897681,1,1,2,,,26,1,35,,,,,,,,
897681,2,0,,,,,,,,,,,,,,
897681,3,0,,,,,,,,,,,,,,
897681,4,1,1,2,,22,1,3,,,,2,,,,
897683,1,1,2,,,20,1,27,,58,90,2,,,,
897683,2,1,2,,,18,1,18,,,,,,,,
897683,3,1,2,,,26,1,,,,,,,7,,
897683,4,0,,,,,,,,,,,,,,
897683,5,0,,,,,,,,,,,,,,
897686,1,2,2,,1,10,1,34,,,,,,,,
897686,2,1,2,,,20,1,24,,,,,,,,
897689,1,1,2,,,29,1,25,,70,80,2,,,,
897689,2,0,,,,,,,,,,,,,,
897689,3,0,,,,,,,,,,,,,,
897689,4,0,,,,,,,,,,,,,,
897689,5,0,,,,,,,,,,,,,,
897690,1,2,2,,1,28,1,37,55,64,80,2,,,,
897690,2,1,2,,,24,1,35,,,,,,,,
897690,3,2,,,1,20,1,10,,,,,,,,
897696,1,3,2,,1,24,1,40,63,70,78,1,78,,2007,
897696,2,0,,,,,,,,,,,,,,
897696,3,2,,,1,23,1,2,,,,,,,,
897696,4,2,,,1,16,1,3,,,,,,,,
897696,5,0,,,,,,,,,,,,,,
897698,1,1,2,,,30,1,4,,60,60,2,,,,
897698,2,0,,,,,,,,,,,,,,
897698,3,,,,,,,,,,,,,,,
897698,4,,,,,,,,,,,,,,,
897699,1,0,,,,,,,,,,,,,,
897699,2,2,1,1,1,17,1,35,49,,,2,,,,
897699,3,0,,,,,,,,,,,,,,
897699,4,0,,,,,,,,,,,,,,
897704,1,1,2,,,27,1,8,,60,70,2,,,,
897704,2,2,2,,1,27,1,16,33,65,80,2,,,,
897704,3,,,,,,,,,,,,,,,
897704,4,,,,,,,,,,,,,,,
897704,5,,,,,,,,,,,,,,,
897705,1,4,2,,3,18,1,35,,,,,,,,
897712,1,2,2,,1,22,1,15,27,50,70,2,,,,
897712,2,,,,,,,,,,,,,,,
897712,3,,,,,,,,,,,,,,,
897713,1,2,,,3,14,2,,,,,,,,,
897715,1,3,2,,3,18,1,17,28,62,70,2,,,,
897715,2,0,,,,,,,,,,,,,,
897715,3,,,,,,,,,,,,,,,
897723,1,0,,,,,,,,,,,,,,
897723,2,,,,,,,,,,,,,,,
897725,1,4,1,15,3,15,1,10,53,70,50,2,,,,
897726,1,3,2,,1,19,1,35,,,,,,,,
897727,1,3,1,4,3,18,1,24,25,70,60,2,,,,
897727,2,2,2,,1,19,1,10,,,,,,,,
897727,3,,,,,,,,,,,,,,,
897729,1,4,2,,1,16,1,35,,,,,,,,
897729,2,2,2,,1,16,1,35,26,61,60,2,,,,
897729,3,2,1,9,1,26,1,5,39,,,2,,,,
897729,4,2,1,4,1,20,1,7,25,,,2,,,,
897729,5,,,,,,,,,,,,,,,
897736,1,1,2,,,23,1,34,,66,65,2,,,,
897736,2,2,2,,1,18,1,24,,,,,,,,
897741,1,1,2,,,15,1,36,,67,50,,,,,
897741,2,1,2,,,15,1,35,,,,,,,,
897741,3,0,,,,,,,,,,,,,,
897743,1,3,2,,3,15,1,44,52,63,100,,,,,
897774,1,3,2,,1,13,1,34,,,,,,,,
897775,1,3,1,2,1,17,1,24,42,80,50,2,,,,
897780,1,0,,,,,,,,,,,,,,
897782,1,1,2,,,25,1,33,,,,,,,,
897787,1,2,2,,1,21,1,36,,,,,,,,
897806,1,5,1,2,1,18,1,16,38,70,50,5,,,,
897808,1,2,2,,1,25,1,16,29,65,60,2,,,,
897809,1,1,2,,,20,1,24,,60,60,,,,,
897809,2,1,2,,,20,1,16,,,,2,,,,
897809,3,,,,,,,,,,,,,,,
897812,1,3,2,,1,18,1,20,33,65,60,3,,,,
897821,1,1,2,,,25,1,36,,,,,,,,
897828,1,4,2,,3,18,1,38,,,,,,,,
897828,2,3,2,,1,14,1,42,,,,,,,,
897829,1,2,2,,3,14,1,59,29,76,50,,,,,
897829,2,2,2,,2,16,1,36,,,,,,,,
897831,1,3,2,,1,16,1,41,,,,,,,,
897831,2,2,2,,1,14,1,41,,,,,,,,
897831,3,2,1,2,1,21,1,16,31,,,2,,,,
897833,1,1,2,,,14,1,40,,,,,,,,
897835,1,1,2,,,18,1,35,,,,,,,,
897835,2,0,,,,,,,,,,,,,,
897837,1,2,2,,3,14,1,36,,,,,,,,
897837,2,1,2,,,18,1,40,,,,,,,,
897841,1,4,1,1,3,25,1,34,44,65,50,,,,,
897841,2,5,1,2,3,21,1,23,46,,,,,,,
897841,3,3,1,1,1,20,1,2,22,,,2,,,,
897846,1,1,2,,,16,1,29,,60,75,1,80,,,1
897846,2,4,2,,1,16,1,34,49,,,2,,,,
897846,3,0,,,,,,,,,,,,,,
897848,1,3,2,,1,14,1,29,30,58,80,2,,,,
897848,2,4,2,,1,19,1,22,34,62,80,1,85,,2007,
897848,3,,,,,,,,,,,,,,,
897853,1,9,1,1,1,15,1,25,42,60,70,2,,,,
897853,2,4,2,,1,20,1,20,42,,,3,,,,
897854,1,4,2,,1,21,1,21,27,65,85,1,90,,,1
897855,1,5,2,,1,28,1,18,42,65,40,1,50,,2012,
897859,1,5,,,1,17,1,21,,,,,,,,
897859,2,4,2,,1,16,1,24,35,,,2,,,,
897859,3,,,,,,,,,,,,,,,
897870,1,1,2,,,24,1,7,,60,60,2,,,,
897875,1,1,1,30,,15,1,10,,,,,,,,
897875,2,3,2,,1,14,1,31,,,,,,,,
897876,1,1,2,,,29,1,38,,,,,,,,
897876,2,1,2,,,19,1,30,,66,60,2,,,,
897893,1,1,2,,,13,1,35,,,,,,,,
897893,2,1,2,,,30,1,15,,,,,,,,
897893,3,1,1,2,,38,1,2,,,,,,,,
897894,1,1,1,20,,27,1,17,,,,,,,,
897894,2,1,1,10,,23,1,15,,,,,,,,
897894,3,0,,,,,,,,,,,,,,
897894,4,1,,,,18,1,7,,,,,,,,
897897,1,2,2,,3,18,1,43,,,,,,,,
897897,2,1,2,,,30,1,36,,,,,,,,
897897,3,0,,,,,,,,,,,,,,
897898,1,0,,,,,,,,,,,,,,
897898,2,0,,,,,,,,,,,,,,
897924,1,4,2,,3,14,1,35,,,,,,,,
897924,2,2,2,,3,15,1,34,,,,,,,,
897924,3,1,2,,,24,1,3,,,,,,,,
897925,1,2,2,,1,18,1,35,,,,,,,,
897925,2,2,2,,1,16,1,7,,,,,,,,
897925,3,0,,,,,,,,,,,,,,
897930,1,4,1,5,3,10,1,35,39,67,60,,,,,
897930,2,3,2,,3,15,1,18,38,66,30,,,,,
897935,1,3,2,,1,14,1,42,,,,,,,,
897935,2,2,2,,1,14,1,8,,,,,,,,
897937,1,1,2,,,14,2,,,,,,,,,
897937,2,0,,,,,,,,,,,,,,
897937,3,1,2,,,16,1,45,,,,,,,,
897937,4,0,,,,,,,,,,,,,,
897939,1,1,2,,,16,1,40,,67,70,,,,,
897939,2,2,2,,3,16,1,36,30,,,,,,,
897943,1,1,2,,,25,1,35,,,,,,,,
897943,2,0,,,,,,,,,,,,,,
897952,1,4,2,,1,10,1,41,,,,,,,,
897952,2,4,1,2,1,13,1,24,33,,,2,,,,
897952,3,0,,,,,,,,,,,,,,
897957,1,3,2,,1,25,1,20,42,70,60,2,,,,
897957,2,5,1,2,1,23,1,14,37,65,60,2,,,,
897957,3,,,,,,,,,,,,,,,
897957,4,,,,,,,,,,,,,,,
897958,1,2,2,,1,11,1,36,,,,,,,,
897958,2,2,1,3,1,13,1,35,,,,,,,,
897974,1,1,2,,,15,1,41,,,,,,,,
897974,2,0,,,,,,,,,,,,,,
897980,1,1,2,,,18,1,35,,,,,,,,
897980,2,1,2,,,29,1,20,,,,,,,,
897988,1,2,,,1,15,1,21,,,,,,,,
897988,2,1,1,1,,15,1,42,,,,,,,,
897989,1,1,2,,,14,1,40,,60,30,,,,,
897989,2,0,,,,,,,,,,,,,,
897993,1,3,2,,1,16,1,11,,,,,,,,
897993,2,1,2,,,14,1,38,,,,,,,,
897993,3,4,1,2,1,19,1,7,25,,,2,,,,
897995,1,0,,,,,,,,,,,,,,
898002,1,1,2,,,20,1,27,,55,80,,,,,
898002,2,2,2,,3,20,1,13,27,65,50,,,,,
898002,3,,,,,,,,,,,,,,,
898002,4,,,,,,,,,,,,,,,
898003,1,5,1,1,1,14,1,38,27,56,70,1,80,,2007,
898003,2,0,,,,,,,,,,,,,,
898003,3,1,1,3,,18,1,1,,,,2,,,,
