nquest,anmutuo31,anmutuo32,anmutuo33,anmutuo34,debgar31_1,debgar32_1,debgar33_1,debgar34_1,debgar31_2,debgar32_2,debgar33_2,debgar34_2,debgar31_3,debgar32_3,debgar33_3,debgar34_3,debm31,debm32,debm33,debm34,debpers31,debpers32,debpers33,debpers34,debrf31,debrf32,debrf33,debrf34,debgar31_4,debgar32_4,debgar33_4,debgar34_4,mutuodu31,mutuodu32,mutuodu33,mutuodu34,mutuoin31,mutuoin32,mutuoin33,mutuoin34,taeg11,taeg12,taeg13,taeg14,tdebita31,tdebita32,tdebita33,tdebita34,tipotax31,tipotax32,tipotax33,tipotax34,tmutuoab31,tmutuoab32,tmutuoab33,tmutuoab34,debgar31_5,debgar32_5,debgar33_5,debgar34_5
886923,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,19000,,,,2,,,,18500,,,,1,,,,3300,,,,0,,,
887068,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,15000,,,,0,,,,4000,,,,1,,,,4000,,,,0,,,
887478,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,5000,,,,8.5,,,,3000,,,,1,,,,2040,,,,0,,,
887498,2008,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,7,,,,17000,,,,6,,,,750,,,,1,,,,3000,,,,0,,,
887734,2005,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,10,,,,20000,,,,4.5,,,,2000,,,,2,,,,3600,,,,0,,,
887762,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,5,,,,12000,,,,9.3,,,,11500,,,,1,,,,2400,,,,0,,,
888377,2013,,,,0,,,,0,,,,0,,,,4,,,,1,,,,1,,,,1,,,,1,,,,2100,,,,4,,,,600,,,,1,,,,1790,,,,0,,,
888448,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,7,,,,25000,,,,4.5,,,,6000,,,,2,,,,5000,,,,0,,,
888465,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,9000,,,,4.5,,,,3000,,,,1,,,,2500,,,,0,,,
888515,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,7500,,,,3.5,,,,4500,,,,1,,,,2160,,,,0,,,
888848,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,21000,,,,8,,,,21000,,,,1,,,,500,,,,0,,,
889014,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,14500,,,,,,,,3600,,,,3,,,,3500,,,,0,,,
889497,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,6000,,,,5,,,,1600,,,,1,,,,2000,,,,0,,,
889710,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,9000,,,,,,,,6500,,,,3,,,,3000,,,,0,,,
889719,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,20000,,,,0,,,,100,,,,2,,,,4500,,,,0,,,
889727,2014,,,,0,,,,0,,,,0,,,,1,,,,2,,,,2,,,,1,,,,4,,,,18000,,,,,,,,15600,,,,3,,,,2400,,,,0,,,
889733,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,10,,,,32000,,,,9.07,,,,30300,,,,1,,,,5424,,,,0,,,
889739,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,15000,,,,,,,,3000,,,,3,,,,7000,,,,0,,,
890002,2011,2014,2014,,0,0,0,,0,0,0,,0,0,0,,1,2,2,,1,1,1,,2,2,2,,1,1,1,,5,2,2,,11000,1000,1000,,,,,,7500,800,800,,3,3,3,,2500,200,200,,0,0,0,
890016,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,5,,,,7500,,,,10,,,,7000,,,,1,,,,380,,,,0,,,
890112,2011,2014,,,0,0,,,0,0,,,0,0,,,2,4,,,1,1,,,1,1,,,1,1,,,5,7,,,15000,21000,,,,3,,,7200,18500,,,3,1,,,300,336,,,0,0,,
890246,2013,,,,0,,,,0,,,,0,,,,3,,,,1,,,,2,,,,1,,,,24,,,,2000,,,,11,,,,1000,,,,1,,,,1000,,,,0,,,
890427,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,5,,,,26000,,,,6.35,,,,18000,,,,1,,,,4000,,,,0,,,
890560,2014,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,4,,,,3000,,,,6,,,,1300,,,,1,,,,500,,,,0,,,
890660,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,12000,,,,13,,,,9000,,,,1,,,,1500,,,,0,,,
890762,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,10000,,,,6,,,,360,,,,1,,,,2100,,,,0,,,
890763,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,10000,,,,3,,,,8500,,,,1,,,,1500,,,,0,,,
890961,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,3,,,,2500,,,,,,,,2000,,,,3,,,,500,,,,0,,,
890972,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,7000,,,,,,,,5800,,,,3,,,,1800,,,,0,,,
891060,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,11500,,,,6,,,,10000,,,,1,,,,2200,,,,0,,,
891160,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,12000,,,,6,,,,11000,,,,1,,,,1800,,,,0,,,
891169,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,4,,,,4000,,,,6,,,,700,,,,1,,,,1200,,,,0,,,
891302,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,1200,,,,,,,,700,,,,3,,,,500,,,,0,,,
891433,2011,,,,0,,,,1,,,,0,,,,4,,,,,,,,1,,,,0,,,,6,,,,7000,,,,3,,,,4000,,,,1,,,,1908,,,,0,,,
891435,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,8000,,,,4,,,,6000,,,,1,,,,2200,,,,0,,,
891613,2011,2013,,,0,0,,,0,0,,,0,0,,,4,4,,,2,2,,,2,2,,,1,1,,,6,2,,,10000,2000,,,5.5,5.5,,,5000,600,,,1,1,,,2280,1200,,,0,0,,
891678,2010,,,,0,,,,0,,,,0,,,,4,,,,2,,,,1,,,,1,,,,10,,,,20000,,,,6,,,,15000,,,,1,,,,3600,,,,0,,,
891688,2014,,,,0,,,,0,,,,0,,,,4,,,,2,,,,2,,,,1,,,,5,,,,5000,,,,8,,,,4750,,,,1,,,,690,,,,0,,,
891729,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,2,,,,5000,,,,0,,,,3500,,,,1,,,,1250,,,,0,,,
891749,2014,2009,,,0,0,,,0,0,,,0,0,,,1,1,,,1,1,,,1,2,,,1,1,,,7,7,,,16000,20000,,,7.02,8.02,,,15000,5000,,,1,1,,,3000,4000,,,0,0,,
891793,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,6,,,,12800,,,,7,,,,8470,,,,1,,,,2940,,,,0,,,
891801,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,5,,,,8000,,,,,,,,4000,,,,3,,,,3600,,,,0,,,
891884,2009,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,6,,,,18000,,,,8.5,,,,600,,,,1,,,,3600,,,,0,,,
891930,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,12000,,,,7,,,,9000,,,,1,,,,2800,,,,0,,,
892140,2014,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,10,,,,13000,,,,9,,,,11000,,,,1,,,,2000,,,,0,,,
892462,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,1000,,,,,,,,700,,,,3,,,,400,,,,0,,,
892881,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,10000,,,,,,,,4500,,,,3,,,,3600,,,,0,,,
892909,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,20800,,,,,,,,7800,,,,3,,,,5200,,,,0,,,
893052,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,6,,,,6000,,,,3,,,,3600,,,,1,,,,1800,,,,0,,,
893055,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,10000,,,,2,,,,7500,,,,1,,,,2500,,,,0,,,
893181,2009,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,10,,,,30000,,,,7,,,,19000,,,,1,,,,4800,,,,0,,,
893189,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,10000,,,,,,,,6000,,,,3,,,,2400,,,,0,,,
893197,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,12000,,,,,,,,4500,,,,3,,,,4200,,,,0,,,
893200,2006,,,,0,,,,0,,,,0,,,,2,,,,2,,,,2,,,,1,,,,10,,,,15000,,,,3,,,,3200,,,,1,,,,2760,,,,0,,,
893237,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,7000,,,,3,,,,6100,,,,1,,,,150,,,,0,,,
893252,2008,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,6,,,,12000,,,,2.5,,,,200,,,,1,,,,200,,,,0,,,
893421,2013,2014,,,0,0,,,0,0,,,0,0,,,4,5,,,1,1,,,2,1,,,1,1,,,5,4,,,8000,10000,,,8.55,8,,,6639,7600,,,1,1,,,2000,4800,,,0,0,,
893444,2013,2013,,,0,0,,,0,0,,,0,0,,,2,4,,,1,2,,,2,1,,,1,1,,,2,10,,,5000,10000,,,6,7,,,700,9000,,,1,1,,,4000,1800,,,0,0,,
893466,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,8500,,,,,,,,7300,,,,3,,,,148,,,,0,,,
893575,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,1,,,,1,,,,2,,,,1500,,,,,,,,750,,,,3,,,,750,,,,0,,,
893721,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,14500,,,,4,,,,8600,,,,1,,,,2880,,,,0,,,
893729,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,2,,,,8000,,,,4,,,,7200,,,,1,,,,4800,,,,0,,,
893895,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,4000,,,,6.45,,,,3500,,,,1,,,,900,,,,0,,,
893897,2013,,,,1,,,,0,,,,0,,,,2,,,,,,,,2,,,,0,,,,3,,,,1600,,,,6.5,,,,600,,,,1,,,,450,,,,0,,,
894506,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,7000,,,,4,,,,6300,,,,1,,,,1000,,,,0,,,
894524,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,2,,,,10000,,,,,,,,8500,,,,3,,,,1500,,,,0,,,
894556,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,669,,,,,,,,400,,,,3,,,,270,,,,0,,,
894636,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,20000,,,,4,,,,20000,,,,1,,,,700,,,,0,,,
894791,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,2,,,,7000,,,,,,,,5000,,,,3,,,,2000,,,,0,,,
894820,2014,2014,2014,,1,1,1,,0,0,0,,0,0,0,,1,2,1,,,,,,2,2,2,,0,0,0,,6,1,2,,14000,2400,1300,,,,,,13200,400,940,,3,3,3,,800,2000,360,,0,0,0,
895028,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,6,,,,14000,,,,0,,,,5000,,,,1,,,,2500,,,,0,,,
895044,2002,,,,1,,,,0,,,,0,,,,5,,,,,,,,2,,,,0,,,,15,,,,20000,,,,7,,,,1000,,,,2,,,,1560,,,,0,,,
895045,2010,2013,,,1,0,,,0,0,,,0,0,,,1,5,,,,1,,,2,2,,,0,1,,,6,5,,,24000,10000,,,,8,,,6000,3000,,,3,1,,,3400,3500,,,0,0,,
895046,2010,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,10,,,,10000,,,,7,,,,5500,,,,1,,,,1200,,,,0,,,
895207,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,15000,,,,5,,,,3000,,,,1,,,,2500,,,,0,,,
895487,2014,,,,0,,,,0,,,,0,,,,4,,,,2,,,,1,,,,1,,,,10,,,,20000,,,,7.5,,,,18000,,,,1,,,,2976,,,,0,,,
895505,2013,2014,,,0,0,,,0,0,,,0,0,,,1,2,,,1,1,,,2,2,,,1,1,,,4,1,,,11500,360,,,7,,,,9360,330,,,1,3,,,3744,72,,,0,0,,
895517,2014,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,4,,,,4000,,,,6,,,,3350,,,,2,,,,650,,,,0,,,
895636,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,1,,,,1,,,,20,,,,2000,,,,,,,,1700,,,,3,,,,300,,,,0,,,
895849,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,14000,,,,,,,,10000,,,,3,,,,2000,,,,0,,,
895931,2009,2014,,,0,0,,,0,0,,,0,0,,,1,2,,,1,1,,,2,2,,,1,1,,,10,5,,,25000,3000,,,6.2,5,,,10000,2900,,,1,1,,,4600,100,,,0,0,,
896063,2014,2014,2012,,0,0,0,,0,0,0,,0,0,0,,1,1,1,,1,1,1,,2,2,2,,1,1,1,,5,5,5,,10000,15000,6000,,4,6,4,,9000,13000,2000,,1,1,1,,1800,5600,1400,,0,0,0,
896079,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,30000,,,,6,,,,12000,,,,1,,,,12400,,,,0,,,
896227,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,450,,,,9,,,,225,,,,1,,,,225,,,,0,,,
896287,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,4000,,,,8.5,,,,1600,,,,1,,,,1200,,,,0,,,
896349,2014,,,,0,,,,0,,,,0,,,,4,,,,2,,,,1,,,,1,,,,4,,,,10000,,,,,,,,9000,,,,3,,,,1000,,,,0,,,
896353,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,16000,,,,4,,,,14000,,,,1,,,,2000,,,,0,,,
896415,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,36,,,,10000,,,,,,,,9000,,,,3,,,,200,,,,0,,,
896511,2013,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,3,,,,3500,,,,8.5,,,,1890,,,,1,,,,1203,,,,0,,,
896516,2011,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,4,,,,6000,,,,4,,,,800,,,,1,,,,1800,,,,0,,,
896576,2012,,,,0,,,,0,,,,0,,,,4,,,,,,,,2,,,,0,,,,5,,,,20000,,,,3,,,,8000,,,,1,,,,6000,,,,1,,,
896644,2011,,,,0,,,,0,,,,0,,,,4,,,,2,,,,2,,,,1,,,,10,,,,20000,,,,8,,,,14600,,,,1,,,,2400,,,,0,,,
896744,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,14000,,,,2,,,,3000,,,,1,,,,3600,,,,0,,,
896745,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,7,,,,12000,,,,2.5,,,,7000,,,,1,,,,2770,,,,0,,,
896751,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,8,,,,12000,,,,6,,,,9000,,,,1,,,,2400,,,,0,,,
896764,2011,,,,1,,,,0,,,,0,,,,4,,,,,,,,2,,,,0,,,,4,,,,5000,,,,3,,,,1500,,,,1,,,,1460,,,,0,,,
896875,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,12000,,,,6,,,,10500,,,,1,,,,2500,,,,0,,,
896926,2013,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,1,,,,1300,,,,9,,,,80,,,,1,,,,960,,,,0,,,
896937,2014,2010,,,0,0,,,0,0,,,0,0,,,1,4,,,1,1,,,2,2,,,1,1,,,3,10,,,6000,10000,,,5,11,,,5400,7000,,,1,1,,,900,1875,,,0,0,,
897031,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,2,,,,12000,,,,5.7,,,,1500,,,,1,,,,6000,,,,0,,,
897033,2011,2011,,,1,0,,,0,0,,,0,0,,,4,5,,,,1,,,2,2,,,0,1,,,3,3,,,17000,17000,,,8,9,,,4000,3000,,,1,1,,,3700,3700,,,0,0,,
897063,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,15000,,,,4,,,,11000,,,,1,,,,4200,,,,0,,,
897127,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,13500,,,,5.5,,,,12800,,,,1,,,,1000,,,,0,,,
897149,2009,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,7,,,,30000,,,,4,,,,7740,,,,2,,,,5160,,,,0,,,
897284,2010,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,6,,,,12000,,,,8.9,,,,3500,,,,1,,,,1500,,,,0,,,
897472,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,8,,,,22000,,,,8,,,,10000,,,,2,,,,3360,,,,0,,,
897660,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,6,,,,15000,,,,6.5,,,,14400,,,,1,,,,600,,,,0,,,
897698,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,5000,,,,,,,,4400,,,,3,,,,600,,,,0,,,
897699,2013,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,2,,,,2000,,,,7,,,,800,,,,1,,,,1200,,,,0,,,
897831,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,2,,,,4500,,,,,,,,2500,,,,3,,,,2000,,,,0,,,
897841,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,23000,,,,4,,,,7000,,,,1,,,,6800,,,,0,,,
897848,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,12000,,,,6,,,,4800,,,,1,,,,4800,,,,0,,,
897855,2014,2014,,,0,0,,,0,0,,,0,0,,,2,4,,,1,1,,,2,2,,,1,1,,,4,2,,,7200,2000,,,,,,,6000,1900,,,3,3,,,1400,100,,,0,0,,
897859,2010,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,11000,,,,4.5,,,,2600,,,,1,,,,2800,,,,0,,,
897952,2013,2014,,,1,1,,,0,0,,,0,0,,,1,2,,,,,,,2,2,,,0,0,,,5,5,,,15000,5000,,,8,8,,,10800,4750,,,1,1,,,3000,250,,,0,0,,
898009,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,6,,,,20000,,,,,,,,7000,,,,3,,,,4000,,,,0,,,
898159,2013,2013,2014,,0,0,0,,0,0,0,,0,0,0,,1,2,1,,1,1,1,,1,2,1,,1,1,1,,5,1,7,,16000,600,18000,,3,,3,,13000,200,16000,,1,3,1,,3000,400,2000,,0,0,0,
898199,2010,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,10,,,,35000,,,,4,,,,18000,,,,1,,,,3000,,,,0,,,
898208,2010,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,6,,,,22000,,,,2,,,,5000,,,,1,,,,3300,,,,0,,,
898252,2008,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,7,,,,14993,,,,5.75,,,,1200,,,,1,,,,4000,,,,0,,,
898416,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,10000,,,,7,,,,7800,,,,1,,,,2400,,,,0,,,
898512,2011,2013,,,0,0,,,0,0,,,0,0,,,2,4,,,2,1,,,1,2,,,1,1,,,6,6,,,11000,15000,,,11,10,,,8500,10000,,,1,1,,,1600,1800,,,0,0,,
898590,2009,2010,,,1,0,,,0,0,,,0,0,,,1,4,,,,1,,,2,2,,,0,1,,,5,6,,,12000,18000,,,7,9.5,,,3000,9000,,,1,1,,,3600,4800,,,0,0,,
898676,2014,,,,1,,,,0,,,,0,,,,2,,,,,,,,1,,,,0,,,,1,,,,1000,,,,,,,,500,,,,3,,,,500,,,,0,,,
898693,2014,,,,0,,,,0,,,,0,,,,2,,,,,,,,2,,,,0,,,,18,,,,1500,,,,,,,,800,,,,3,,,,100,,,,1,,,
898736,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,6000,,,,7,,,,1000,,,,1,,,,2400,,,,0,,,
898783,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,10,,,,50000,,,,6.7,,,,40000,,,,1,,,,8000,,,,0,,,
898822,2012,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,4,,,,8000,,,,8,,,,4000,,,,1,,,,2700,,,,0,,,
898895,2012,,,,0,,,,0,,,,0,,,,4,,,,1,,,,1,,,,1,,,,5,,,,20000,,,,3,,,,11000,,,,1,,,,4100,,,,0,,,
898925,2013,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,12,,,,110000,,,,7,,,,85000,,,,1,,,,12000,,,,0,,,
899051,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,12000,,,,,,,,8000,,,,3,,,,4600,,,,0,,,
899151,2013,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,4,,,,3000,,,,0,,,,300,,,,1,,,,1000,,,,0,,,
899159,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,5000,,,,,,,,5000,,,,3,,,,1300,,,,0,,,
899229,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,9000,,,,,,,,2500,,,,3,,,,3000,,,,0,,,
899252,2010,,,,0,,,,0,,,,0,,,,4,,,,2,,,,1,,,,1,,,,10,,,,14000,,,,4,,,,7000,,,,2,,,,3000,,,,0,,,
899253,2009,2014,,,0,0,,,0,0,,,0,0,,,1,2,,,1,1,,,1,2,,,1,1,,,9,1,,,13000,600,,,,,,,6800,500,,,3,3,,,2400,130,,,0,0,,
899255,2013,,,,0,,,,0,,,,0,,,,1,,,,2,,,,1,,,,1,,,,5,,,,16000,,,,,,,,7000,,,,3,,,,4000,,,,0,,,
899501,2008,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,6,,,,18000,,,,6,,,,4000,,,,1,,,,4800,,,,0,,,
899543,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,14000,,,,,,,,10000,,,,3,,,,6000,,,,0,,,
899645,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,550,,,,,,,,270,,,,3,,,,270,,,,0,,,
899671,2008,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,6,,,,15000,,,,6.5,,,,3500,,,,1,,,,3180,,,,0,,,
899672,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,1300,,,,,,,,1000,,,,3,,,,300,,,,0,,,
899722,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,1200,,,,4,,,,1200,,,,1,,,,205,,,,0,,,
899737,2014,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,10000,,,,7.8,,,,10000,,,,1,,,,2700,,,,1,,,
899896,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,10000,,,,7,,,,3000,,,,1,,,,3200,,,,0,,,
899910,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,15000,,,,,,,,13000,,,,3,,,,280,,,,0,,,
899972,2013,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,4,,,,7000,,,,5,,,,3000,,,,1,,,,200,,,,0,,,
899973,2013,,,,0,,,,0,,,,0,,,,5,,,,2,,,,2,,,,1,,,,4,,,,4400,,,,4,,,,3000,,,,1,,,,230,,,,0,,,
900045,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,14800,,,,6,,,,11000,,,,1,,,,3600,,,,0,,,
900049,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,10000,,,,2.8,,,,3500,,,,2,,,,3100,,,,0,,,
900073,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,6,,,,18000,,,,,,,,14000,,,,3,,,,3240,,,,0,,,
900355,2013,2014,2014,,0,0,0,,0,0,0,,0,0,0,,1,2,5,,1,1,1,,2,2,2,,1,1,1,,4,3,1,,14000,600,1500,,,,9,,7000,400,1100,,3,3,1,,3700,296,400,,0,0,0,
900566,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,6000,,,,5,,,,2000,,,,2,,,,3000,,,,0,,,
900573,2010,2010,,,0,0,,,1,1,,,0,0,,,1,4,,,,,,,1,2,,,0,0,,,15,15,,,11000,22200,,,1.8,1.8,,,1000,22200,,,2,2,,,1000,2200,,,0,0,,
900615,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,2,,,,16000,,,,7,,,,4000,,,,1,,,,9600,,,,0,,,
900638,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,1000,,,,,,,,400,,,,3,,,,600,,,,0,,,
900857,2000,,,,0,,,,0,,,,0,,,,4,,,,2,,,,2,,,,1,,,,10,,,,15000,,,,7,,,,5000,,,,1,,,,2000,,,,0,,,
900901,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,36,,,,10000,,,,1.5,,,,3200,,,,1,,,,3400,,,,0,,,
900996,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,15000,,,,2.5,,,,6000,,,,2,,,,3350,,,,0,,,
901099,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,3000,,,,6.7,,,,2500,,,,1,,,,960,,,,0,,,
901116,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,4,,,,10000,,,,,,,,5000,,,,3,,,,2500,,,,0,,,
