nquest,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y,YMA1,YMA2
901756,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
901756,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,4000,4000,0
901757,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,7200,7200,240.8751836,0,0,0,240.8751836,7440.8751836,24340.875184,0,0
901761,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,11400,11400,800.04971697,0,0,0,800.04971697,12200.049717,34200.049717,0,0
901762,1,0,0,6240,0,0,0,0,0,0,6240,0,0,6240,0,0,4800,4800,94.629536416,0,0,0,94.629536416,4894.6295364,11134.629536,0,0
901762,2,16800,0,0,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16800,0,0
901765,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,4800,4800,189.25907283,0,0,0,189.25907283,4989.2590728,15389.259073,0,0
901767,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,8400,8400,25.808055386,0,0,0,25.808055386,8425.8080554,26425.808055,0,0
901768,1,7250,0,10400,0,0,0,0,0,7250,10400,0,0,10400,0,0,6000,6000,60.218795901,0,0,0,60.218795901,6060.2187959,23710.218796,0,0
901799,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,187.33822562,0,0,0,187.33822562,187.33822562,13187.338226,0,0
901800,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,37.583001267,0,0,0,37.583001267,37.583001267,10437.583001,0,0
901802,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,4200,4200,35.90334767,220.90801312,0,0,256.81136079,4456.8113608,16156.811361,0,0
901807,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,54.766541641,0,0,0,54.766541641,54.766541641,20054.766542,0,0
901810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,5760,45.917375967,0,0,0,45.917375967,5805.917376,5805.917376,0,0
901810,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
901849,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,6000,6000,90.500234798,0,0,0,90.500234798,6090.5002348,24090.500235,0,0
901853,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,4200,4200,258.08055386,0,1644.5,0,1902.5805539,6102.5805539,25602.580554,0,0
901853,2,0,0,16900,0,11000,0,0,0,0,16900,0,11000,27900,0,0,0,0,0,0,0,0,0,0,27900,0,0
901855,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,16100,16100,0,0,0,0,0,16100,35600,0,0
901857,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,4800,4800,276.5231896,0,0,0,276.5231896,5076.5231896,23276.52319,0,0
901857,2,12500,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0
901859,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,12000,12000,3.8168517564,0,0,0,3.8168517564,12003.816852,32803.816852,0,0
901876,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,129.04027693,0,0,0,129.04027693,129.04027693,15129.040277,0,0
901879,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,17.205370257,0,0,0,17.205370257,17.205370257,22017.20537,0,0
901899,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,2400,2400,0,0,0,0,0,2400,11500,0,0
901908,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
901913,1,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,6000,6000,0,0,0,0,0,6000,12000,0,0
901914,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,6000,6000,17.000345389,0,0,0,17.000345389,6017.0003454,28017.000345,0,0
901914,2,7000,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0
901947,1,0,0,10790,0,0,0,0,0,0,10790,0,0,10790,0,0,9600,9600,177.83656514,0,0,0,177.83656514,9777.8365651,20567.836565,0,0
901947,2,0,0,13390,0,0,0,0,0,0,13390,0,0,13390,0,0,0,0,0,0,0,0,0,0,13390,0,0
901950,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,7200,7200,94.594525662,111.43839925,0,0,206.03292491,7406.0329249,28206.032925,0,0
901950,2,0,0,5200,0,0,0,0,0,0,5200,0,0,5200,0,0,0,0,0,0,0,0,0,0,5200,0,0
901952,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,8400,8400,93.630914366,0,0,0,93.630914366,8493.6309144,20193.630914,0,0
901954,1,18000,0,0,0,0,0,0,500,18000,0,-500,-500,-500,0,0,5500,5500,13.344706617,0,0,0,13.344706617,5513.3447066,23013.344707,0,0
901955,1,0,0,5720,0,0,0,0,0,0,5720,0,0,5720,0,0,0,0,0,0,0,0,0,0,5720,0,0
901955,2,0,0,5720,0,0,0,0,0,0,5720,0,0,5720,0,0,0,0,0,0,0,0,0,0,5720,0,0
901955,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,10000,10000,0
901957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.205370257,0,0,0,17.205370257,17.205370257,17.205370257,0,0
901957,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
901958,1,0,0,7280,0,0,0,0,0,0,7280,0,0,7280,0,0,18000,18000,123.46911334,0,0,0,123.46911334,18123.469113,25403.469113,0,0
901958,3,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
901960,1,0,0,7280,0,0,0,0,0,0,7280,0,0,7280,0,0,9200,9200,92.725468282,0,0,0,92.725468282,9292.7254683,16572.725468,0,0
901960,2,0,0,8190,0,0,0,0,0,0,8190,0,0,8190,0,0,0,0,0,0,0,0,0,0,8190,0,0
901961,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,12500,12500,107.99829792,0,0,0,107.99829792,12607.998298,33407.998298,0,0
901962,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,3600,3600,8.6026851287,0,0,0,8.6026851287,3608.6026851,11408.602685,0,0
901962,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
901963,1,0,0,9750,0,0,0,0,0,0,9750,0,0,9750,0,0,5000,5000,86.026851287,0,0,0,86.026851287,5086.0268513,14836.026851,0,0
901965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,7200,7200,309.9143776,0,0,0,309.9143776,7509.9143776,27509.914378,20000,0
901965,2,0,0,8710,0,0,0,0,0,0,8710,0,0,8710,0,0,0,0,0,0,0,0,0,0,8710,0,0
901967,1,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,8400,8400,75.001788541,0,0,0,75.001788541,8475.0017885,14475.001789,0,0
901967,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
901968,1,0,0,5460,0,0,0,0,0,0,5460,0,0,5460,11000,0,12000,12000,58.503483125,0,0,0,58.503483125,12058.503483,28518.503483,11000,0
901968,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
901972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,13.978096195,0,0,0,13.978096195,7213.9780962,7213.9780962,0,0
901972,2,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,13000,0,0
901977,1,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,7000,7000,68.486158578,0,80.772452473,0,149.25861105,7149.2586111,28149.258611,0,0
901977,2,0,0,11570,0,0,0,0,0,0,11570,0,0,11570,0,0,0,0,0,0,0,0,0,0,11570,0,0
901979,1,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,8400,8400,98.635824226,0,0,0,98.635824226,8498.6358242,22498.635824,0,0
901981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,7500,11500,39.852972197,0,0,0,39.852972197,11539.852972,11539.852972,0,0
901981,2,23000,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0
901984,1,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,4200,4200,4.7008333022,86.21824937,0,0,90.919082672,4290.9190827,14290.919083,0,0
901994,1,0,0,7540,0,0,0,0,0,0,7540,0,0,7540,0,0,3600,3600,0,0,0,0,0,3600,11140,0,0
902002,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,17.205370257,0,0,0,17.205370257,17.205370257,15617.20537,0,0
902006,1,0,0,7150,0,0,0,0,0,0,7150,0,0,7150,0,0,3600,3600,0,0,0,0,0,3600,10750,0,0
902008,1,0,0,8619,0,0,0,0,0,0,8619,0,0,8619,0,0,2400,2400,34.410740515,0,0,0,34.410740515,2434.4107405,11053.410741,0,0
902009,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,1800,1800,0,0,0,0,0,1800,14800,0,0
902010,1,0,0,26000,0,0,0,0,0,0,26000,0,0,26000,0,0,4800,4800,86.026851287,0,0,0,86.026851287,4886.0268513,30886.026851,0,0
902011,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,4200,4200,172.05370257,0,0,0,172.05370257,4372.0537026,23872.053703,0,0
902017,1,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,7700,7700,17.205370257,0,0,471.1018255,-453.8964552,7246.1035448,30646.103545,0,0
902017,2,18500,0,0,0,0,0,0,0,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18500,0,0
902017,3,8000,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0
902021,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,5300,5300,34.410740515,0,0,0,34.410740515,5334.4107405,26134.410741,0,0
902021,2,0,0,1430,0,0,0,0,0,0,1430,0,0,1430,0,0,0,0,0,0,0,0,0,0,1430,0,0
902021,3,0,0,3640,0,0,0,0,0,0,3640,0,0,3640,0,0,0,0,0,0,0,0,0,0,3640,0,0
902023,1,0,0,5720,1800,0,0,0,0,0,7520,0,0,7520,0,0,0,0,0,0,0,0,0,0,7520,0,0
902025,1,0,0,3757,2400,0,0,0,0,0,6157,0,0,6157,0,0,0,0,17.205370257,0,0,0,17.205370257,17.205370257,6174.2053703,0,0
902026,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,8000,0,8000,8000,103.23222154,0,0,0,103.23222154,8103.2322215,35603.232222,8000,0
902043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,0,0,0,0,3600,3600,0,0
902043,2,0,0,0,0,0,0,300,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,300,0,0
902043,3,0,0,0,0,0,0,300,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,300,0,0
902046,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,7200,7200,85.132937074,286.53664424,0,0,371.66958131,7571.6695813,28371.669581,0,0
902047,1,34000,0,0,0,0,0,0,1000,34000,0,-1000,-1000,-1000,0,0,7200,7200,246.12381646,0,340.43205253,0,586.555869,7786.555869,40786.555869,0,0
902048,1,0,0,37700,0,0,0,0,0,0,37700,0,0,37700,0,0,6000,6000,160.4896266,0,438.9070429,0,599.39666949,6599.3966695,44299.396669,0,0
902049,1,0,0,36400,0,0,0,0,300,0,36400,-300,-300,36100,0,0,7200,7200,124.45464187,75.60413836,614.39854142,0,814.45732165,8014.4573217,44114.457322,0,0
902050,1,0,0,15990,0,0,0,0,0,0,15990,0,0,15990,0,0,0,0,164.65338523,0,0,0,164.65338523,164.65338523,16154.653385,0,0
902050,2,0,0,13650,0,0,0,0,0,0,13650,0,0,13650,0,0,0,0,0,0,0,0,0,0,13650,0,0
902051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,68.623497363,0,0,0,68.623497363,6068.6234974,6068.6234974,0,0
902051,2,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
902052,1,0,0,27300,0,0,0,0,0,0,27300,0,0,27300,0,0,6000,6000,112.40308286,0,0,0,112.40308286,6112.4030829,33412.403083,0,0
902054,1,0,0,11400,0,0,0,0,0,0,11400,0,0,11400,0,0,0,0,53.294455602,0,0,0,53.294455602,53.294455602,11453.294456,0,0
902057,1,18200,0,0,0,0,0,0,0,18200,0,0,0,0,0,0,6000,6000,125.22506221,0,0,0,125.22506221,6125.2250622,24325.225062,0,0
902057,2,16900,0,0,0,0,0,0,0,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16900,0,0
902061,1,0,0,36400,0,0,0,0,0,0,36400,0,0,36400,0,0,8400,8400,142.8436283,176.54044161,403.64060928,0,723.02467919,9123.0246792,45523.024679,0,0
902061,2,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,13000,0,0
902063,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,6000,6000,59.913401453,0,0,0,59.913401453,6059.9134015,24259.913401,0,0
902064,1,0,0,16640,0,0,0,0,0,0,16640,0,0,16640,0,0,0,0,101.70178716,0,0,0,101.70178716,101.70178716,16741.701787,0,0
902065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.814491532,0,0,0,94.814491532,94.814491532,94.814491532,0,0
902065,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
902102,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,7200,7200,61.25076939,0,0,0,61.25076939,7261.2507694,21561.250769,0,0
902102,2,0,0,21380,0,200,0,0,0,0,21380,0,200,21580,0,0,0,0,0,0,0,0,0,0,21580,0,0
902104,1,0,0,9113,0,0,0,0,0,0,9113,0,0,9113,16000,0,0,0,74.530537188,0,0,0,74.530537188,74.530537188,25187.530537,16000,0
902104,2,0,0,14560,0,0,0,0,0,0,14560,0,0,14560,0,0,0,0,0,0,0,0,0,0,14560,0,0
902104,3,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
902108,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,9600,9600,95.052253954,0,0,0,95.052253954,9695.052254,29695.052254,0,0
902108,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
902108,3,0,0,12610,0,0,0,0,0,0,12610,0,0,12610,0,0,0,0,0,0,0,0,0,0,12610,0,0
902110,1,0,0,11960,0,0,0,0,0,0,11960,0,0,11960,0,0,7200,7200,0,0,0,0,0,7200,19160,0,0
902110,2,0,0,9425,0,0,0,0,0,0,9425,0,0,9425,0,0,0,0,0,0,0,0,0,0,9425,0,0
902116,1,0,0,0,0,0,0,0,250,0,0,-250,-250,-250,0,0,5400,5400,0,0,0,0,0,5400,5150,0,0
902116,2,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
902118,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,9600,9600,0,0,0,0,0,9600,23900,0,0
902121,1,0,0,0,0,0,0,0,300,0,0,-300,-300,-300,13000,0,6000,6000,0,0,0,0,0,6000,18700,13000,0
902124,1,7000,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0
902130,1,0,0,11570,0,0,0,0,0,0,11570,0,0,11570,0,0,7200,7200,0,0,0,0,0,7200,18770,0,0
902130,2,8000,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0
902130,3,25000,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0
902145,1,0,0,10790,0,0,0,0,0,0,10790,0,0,10790,0,0,9600,9600,0,0,0,0,0,9600,20390,0,0
902146,1,0,0,18850,0,0,0,0,0,0,18850,0,0,18850,0,0,7200,7200,46.564612429,0,0,0,46.564612429,7246.5646124,26096.564612,0,0
902146,2,0,0,8970,0,0,0,0,0,0,8970,0,0,8970,0,0,0,0,0,0,0,0,0,0,8970,0,0
902146,3,9000,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0
902150,1,0,0,10920,0,0,0,0,0,0,10920,0,0,10920,0,0,8200,8200,7.4295145216,0,0,0,7.4295145216,8207.4295145,19127.429515,0,0
902152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,10800,51.396942242,0,0,0,51.396942242,10851.396942,10851.396942,0,0
902152,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
902156,1,0,0,16250,0,0,0,0,0,0,16250,0,0,16250,0,0,12000,12000,0,0,0,0,0,12000,28250,0,0
902156,2,0,0,3575,0,0,0,0,0,0,3575,0,0,3575,0,0,0,0,0,0,0,0,0,0,3575,0,0
902156,3,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
902157,1,7000,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,9600,9600,0,0,0,0,0,9600,16600,0,0
902157,2,0,0,12714,0,0,0,0,0,0,12714,0,0,12714,0,0,0,0,0,0,0,0,0,0,12714,0,0
902165,1,0,0,16640,0,0,0,0,0,0,16640,0,0,16640,0,0,9200,9200,0,0,0,0,0,9200,25840,0,0
902196,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,13000,13000,12.904027693,0,0,0,12.904027693,13012.904028,23412.904028,0,0
902196,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,10000,10000,0
902197,1,0,0,12350,0,0,0,0,0,0,12350,0,0,12350,0,0,8400,8400,86.026851287,0,0,0,86.026851287,8486.0268513,20836.026851,0,0
902202,1,0,0,8450,0,0,0,0,0,0,8450,0,0,8450,0,0,9600,9600,43.013425644,152.1981513,0,0,195.21157694,9795.2115769,18245.211577,0,0
902202,2,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,0,0,0,0,18200,0,0
902205,1,0,0,22750,0,0,0,0,0,0,22750,0,0,22750,0,0,15200,15200,524.76379285,76.099075648,76.099075648,196.29242729,480.66951686,15680.669517,38430.669517,0,0
902205,2,22800,0,0,0,0,0,0,0,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22800,0,0
902205,3,6600,0,0,0,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,0,0
902206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,11400,15300,43.013425644,0,0,0,43.013425644,15343.013426,15343.013426,0,0
902206,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
902206,3,0,0,3705,0,0,0,0,0,0,3705,0,0,3705,0,0,0,0,0,0,0,0,0,0,3705,0,0
902207,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,4800,4800,0,0,0,0,0,4800,15200,0,0
902209,1,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,1600,17900,19500,1505.4698975,0,760.99075648,0,2266.460654,21766.460654,38766.460654,0,0
902209,2,24000,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0
902211,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,8400,8400,0,0,0,0,0,8400,24000,0,0
902214,1,0,0,15444,0,0,0,0,0,0,15444,0,0,15444,0,0,5435,5435,180.6563877,0,0,0,180.6563877,5615.6563877,21059.656388,0,0
902214,2,0,0,6104,0,0,0,0,0,0,6104,0,0,6104,0,0,0,0,0,0,0,0,0,0,6104,0,0
902214,3,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0
902215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,4800,4800,60.218795901,0,0,0,60.218795901,4860.2187959,39860.218796,35000,0
902226,1,18200,1000,0,0,0,0,0,0,19200,0,0,0,0,0,0,0,0,60.218795901,0,0,0,60.218795901,60.218795901,19260.218796,0,0
902242,1,17000,672,0,0,0,0,0,0,17672,0,0,0,0,0,0,6000,6000,34.410740515,0,0,1727.3733602,-1692.96262,4307.0373804,21979.03738,0,0
902247,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,8400,8400,62.922589132,0,0,0,62.922589132,8462.9225891,26662.922589,0,0
902252,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,7200,7200,60.592248166,0,0,0,60.592248166,7260.5922482,25460.592248,0,0
902253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,7200,7200,62.705166122,0,0,0,62.705166122,7262.7051661,42262.705166,35000,0
902262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,6000,6000,62.759493532,0,0,0,62.759493532,6062.7594935,41062.759494,35000,0
902262,3,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
902268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,5.0143793618,0,0,0,5.0143793618,3605.0143794,3605.0143794,0,0
902268,2,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0,11700,0,0
902269,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,3600,3600,0,0,0,0,0,3600,19200,0,0
902269,2,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
902281,1,0,0,26000,0,0,0,0,0,0,26000,0,0,26000,0,0,6000,6000,90.993513269,0,0,0,90.993513269,6090.9935133,32090.993513,0,0
902281,2,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,9100,0,0
902287,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,19.923131068,0,0,0,19.923131068,19.923131068,15019.923131,0,0
902298,1,0,0,0,0,600,0,0,0,0,0,0,600,600,0,0,0,0,36.219020599,0,0,0,36.219020599,36.219020599,636.2190206,0,0
902298,2,18500,0,0,0,0,0,0,0,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18500,0,0
902298,5,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
902304,1,0,0,19240,100,0,0,0,0,0,19340,0,0,19340,0,0,7200,7200,263.18753361,0,0,0,263.18753361,7463.1875336,26803.187534,0,0
902304,2,0,0,7280,0,0,0,0,0,0,7280,0,0,7280,0,0,0,0,0,0,0,0,0,0,7280,0,0
902305,1,1100,0,0,0,0,0,0,0,1100,0,0,0,0,480,0,8400,8400,63.028333145,0,0,549.61879641,-486.5904633,7913.4095367,9493.4095367,480,0
902305,2,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
902305,3,4000,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0
902305,5,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
902305,6,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
902309,1,0,0,15210,0,0,0,0,0,0,15210,0,0,15210,0,0,6000,6000,47.002550672,0,0,0,47.002550672,6047.0025507,21257.002551,0,0
902313,1,10000,0,0,0,0,0,0,0,10000,0,0,0,0,18000,0,3600,3600,140.58230197,0,0,0,140.58230197,3740.582302,31740.582302,18000,0
902313,2,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,15000,0,0,0,0,0,0,0,0,0,22800,15000,0
902316,1,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,3600,3600,49.581195084,0,0,0,49.581195084,3649.5811951,20649.581195,0,0
902316,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
902326,1,17500,0,0,0,0,0,0,0,17500,0,0,0,0,0,150,1800,1950,0,0,0,0,0,1950,19450,0,0
902327,1,14500,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,6000,6000,97.560511279,0,0,1519.6174551,-1422.056944,4577.9430562,19077.943056,0,0
902346,1,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,18000,18000,662.40675491,0,0,0,662.40675491,18662.406755,42062.406755,0,0
902347,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,7200,7200,258.08055386,0,0,0,258.08055386,7458.0805539,13958.080554,0,0
902347,2,0,0,12961,0,0,0,0,0,0,12961,0,0,12961,0,0,0,0,0,0,0,0,0,0,12961,0,0
902351,1,0,0,25740,0,0,0,0,15000,0,25740,-15000,-15000,10740,0,0,9600,9600,86.026851287,0,0,0,86.026851287,9686.0268513,20426.026851,0,0
902394,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,13000,13000,0,0,0,0,0,13000,27300,0,0
902394,2,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0,11700,0,0
902396,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,5400,5400,0,0,0,0,0,5400,11900,0,0
902396,2,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,0,0,0,0,0,0,0,0,0,0,11050,0,0
902397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,5400,0,0,0,0,0,5400,5400,0,0
902397,2,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0
902397,3,7500,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0
902400,1,0,0,20800,0,0,0,0,5000,0,20800,-5000,-5000,15800,0,0,4800,4800,0,0,0,0,0,4800,20600,0,0
902401,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,1000,4800,5800,72.952895757,0,0,0,72.952895757,5872.9528958,25872.952896,0,0
902401,2,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0
902401,3,500,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0
902401,4,1000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
902403,1,0,0,35100,0,0,0,0,0,0,35100,0,0,35100,0,0,17400,17400,86.535731833,0,221.30130221,0,307.83703404,17707.837034,52807.837034,0,0
902407,1,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,7800,7800,8.6026851287,0,0,0,8.6026851287,7808.6026851,29908.602685,0,0
902411,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,4800,4800,86.849417522,0,0,0,86.849417522,4886.8494175,21786.849418,0,0
