nquest,anabit,godabit,unipro,anposs,poss,impacq,tfitto,tipoaff,dfittom,propriet,tfitimp,ritaff,supab,ancostr,bagni,valabit,antic,anticipi,fittonop,tfittonop,tfittom,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,manstra,tmanstra,manstr2,tmanstr2,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,chifinmut,chifincons,ritardo,mutuor,fmutrif,mutuoe,mutuor3,mutuoric,mutuoric3,varric,varricb,motvarricb,varricf,varricfb,eredona,erequant,eredonc,intpersezd,docsezd,mutuorif,reapmut,varrica,motvarrica,varricfa,ndebitf,debitg,ndebitg,credit,tcredit,debit,tdebit,mutuoe3,tipota1,tipota2,tipota3,tipota4,tipota5,tipota6,tipota7,tipota8,era1,era2,era3,era4,era5,era6,era7,era8,dagena1,dagena2,dagena3,dagena4,dagena5,dagena6,dagena7,dagena8,annota1,annota2,annota3,annota4,annota5,annota6,annota7,annota8,valta1,valta2,valta3,valta4,valta5,valta6,valta7,valta8,VARVALABIT,QUOPRO
28441,1980,1,1,1979,1,14000,,,,,700,,90,1960,1,200000,2,,,,,1,1,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,3,2,1,2,,,,,,,2,,2,,2,,,2,2,2,,,,,,1,1,1,,,,,,1,1,1,,,,,,2007,2011,1986,,,,,,160000,200000,80000,,,,,,2,100
28802,1981,1,1,1981,4,,,,,,650,,70,1967,1,200000,2,,,,,0,1,0,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,2,1,1,2,,,,,,,2,,2,,2,,,2,2,,,,,,,1,1,,,,,,,1,1,,,,,,,2009,2009,,,,,,,200000,150000,,,,,,,2,100
28859,1974,1,1,1974,1,35000,,,,,900,,100,1973,2,240000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
28992,1982,1,1,1982,1,70000,,,,,700,,120,1970,1,300000,2,,,,,1,0,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,3,2,1,2,,,,,,,2,,2,,2,,,2,1,2,,,,,,1,1,1,,,,,,1,1,1,,,,,,1978,1974,1986,,,,,,20000,10000,70000,,,,,,2,100
29006,2007,1,1,2007,1,185000,,,,,400,,90,2006,1,180000,2,,,,,1,1,,,,,,,,2,,2,,2,,1,1,1,10000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,5,3,10,1,1,2,1,2,,,,,,,2,,2,,2,,,4,,,,,,,,1,,,,,,,,1,,,,,,,,2014,,,,,,,,50000,,,,,,,,3,100
29140,1965,1,1,1965,4,,,,,,1000,,120,1965,1,600000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
29678,1957,1,1,1957,4,,,,,,400,,80,1955,2,80000,2,,,,,0,1,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
29680,1988,1,1,1988,6,,,,,,350,,150,1970,2,180000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
29737,2003,1,1,2003,4,,,,,,600,,90,1964,2,400000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,1,2000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,2,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,2002,,,,,,,,250000,,,,,,,,1,100
29742,1989,1,1,1989,1,55000,,,,,1000,,120,1959,1,250000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,1,2,2,,2,,1,2,2,,,2,2,2,3,20,1,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
29798,1972,1,1,1972,2,4000,,,,,500,,124,1972,2,160000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,1,3000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,1,,2,,2,1,2,,,,,10,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
29823,1993,1,1,2001,4,,,,,,500,,100,1972,1,200000,2,,,,,1,0,0,0,0,0,,,,2,,2,,2,,2,,1,400,,,2,,,,2,,2,,2,,1,,1,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31092,1993,2,,,,,500,1,2,4,,2,100,1950,2,300000,2,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,20,1,3,20,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
31093,1986,1,1,1980,1,100000,,,,,600,,88,1980,2,300000,2,,,,,1,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,1,,2,,,3,30,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
31219,2011,2,,,,,380,1,2,4,,2,70,2003,1,70000,2,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
31220,1988,1,1,1988,7,100000,,,,,1000,,160,1988,2,500000,2,,,,,1,1,,,,,,,,1,2,1,2,2,,1,1,1,7000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31221,1976,1,1,1976,4,,,,,,2000,,300,1965,2,500000,2,,,,,1,1,,,,,,,,1,1,2,,2,,2,,1,500,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31246,1974,1,1,1974,1,19000,,,,,300,,135,1935,2,170000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
31304,1969,1,1,2003,4,,,,,,500,,200,1920,2,300000,2,,,,,0,1,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,5,2,,1,2,2,1,2,,,,,,,2,,2,,2,,,2,2,,,,,,,1,1,,,,,,,1,1,,,,,,,2014,2001,,,,,,,200000,250000,,,,,,,3,100
31448,1968,1,1,1968,1,1500,,,,,600,,110,1968,2,200000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,5,2,,2,,2,1,1,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31625,1973,1,1,1973,2,4000,,,,,900,,100,1973,2,300000,2,,,,,1,0,,,,,,,,1,1,1,1,1,2,2,,1,4500,1,3000,2,,2,,2,,2,,2,,1,,1,2,1,1,1,2,2,2,2,,,2,,2,,2,2,2,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31652,1974,1,1,1977,4,,,,,,300,,110,1964,1,100000,2,,,,,0,1,,,,,,,,1,1,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,20,5,2,,1,3,2,1,2,,,,,,,2,,2,,2,,,2,2,4,,,,,,1,1,1,,,,,,1,1,1,,,,,,1977,1977,1977,,,,,,100000,75000,2000,,,,,,2,100
31665,1989,1,1,1988,1,30000,,,,,600,,110,1980,1,280000,2,,,,,1,1,,,,,,,,2,0,2,0,2,0,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31671,1973,1,1,1973,1,100000,,,,,500,,120,1955,1,300000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,1,4400,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,1,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31695,1969,1,1,1969,4,,,,,,600,,120,1950,2,250000,2,,,,,0,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31724,1990,1,1,1990,1,80000,,,,,600,,75,1975,1,300000,2,,,,,1,1,0,0,0,,,,,2,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,5,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31757,1967,1,2,1977,3,3000,,,,,350,,51,1963,1,125000,2,,2,,,1,,,,,,,,,2,,2,,2,,2,,1,500,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75
31799,1979,1,1,1978,1,20000,,,,,400,,70,1978,1,100000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
31860,1999,1,1,2009,1,65000,,,,,500,,108,1974,2,140000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,1,3000,,,1,1,,,2,,1,1,2,,2,1,1,2,1,1,1,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
31912,1967,1,1,1967,7,20000,,,,,400,,100,1960,1,100000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,1,8000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32001,1975,1,1,1975,1,75000,,,,,500,,80,1965,1,120000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32034,1965,1,1,1997,1,50000,,,,,400,,85,1963,1,80000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
32044,1975,2,,,,,250,2,2,4,,2,70,1960,1,50000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
32052,1970,1,1,1970,7,100000,,,,,500,,98,1968,1,150000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
32057,1965,1,1,1980,4,,,,,,800,,130,1830,2,250000,2,,,,,1,1,1,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32190,1985,1,2,1985,1,15000,,,,,200,,26,1950,1,35000,2,,2,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50
32209,2003,1,1,2001,7,100000,,,,,400,,95,2001,2,150000,2,,,,,1,1,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32210,1985,2,,,,,57,6,1,7,,2,100,1983,2,39000,2,,,,350,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,2,2,,,,,,,2,,2,,1,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
32288,2011,2,,,,,390,2,2,4,,2,70,1960,1,80000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,1,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,2010,,,,,,,,90000,,,,,,,,2,
32318,2006,1,1,2006,2,220000,,,,,400,,42,2006,1,200000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32320,2004,1,1,2004,2,150000,,,,,600,,74,2004,2,350000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32470,1970,1,1,1970,7,20000,,,,,700,,200,1970,2,300000,2,,,,,1,0,,,,,,,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,5,3,10,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
32471,1963,5,,,,,,,,2,300,,90,1949,1,70000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
32524,1976,1,1,1975,2,13420,,,,,750,,120,1975,2,300000,2,,,,,1,0,,,,,,,,1,1,1,1,2,,2,,1,800,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,1,,,1,,2,,2,1,1,,,10,7,10,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32556,1988,5,,,,,,,,2,300,,140,1963,1,120000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
32668,1976,1,1,1976,4,,,,,,150,,95,1976,1,100000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32703,2011,2,,,,,560,1,2,4,,2,80,1965,1,80000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,1,1,2,,2,,2,,2,2,2,,,2,2,2,2,,,3,5,1,1,2,1,2,,,,,,,2,,1,35000,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,2005,,,,,,,,5000,,,,,,,,2,
32709,1970,1,1,1970,1,12000,,,,,1200,,300,1968,2,400000,2,,,,,1,1,0,0,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,1,,2,,2,1,2,,,,,10,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32729,1979,4,,,,,,,,1,700,,140,1975,2,450000,2,,,,,,,,,,,,,,1,1,2,,2,,2,,1,500,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
32733,1964,1,1,1964,7,5000,,,,,600,,100,1964,1,200000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,1,1000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32734,2014,2,,,,,500,1,2,4,,2,60,1975,1,80000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,40,2,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
32742,1985,1,1,1985,2,50000,,,,,500,,130,1984,2,200000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32751,1976,1,1,2006,4,,,,,,500,,100,1973,2,200000,2,,,,,1,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1977,,,,,,,,1500,,,,,,,,2,100
32765,1996,1,1,1991,1,10000,,,,,500,,140,1900,2,400000,2,,,,,1,0,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32772,1973,1,1,1989,1,43000,,,,,700,,100,1972,1,250000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,2009,,,,,,,,20000,,,,,,,,2,100
32810,1961,1,1,1960,7,5000,,,,,200,,90,1960,1,70000,2,,,,,1,,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,4,,,,,,,,2,,,,,,,,1,,,,,,,,1970,,,,,,,,2000,,,,,,,,3,100
32822,1971,2,,,,,270,2,1,4,,2,70,1950,1,70000,2,,,,350,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,1,,,4,,2,,2,1,2,,,10,7,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
32839,1980,1,1,1980,7,46000,,,,,400,,130,1980,2,150000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,30,5,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32861,1974,1,1,1969,1,6000,,,,,500,,100,1969,1,170000,2,,,,,0,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32887,2004,1,1,2003,1,250000,,,,,1100,,190,1974,2,300000,2,,,,,1,1,0,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,1,3,1,,,,3,20,7,3,20,2,,2,1,1,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
32987,1966,2,,,,,330,1,2,4,,2,35,1965,1,60000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
33036,1961,2,,,,,38,6,2,6,,2,60,1956,1,60000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
33038,1984,1,1,1984,4,,,,,,340,,80,1800,1,270000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,1,3,20,2,3,20,2,,1,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
33275,1979,1,1,1991,5,60000,,,,,600,,120,1968,2,250000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1991,,,,,,,,40000,,,,,,,,2,100
33303,1968,1,1,2000,4,,,,,,700,,100,1950,1,200000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,2,2,1,2,,,,,,,2,,2,,2,,,2,2,,,,,,,1,1,,,,,,,1,1,,,,,,,2000,1999,,,,,,,100000,80000,,,,,,,2,100
33335,1985,1,1,1999,6,,,,,,500,,115,1983,2,300000,2,,,,,1,0,0,0,,,,,,2,,1,1,1,1,1,1,2,,2,,2,,1,1,2,,2,,2,,2,1,,2,2,,,1,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
33336,1981,1,1,1981,7,15000,,,,,400,,92,1980,1,100000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
33348,1966,1,1,1967,1,2000,,,,,400,,85,1400,2,150000,2,,,,,0,1,,,,,,,,1,2,1,1,1,1,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
33451,1984,1,1,1984,2,20000,,,,,800,,200,1974,2,500000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
33455,2000,5,,,,,,,,2,350,,70,1950,1,90000,2,,,,,,,,,,,,,,1,1,1,2,2,,2,,1,3000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
33479,1969,1,1,1969,1,60000,,,,,800,,100,1967,2,400000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
33644,1950,1,1,1950,4,,,,,,150,,110,1940,1,50000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,2,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
33751,1984,1,1,1984,1,90000,,,,,800,,140,1955,2,350000,2,,,,,1,1,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
33761,1968,1,1,1968,2,17000,,,,,900,,180,1966,2,450000,2,,,,,1,0,,,,,,,,1,1,1,1,2,,2,,1,9000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100
33773,1981,1,1,1981,1,50000,,,,,350,,90,1970,2,180000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,2,,2,,2,,4,2,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
