nquest,nord,sex,parent,anasc,cit,aningr,staciv,studio,tipolau,VOTOEDU,SUEDU,annoedu,tipodip,univer,selode,motiv,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,SETT,PERC,NPERC,CFRED,AREA3,AREA5,ACOM4C,PESOFIT,ISCO
907953,3,2,6,1990,1,,2,5,,75,100,2010,3,2,0,,11,,,,,,15,3,15,4,24,1,7,3,5,0,1,0,3,4,2,0.7103259954,
907953,4,1,6,1984,1,,2,3,,,,,,,,,11,,,,,,15,3,15,4,30,1,7,3,5,0,1,0,3,4,2,0.7103259954,
907954,1,2,1,1965,1,,1,3,,,,,,,,,13,,,,,,15,3,15,5,49,3,7,3,5,0,2,0,3,4,2,0.5613204397,
907954,2,1,2,1955,1,,1,5,,46,60,1974,2,2,0,,1,,6,,,,15,3,15,5,59,4,1,1,4,1,2,1,3,4,2,0.5613204397,
907954,3,1,6,2000,1,,2,3,,,,,,,,,17,,,,,,15,3,15,5,14,1,7,3,5,0,2,0,3,4,2,0.5613204397,
907954,4,1,6,1990,1,,1,5,,68,100,2010,2,2,0,,1,,3,,,,15,3,15,5,24,1,1,1,2,1,2,0,3,4,2,0.5613204397,
907954,5,2,6,1995,1,,1,5,,70,100,2013,2,2,0,,13,,,,,,15,3,15,5,19,1,7,3,5,0,2,0,3,4,2,0.5613204397,
907955,1,1,1,1955,1,,3,5,,42,60,1975,1,2,0,,15,2,15,,,,15,3,15,1,59,4,6,3,5,1,1,1,3,4,2,0.4022008182,
907958,1,1,1,1960,1,,1,8,8,110,110,1987,3,,0,,6,,19,,,,15,3,15,4,54,3,4,2,4,1,2,0,3,4,2,0.6132195256,1.1
907958,2,2,2,1962,1,,1,7,5,105,110,1988,3,,0,,3,,16,,,,15,3,15,4,52,3,2,1,3,1,2,1,3,4,2,0.6132195256,2.6
907958,3,1,6,1992,1,,2,6,9,102,110,2014,3,,0,,17,,,,,,15,3,15,4,22,1,7,3,5,0,2,0,3,4,2,0.6132195256,
907958,4,2,6,1993,1,,2,5,,70,100,2012,3,1,0,,17,,,,,,15,3,15,4,21,1,7,3,5,0,2,0,3,4,2,0.6132195256,
907959,1,1,1,1919,1,,4,1,,,,,,,,,15,1,19,,,,15,3,15,1,95,5,6,3,5,1,1,1,3,4,2,0.4295464934,
907960,1,2,1,1932,1,,2,2,,,,,,,,,16,,,,,,15,3,15,1,82,5,6,3,5,1,1,1,3,4,2,0.4676993307,
907961,1,2,1,1943,1,,4,3,,,,,,,,,16,,,,,,15,3,15,1,71,5,6,3,5,1,1,1,3,4,2,0.4676993307,
907984,1,1,1,1993,1,,2,5,,7,10,2012,3,1,0,,17,,,,,,1,1,1,4,21,1,7,3,5,0,2,0,1,1,1,0.4838590203,
907984,2,2,4,1962,1,,3,5,,7,10,1981,2,2,0,,2,,19,,,,20,3,1,4,52,3,2,1,4,1,2,1,1,1,1,0.4838590203,3.3
907984,3,2,11,1991,1,,2,5,,9,10,2010,3,1,0,,17,,,,,,1,1,1,4,23,1,7,3,5,0,2,0,1,1,1,0.4838590203,
907984,4,2,14,1928,1,,4,2,,,,,,,,,15,1,1,,,,20,3,1,4,86,5,6,3,5,1,2,0,1,1,1,0.4838590203,
907985,1,2,1,1937,1,,1,5,,7,10,1957,2,2,0,,15,2,14,,,,1,1,1,2,77,5,6,3,5,1,2,1,1,1,1,0.3403990787,
907985,2,1,2,1943,1,,1,3,,,,,,,,,15,8,3,,,,1,1,1,2,71,5,6,3,5,1,2,0,1,1,1,0.3403990787,
907989,1,2,1,1958,1,,1,5,,7,10,1977,2,2,0,,6,,12,,,,3,1,1,4,56,4,4,2,4,1,2,1,1,1,1,0.4738198611,
907989,2,1,2,1942,1,,1,5,,7,10,1961,4,2,0,,15,6,18,,,,1,1,1,4,72,5,6,3,5,1,2,0,1,1,1,0.4738198611,
907989,3,2,6,1990,1,,2,5,,8,10,2009,2,2,0,,11,,,,,,3,1,1,4,24,1,7,3,5,0,2,0,1,1,1,0.4738198611,
907989,4,1,6,1987,1,,2,5,,7,10,2006,2,2,0,,11,,,,,,3,1,1,4,27,1,7,3,5,0,2,0,1,1,1,0.4738198611,
907992,1,2,1,1960,1,,1,5,,8,10,1979,5,2,0,,2,,16,,,,1,1,1,2,54,3,2,1,3,1,2,1,1,1,1,0.3187286827,2.6
907992,2,1,2,1955,1,,1,3,,,,,,,,,15,1,3,,,,15,3,1,2,59,4,6,3,5,1,2,0,1,1,1,0.3187286827,
908005,1,1,1,1944,1,,1,3,,,,,,,,,15,1,19,,,,1,1,1,2,70,5,6,3,5,1,2,1,1,1,1,0.3403990787,
908005,2,2,2,1941,1,,1,2,,,,,,,,,15,1,3,,,,5,1,1,2,73,5,6,3,5,1,2,0,1,1,1,0.3403990787,
908034,1,2,1,1957,1,1992,3,3,,,,,,,,2,12,1,17,,,,,,16,2,57,4,7,3,5,0,1,0,3,4,2,0.4019317631,
908034,2,2,6,1993,1,,2,5,,90,100,2012,3,1,0,,17,,,,,,16,3,16,2,21,1,7,3,5,1,1,1,3,4,2,0.4019317631,
908037,1,2,1,1954,1,,1,5,,9,10,1973,5,2,0,,21,,,,,,16,3,16,3,60,4,7,3,5,1,2,0,3,4,2,0.3356503314,
908037,2,1,2,1953,1,,1,5,,8,10,1973,3,2,0,,4,,15,,,,16,3,16,3,61,4,3,1,3,1,2,1,3,4,2,0.3356503314,
908037,3,1,6,1990,1,,2,5,,98,100,2009,3,1,0,,17,,,,,,16,3,16,3,24,1,7,3,5,0,2,0,3,4,2,0.3356503314,
908040,1,2,1,1941,1,,4,2,,,,,,,,,16,,,,,,16,3,16,1,73,5,6,3,5,1,1,1,3,4,2,0.2938230846,
908048,1,2,1,1959,1,,1,5,,8,10,1978,5,2,0,,13,,,,,,16,3,16,4,55,4,7,3,5,0,2,0,3,4,2,0.3314360775,
908048,2,1,2,1958,1,,1,3,,,,,,,,,9,,3,,,,16,3,16,4,56,4,5,2,2,1,2,1,3,4,2,0.3314360775,1.3
908048,3,2,6,1996,1,,2,3,,,,,,,,,17,,,,,,16,3,16,4,18,1,7,3,5,0,2,0,3,4,2,0.3314360775,
908048,4,2,6,1984,1,,2,7,9,108,110,2010,3,,0,,2,,14,,,,16,3,16,4,30,1,2,1,4,1,2,0,3,4,2,0.3314360775,4.3
908050,1,1,1,1957,1,,1,3,,,,,,,,,15,1,8,,,,16,3,16,5,57,4,6,3,5,1,4,1,3,4,2,0.3185234757,
908050,2,2,2,1959,1,,1,5,,65,100,1978,3,2,0,,13,,,,,,16,3,16,5,55,4,7,3,5,0,4,0,3,4,2,0.3185234757,
908050,3,2,14,1935,1,,4,3,,,,,,,,,16,,,,,,16,3,16,5,79,5,6,3,5,1,4,0,3,4,2,0.3185234757,
908050,4,2,6,1994,1,,2,5,,86,100,2013,3,1,0,,17,,,,,,16,3,16,5,20,1,7,3,5,1,4,0,3,4,2,0.3185234757,
908050,5,1,6,1989,1,,2,6,1,100,110,2014,3,,0,,17,,,,,,16,3,16,5,25,1,7,3,5,1,4,0,3,4,2,0.3185234757,
908051,1,2,1,1958,1,,4,2,,,,,,,,,16,,,,,,16,3,16,6,56,4,6,3,5,1,4,0,3,4,2,0.5391797333,
908051,2,1,6,1980,1,,2,3,,,,,,,,,9,,3,,,,16,3,16,6,34,1,5,2,2,1,4,0,3,4,2,0.5391797333,1.3
908051,3,2,6,1977,1,,1,3,,,,,,,,,9,,3,,,,16,3,16,6,37,2,5,2,2,1,4,0,3,4,2,0.5391797333,1.3
908051,4,1,8,1971,1,,1,3,,,,,,,,,9,,3,,,,16,3,16,6,43,2,5,2,2,1,4,1,3,4,2,0.5391797333,1.3
908051,5,2,9,2004,1,,2,2,,,,,,,,,17,,,,,,16,3,16,6,10,1,7,3,5,0,4,0,3,4,2,0.5391797333,
908051,6,1,9,2009,1,,2,1,,,,,,,,,18,,,,,,16,3,16,6,5,1,7,3,5,0,4,0,3,4,2,0.5391797333,
908052,1,2,1,1939,1,,4,2,,,,,,,,,15,8,7,,,,16,3,16,1,75,5,6,3,5,1,1,1,3,4,2,0.2938230846,
908053,1,1,1,1947,1,,1,4,,,,,,,,,15,2,14,,,,16,3,16,2,67,5,6,3,5,1,1,1,3,4,2,0.2726265991,
908053,2,2,2,1952,1,,1,3,,,,,,,,,13,,,,,,16,3,16,2,62,4,7,3,5,0,1,0,3,4,2,0.2726265991,
908054,1,2,1,1960,1,,1,2,,,,,,,,,13,,,,,,16,3,16,3,54,3,7,3,5,0,2,0,3,4,2,0.3457199264,
908054,2,1,2,1960,1,,1,3,,,,,,,,,1,,1,,,,16,3,16,3,54,3,1,1,1,1,2,1,3,4,2,0.3457199264,6.4
908054,3,2,6,1988,1,,2,3,,,,,,,,,1,,7,,,,16,3,16,3,26,1,1,1,4,1,2,0,3,4,2,0.3457199264,6.5
908062,1,1,1,1965,1,,2,5,,6,7,1984,3,2,0,,8,,7,,,,16,3,16,2,49,3,5,2,4,1,2,0,3,4,2,0.3589958969,1.3
908062,2,1,4,1932,1,,4,5,,8,10,1952,3,2,0,,15,2,7,,,,16,3,16,2,82,5,6,3,5,1,2,1,3,4,2,0.3589958969,
908089,1,2,1,1936,1,,4,2,,,,,,,,,16,,,,,,19,3,19,1,78,5,6,3,5,1,1,1,3,5,2,0.4854034305,
908090,1,2,1,1930,1,,4,2,,,,,,,,,16,,,,,,19,3,19,1,84,5,6,3,5,1,1,1,3,5,2,0.4854034305,
908092,1,2,1,1939,1,,4,2,,,,,,,,,16,,,,,,19,3,19,1,75,5,6,3,5,1,1,1,3,5,2,0.4854034305,
908137,1,1,1,1951,1,,1,2,,,,,,,,,9,,7,,,,5,1,5,4,63,4,5,2,4,1,4,0,1,2,0,1.9417523314,1.3
908137,2,2,2,1958,1,,1,3,,,,,,,,,9,,7,,,,5,1,5,4,56,4,5,2,4,1,4,0,1,2,0,1.9417523314,1.3
908137,3,1,6,1982,1,,2,3,,,,,,,,,1,,6,,,,5,1,5,4,32,1,1,1,4,1,4,1,1,2,0,1.9417523314,
908137,4,1,6,1984,1,,2,3,,,,,,,,,1,,6,,,,5,1,5,4,30,1,1,1,4,1,4,0,1,2,0,1.9417523314,
908144,1,1,1,1950,1,,1,5,,50,60,1968,2,2,0,,15,2,15,,,,13,3,5,3,64,4,6,3,5,1,2,1,1,2,0,1.608498874,
908144,2,2,2,1955,1,,1,5,,55,60,1974,2,2,0,,13,,,,,,5,1,5,3,59,4,7,3,5,0,2,0,1,2,0,1.608498874,
908144,3,2,6,1984,1,,2,7,10,110,110,2008,2,,0,,2,,10,,,,5,1,5,3,30,1,2,1,4,1,2,0,1,2,0,1.608498874,5.2
908149,1,1,1,1963,1,,1,3,,,,,,,,,7,,7,,,,5,1,5,3,51,3,4,2,4,1,2,1,1,2,0,1.561649008,1.3
908149,2,2,2,1961,1,,1,5,,40,60,1980,2,2,0,,13,,,,,,5,1,5,3,53,3,7,3,5,0,2,0,1,2,0,1.561649008,
908149,3,1,6,1991,1,,2,5,,64,100,2010,2,2,0,,1,,3,,,,5,1,5,3,23,1,1,1,2,1,2,0,1,2,0,1.561649008,
908150,1,1,1,1922,1,,4,2,,,,,,,,,15,1,6,,,,5,1,5,1,92,5,6,3,5,1,1,1,1,2,0,1.255525948,
908151,1,2,1,1965,1,,3,3,,,,,,,,,1,,3,,,,15,3,5,3,49,3,1,1,2,1,2,1,1,2,0,1.908335596,
908151,2,1,3,1958,1,,3,3,,,,,,,,,12,1,6,,,,5,1,5,3,56,4,7,3,5,0,2,0,1,2,0,1.908335596,
908151,3,1,6,1990,1,,2,4,,,,,,,,,1,,8,,,,5,1,5,3,24,1,1,1,4,1,2,0,1,2,0,1.908335596,7.4
908153,1,1,1,1965,1,,1,3,,,,,,,,,8,,6,,,,5,1,5,4,49,3,5,2,4,1,2,1,1,2,0,1.9853906845,6.5
908153,2,2,2,1969,1,,1,5,,48,60,1987,5,2,0,,2,,17,,,,5,1,5,4,45,3,2,1,3,1,2,0,1,2,0,1.9853906845,3.2
908153,3,1,6,1993,1,,2,5,,94,100,2012,2,1,0,,17,,,,,,5,1,5,4,21,1,7,3,5,0,2,0,1,2,0,1.9853906845,
908153,4,1,6,1996,1,,2,3,,,,,,,,,17,,,,,,5,1,5,4,18,1,7,3,5,0,2,0,1,2,0,1.9853906845,
908194,1,2,1,1964,1,,2,5,,50,60,1983,2,2,0,,2,,19,,,,4,1,4,1,50,3,2,1,4,1,1,1,1,2,2,1.0394214252,4.3
908196,1,1,1,1966,1,,3,5,,7,10,1984,2,2,0,,5,,15,,,,4,1,4,3,48,3,3,1,3,1,1,1,1,2,2,1.0589805431,3.1
908196,2,2,3,1970,1,,2,5,,8,10,1988,1,2,0,,13,,,,,,4,1,4,3,44,2,7,3,5,0,1,0,1,2,2,1.0589805431,
908196,3,2,6,2006,1,,2,1,,,,,,,,,17,,,,,,4,1,4,3,8,1,7,3,5,0,1,0,1,2,2,1.0589805431,
908201,1,2,1,1946,1,,1,3,,,,,,,,,15,1,17,,,,18,3,4,2,68,5,6,3,5,1,2,0,1,2,2,0.5849771049,
908201,2,1,2,1944,1,,1,3,,,,,,,,,15,1,15,,,,4,1,4,2,70,5,6,3,5,1,2,1,1,2,2,0.5849771049,
908206,1,2,1,1944,1,,4,7,1,100,110,1972,3,,0,,15,3,16,,,,15,3,4,2,70,5,6,3,5,1,2,1,1,2,2,0.8645517291,
908206,2,2,7,1984,1,,2,7,1,108,110,2011,3,,0,,2,,15,,,,4,1,4,2,30,1,2,1,3,1,2,0,1,2,2,0.8645517291,
908208,1,2,1,1931,1,,4,3,,,,,,,,,16,,,,,,4,1,4,1,83,5,6,3,5,1,1,1,1,2,2,0.6103178286,
908214,1,2,1,1936,1,,1,3,,,,,,,,,15,3,16,,,,19,3,4,2,78,5,6,3,5,1,2,0,1,2,2,0.5849771049,
908214,2,1,2,1925,1,,1,4,,,,,,,,,15,2,15,,,,19,3,4,2,89,5,6,3,5,1,2,1,1,2,2,0.5849771049,
908223,1,2,1,1982,2,2006,3,5,,7,10,2004,2,2,0,4,1,,17,,,,,,4,3,32,1,1,1,3,1,1,1,1,2,2,1.2498904181,8.1
908223,2,1,7,2003,2,2006,2,2,,,,,,,,4,17,,,,,,,,4,3,11,1,7,3,5,0,1,0,1,2,2,1.2498904181,
908223,3,1,7,2003,2,2006,2,2,,,,,,,,4,17,,,,,,,,4,3,11,1,7,3,5,0,1,0,1,2,2,1.2498904181,
908224,1,1,1,1944,1,,3,5,,7,10,1963,2,2,0,,15,5,11,,,,4,1,4,1,70,5,6,3,5,1,1,1,1,2,2,0.5605308067,
908229,1,2,1,1968,2,1999,1,7,9,80,100,1989,3,,0,3,1,,17,,,,,,4,4,46,3,1,1,3,1,3,1,1,2,2,1.0682466747,8.1
908229,2,1,2,1967,2,2003,1,4,,,,,,,,2,1,,3,,,,,,4,4,47,3,1,1,2,1,3,0,1,2,2,1.0682466747,
908229,3,1,6,1992,2,2003,2,5,,7,8,2012,3,1,0,2,17,,,,,,,,4,4,22,1,7,3,5,1,3,0,1,2,2,1.0682466747,
908229,4,2,6,2006,2,,2,1,,,,,,,,,17,,,,,,4,1,4,4,8,1,7,3,5,0,3,0,1,2,2,1.0682466747,
908236,1,2,1,1955,1,,2,3,,,,,,,,,1,,7,,,,5,1,5,2,59,4,1,1,4,1,2,1,1,2,2,0.3888181834,5.1
908236,2,1,11,1943,1,,2,3,,,,,,,,,15,8,3,,,,5,1,5,2,71,5,6,3,5,1,2,0,1,2,2,0.3888181834,
908239,1,2,1,1924,1,,4,2,,,,,,,,,15,1,9,,,,5,1,5,1,90,5,6,3,5,1,1,1,1,2,2,0.4190484656,
908242,1,2,1,1937,1,,4,2,,,,,,,,,16,,,,,,5,1,5,2,77,5,6,3,5,1,2,0,1,2,2,0.534294091,
908242,2,1,6,1964,1,,2,4,,,,,,,,,1,,3,,,,5,1,5,2,50,3,1,1,2,1,2,1,1,2,2,0.534294091,3.1
908246,1,2,1,1928,1,,4,4,,,,,,,,,16,,,,,,5,1,5,1,86,5,6,3,5,1,1,1,1,2,2,0.4190484656,
908249,1,1,1,1945,1,,1,4,,,,,,,,,15,2,4,,,,5,1,5,4,69,5,6,3,5,1,3,1,1,2,2,0.6808578185,
908249,2,2,2,1959,1,,1,3,,,,,,,,,13,,,,,,5,1,5,4,55,4,7,3,5,0,3,0,1,2,2,0.6808578185,
908249,3,1,6,1980,1,,2,5,,82,100,1999,2,2,0,,8,,7,,,,5,1,5,4,34,1,5,2,4,1,3,0,1,2,2,0.6808578185,3.3
908249,4,2,6,1983,1,,2,7,6,90,100,2007,3,,0,,2,,19,,,,5,1,5,4,31,1,2,1,4,1,3,0,1,2,2,0.6808578185,2.6
908250,1,2,1,1950,1,,2,5,,43,60,1968,5,2,0,,15,3,15,,,,5,1,5,1,64,4,6,3,5,1,1,1,1,2,2,0.3923711131,
908252,1,1,1,1925,1,,1,7,4,110,110,1953,3,,0,,15,5,3,,,,5,1,5,2,89,5,6,3,5,1,1,1,1,2,2,0.4016493485,
908252,2,2,2,1932,1,,1,2,,,,,,,,,13,,,,,,5,1,5,2,82,5,7,3,5,0,1,0,1,2,2,0.4016493485,
908253,1,1,1,1958,1,,2,2,,,,,,,,,1,,9,,,,15,3,5,1,56,4,1,1,4,1,1,1,1,2,2,0.3603632177,
908262,1,2,1,1945,2,1990,4,5,,8,10,1963,3,2,0,3,16,,,,,,,,5,1,69,5,6,3,5,1,1,1,1,2,2,0.4190484656,
908265,1,1,1,1986,1,,2,7,3,110,110,2011,3,,1,,17,,,,,,5,1,5,1,28,1,7,3,5,1,1,1,1,2,2,0.7481772598,
908284,1,1,1,1951,1,,1,3,,,,,,,,,15,2,3,,,,3,1,3,2,63,4,6,3,5,1,2,1,1,1,0,1.7347956459,
908284,2,2,2,1955,1,,1,2,,,,,,,,,15,1,3,,,,3,1,3,2,59,4,6,3,5,1,2,0,1,1,0,1.7347956459,
908293,1,2,1,1948,1,,1,4,,,,,,,,,15,2,7,,,,3,1,3,3,66,5,6,3,5,1,3,0,1,1,0,2.328517429,
908293,2,1,2,1953,1,,1,5,,48,60,1973,2,2,0,,15,2,7,,,,5,1,3,3,61,4,6,3,5,1,3,1,1,1,0,2.328517429,
908293,3,2,6,1985,1,,2,7,9,110,110,2011,3,,1,,2,,7,,,,3,1,3,3,29,1,2,1,4,1,3,0,1,1,0,2.328517429,
908305,1,2,1,1964,1,,3,6,10,104,110,1990,5,,0,,2,,17,,,,3,1,3,3,50,3,2,1,3,1,1,1,1,1,0,2.3114465152,5.3
908305,2,2,6,1999,1,,2,3,,,,,,,,,17,,,,,,3,1,3,3,15,1,7,3,5,0,1,0,1,1,0,2.3114465152,
908305,3,2,6,1996,1,,2,3,,,,,,,,,17,,,,,,3,1,3,3,18,1,7,3,5,0,1,0,1,1,0,2.3114465152,
908325,1,1,1,1956,1,,2,5,,54,60,1980,2,2,0,,3,,3,,,,3,1,3,2,58,4,2,1,2,1,2,1,1,1,0,2.4285250279,2.6
908325,2,1,6,1988,1,,2,5,,70,100,2007,2,2,0,,2,,3,,,,3,1,3,2,26,1,2,1,2,1,2,0,1,1,0,2.4285250279,3.1
908344,1,2,1,1945,1,1945,4,2,,,,,,,,4,16,,,,,,,,6,2,69,5,6,3,5,1,1,1,1,2,2,1.0841201016,
908344,2,1,3,1963,1,,2,2,,,,,,,,,12,1,3,,,,6,1,6,2,51,3,7,3,5,0,1,0,1,2,2,1.0841201016,
908348,1,1,1,1938,1,,1,5,,8,10,1958,3,1,0,,15,5,11,,,,6,1,6,2,76,5,6,3,5,1,2,1,1,2,2,1.118687784,
908348,2,2,2,1942,1,1961,1,5,,1,1,1960,2,2,0,3,15,2,21,,,,,,6,2,72,5,6,3,5,1,2,0,1,2,2,1.118687784,
908354,1,2,1,1951,1,,3,7,9,105,110,1979,5,,0,,15,2,19,,,,16,3,6,1,63,4,6,3,5,1,1,1,1,2,2,1.092845719,
908355,1,2,1,1964,1,,2,5,,7,10,1983,1,2,0,,2,,17,,,,3,1,6,2,50,3,2,1,3,1,2,0,1,2,2,1.9052172433,3.2
908355,2,1,3,1964,1,,2,5,,7,10,1983,3,1,0,,1,,3,,,,6,1,6,2,50,3,1,1,2,1,2,1,1,2,2,1.9052172433,6.2
908359,1,2,1,1958,1,1964,1,4,,,,,,,,1,1,,17,,,,,,6,4,56,4,1,1,3,1,2,1,1,2,2,1.5302955312,5.3
908359,2,1,2,1957,1,,1,3,,,,,,,,,1,,17,,,,6,1,6,4,57,4,1,1,3,1,2,0,1,2,2,1.5302955312,8.2
908359,3,1,6,1990,1,,2,3,,,,,,,,,11,,,,,,6,1,6,4,24,1,7,3,5,0,2,0,1,2,2,1.5302955312,
908359,4,2,6,1993,1,,2,5,,97,100,2012,3,1,0,,17,,,,,,6,1,6,4,21,1,7,3,5,0,2,0,1,2,2,1.5302955312,
908360,1,1,1,1994,1,,2,5,,1,1,2013,3,1,0,,17,,,,,,6,1,6,2,20,1,7,3,5,1,2,0,1,2,2,1.5011769738,
908360,2,1,11,1992,1,,2,5,,70,100,2011,3,1,0,,17,,,,,,6,1,6,2,22,1,7,3,5,1,2,1,1,2,2,1.5011769738,
908384,1,2,1,1947,1,1970,1,3,,,,,,,,4,13,,,,,,,,20,2,67,5,7,3,5,0,1,0,3,5,0,0.6863444458,
908384,2,1,2,1952,1,,1,3,,,,,,,,,2,,9,,,,20,3,20,2,62,4,2,1,4,1,1,1,3,5,0,0.6863444458,5.2
908387,1,1,1,1944,1,,1,3,,,,,,,,,15,2,7,,,,20,3,20,2,70,5,6,3,5,1,1,1,3,5,0,0.6856036518,
908387,2,2,2,1949,1,,1,3,,,,,,,,,13,,,,,,20,3,20,2,65,5,7,3,5,0,1,0,3,5,0,0.6856036518,
908390,1,2,1,1951,1,,1,3,,,,,,,,,13,,,,,,20,3,20,2,63,4,7,3,5,0,1,0,3,5,0,0.6856036518,
908390,2,1,2,1943,1,,1,3,,,,,,,,,15,8,8,,,,20,3,20,2,71,5,6,3,5,1,1,1,3,5,0,0.6856036518,
908391,1,1,1,1945,1,,4,5,,27,30,1964,5,1,0,,15,3,16,,,,20,3,20,1,69,5,6,3,5,1,1,1,3,5,0,0.6786318519,
908395,1,2,1,1944,1,,2,3,,,,,,,,,15,1,1,,,,20,3,20,2,70,5,6,3,5,1,2,1,3,5,0,0.738908751,
908395,2,2,11,1938,1,,2,2,,,,,,,,,16,,,,,,20,3,20,2,76,5,6,3,5,1,2,0,3,5,0,0.738908751,
908397,1,1,1,1953,1,,1,5,,38,60,1971,5,1,0,,3,,16,,,,20,3,20,5,61,4,2,1,3,1,3,1,3,5,0,1.0293823033,2.6
908397,2,2,2,1948,1,,1,5,,45,60,1971,5,2,0,,15,3,16,,,,20,3,20,5,66,5,6,3,5,1,3,0,3,5,0,1.0293823033,
908397,3,1,6,1987,1,,2,5,,60,60,2007,4,2,0,,11,,,,,,20,3,20,5,27,1,7,3,5,0,3,0,3,5,0,1.0293823033,
908397,4,1,6,1988,1,,2,3,,,,,,,,,11,,,,,,20,3,20,5,26,1,7,3,5,0,3,0,3,5,0,1.0293823033,
908397,5,1,6,1990,1,,2,4,,,,,,,,,1,,6,,,,20,3,20,5,24,1,1,1,4,1,3,0,3,5,0,1.0293823033,6.1
908398,1,1,1,1944,1,,1,2,,,,,,,,,15,8,3,,,,20,3,20,4,70,5,6,3,5,1,3,0,3,5,0,1.2243988865,
908398,2,2,2,1948,1,,1,2,,,,,,,,,13,,,,,,20,3,20,4,66,5,7,3,5,0,3,0,3,5,0,1.2243988865,
908398,3,1,6,1978,1,,2,5,,43,60,1997,2,2,0,,8,,3,,,,20,3,20,4,36,2,5,2,2,1,3,0,3,5,0,1.2243988865,1.3
908398,4,2,6,1981,1,,2,5,,69,100,2002,2,2,0,,1,,19,,,,20,3,20,4,33,1,1,1,4,1,3,1,3,5,0,1.2243988865,5.4
908404,1,2,1,1947,1,,1,3,,,,,,,,,15,8,9,,,,20,3,20,4,67,5,6,3,5,1,3,0,3,5,0,1.2011480397,
908404,2,1,2,1949,1,,1,3,,,,,,,,,15,1,15,,,,20,3,20,4,65,5,6,3,5,1,3,1,3,5,0,1.2011480397,
908404,3,2,6,1978,1,,2,7,9,97,100,2006,2,,0,,11,,,,,,20,3,20,4,36,2,7,3,5,0,3,0,3,5,0,1.2011480397,
908404,4,1,6,1980,1,,2,5,,78,100,2001,2,2,0,,1,,1,,,,20,3,20,4,34,1,1,1,1,1,3,0,3,5,0,1.2011480397,6.4
908407,1,2,1,1953,1,,1,5,,60,60,1972,5,1,0,,3,,16,,,,20,3,20,4,61,4,2,1,3,1,2,0,3,5,0,1.0495481855,2.6
908407,2,1,2,1950,1,,1,5,,60,60,1970,5,2,0,,15,3,16,,,,20,3,20,4,64,4,6,3,5,1,2,1,3,5,0,1.0495481855,
908407,3,1,6,1983,1,,2,5,,100,100,2003,2,2,0,,12,1,8,,,,20,3,20,4,31,1,7,3,5,0,2,0,3,5,0,1.0495481855,
908407,4,1,6,1985,1,,2,4,,,,,,,,,12,1,3,,,,20,3,20,4,29,1,7,3,5,0,2,0,3,5,0,1.0495481855,
908412,1,1,1,1961,1,,2,5,,50,60,1980,1,2,0,,12,1,3,,,,20,3,20,2,53,3,7,3,5,0,1,0,3,5,0,0.6573069937,
908412,2,1,5,1926,1,,4,1,,,,,,,,,15,1,1,,,,20,3,20,2,88,5,6,3,5,1,1,1,3,5,0,0.6573069937,
908414,1,1,1,1935,1,,1,1,,,,,,,,,15,1,1,,,,20,3,20,2,79,5,6,3,5,1,1,1,3,5,0,0.7082288632,
908414,2,2,2,1940,1,,1,2,,,,,,,,,13,,,,,,20,3,20,2,74,5,7,3,5,0,1,0,3,5,0,0.7082288632,
908418,1,1,1,1938,1,,1,2,,,,,,,,,15,1,1,,,,20,3,20,2,76,5,6,3,5,1,2,1,3,5,0,0.7082288632,
908418,2,2,2,1941,1,,1,1,,,,,,,,,15,1,1,,,,20,3,20,2,73,5,6,3,5,1,2,0,3,5,0,0.7082288632,
908425,1,1,1,1975,1,,2,3,,,,,,,,,12,1,6,,,,20,3,20,2,39,2,7,3,5,0,1,0,3,5,0,1.4641716933,
908425,2,1,11,1968,1,,2,3,,,,,,,,,1,,9,,,,20,3,20,2,46,3,1,1,4,1,1,1,3,5,0,1.4641716933,
908433,1,1,1,1962,1,,1,3,,,,,,,,,1,,8,,,,20,3,20,5,52,3,1,1,4,1,2,0,3,5,0,1.0259983281,7.4
908433,2,2,2,1967,1,,1,7,1,110,110,1993,5,,1,,7,,17,,,,20,3,20,5,47,3,4,2,3,1,2,1,3,5,0,1.0259983281,1.3
908433,3,1,6,2000,1,,2,3,,,,,,,,,17,,,,,,20,3,20,5,14,1,7,3,5,0,2,0,3,5,0,1.0259983281,
908433,4,1,6,2005,1,,2,1,,,,,,,,,17,,,,,,20,3,20,5,9,1,7,3,5,0,2,0,3,5,0,1.0259983281,
908433,5,2,6,2006,1,,2,1,,,,,,,,,17,,,,,,20,3,20,5,8,1,7,3,5,0,2,0,3,5,0,1.0259983281,
908435,1,2,1,1930,1,,4,3,,,,,,,,,16,,,,,,6,1,6,1,84,5,6,3,5,1,1,1,1,2,2,0.5452694936,
908436,1,1,1,1929,1,,4,5,,50,60,1948,2,2,0,,15,5,11,,,,6,1,6,1,85,5,6,3,5,1,1,1,1,2,2,0.5007888264,
908438,1,1,1,1924,1,,3,5,,45,60,1946,2,2,0,,15,2,17,,,,6,1,6,1,90,5,6,3,5,1,1,1,1,2,2,0.5007888264,
908440,1,1,1,1946,1,,1,7,4,105,110,1975,3,,0,,6,,6,,,,6,1,6,2,68,5,4,2,4,1,2,1,1,2,2,0.5059335886,1.3
