AREA5,ACOM,SESSO,ETA,NCOMP,D3d,D1d,D2d,D1,D2,D3,D4,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,MODOINT,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,PESO,ID
2,1,1,49,4,4,1,2,2,1,1,2,5,1,2,3,4,3,1,3,3,3,1,5,3,1,0,0,0,0,0,5449.203,68598
3,5,1,72,2,4,7,,5,2,3,2,4,4,3,4,4,3,2,4,3,2,1,1,3,0,0,0,0,0,1,2211.836,68841
1,3,1,64,4,3,7,,5,1,3,4,4,5,1,2,4,3,1,4,2,1,1,2,3,,,,,,,10649.37,68955
1,1,1,66,2,3,7,,4,1,2,1,3,4,3,4,3,2,1,4,2,1,2,2,3,0,1,0,1,0,0,7702.723,69027
4,4,1,73,2,3,7,,5,5,2,5,5,3,4,4,4,3,2,4,2,1,2,5,3,0,1,0,0,0,0,7787.662,69161
4,4,2,70,2,2,98,,5,1,2,6,4,3,4,3,4,3,2,4,2,1,1,5,3,,,,,,,25515.81,69162
3,5,2,59,1,4,1,8,4,2,3,1,4,4,3,4,4,3,2,4,2,2,1,5,3,0,1,0,1,0,0,18511.36,69268
4,4,1,48,3,3,1,9,3,2,2,2,2,2,3,4,3,2,2,2,2,1,2,5,3,0,1,0,0,0,0,16216.64,69460
3,5,2,61,1,3,7,,5,2,2,2,5,3,4,4,4,3,2,3,3,2,1,1,3,0,1,0,0,1,0,53686.31,69599
1,4,1,79,2,3,7,,4,2,3,2,3,4,4,4,4,2,1,4,2,2,1,2,3,0,1,1,0,0,0,5111.002,69770
1,4,2,73,2,2,7,,2,6,3,1,3,3,4,4,4,2,1,4,2,2,3,2,3,0,1,0,1,0,0,19702,69771
1,4,2,78,1,4,5,98,2,2,4,3,3,5,3,1,4,3,1,4,4,1,3,4,3,1,0,0,1,0,0,11422.65,69798
1,5,2,90,1,3,7,,5,1,2,2,3,3,4,4,4,3,2,1,3,2,1,5,3,1,1,0,0,0,0,22662.49,70280
1,5,1,76,2,1,7,,5,5,2,1,4,3,1,2,3,3,1,2,3,2,3,5,3,0,1,0,1,0,0,7681.527,70288
1,5,2,72,2,1,7,,2,4,2,1,3,3,2,4,3,2,1,2,4,3,3,5,3,1,0,0,0,0,0,20991.3,70289
1,5,2,81,1,4,7,,5,1,3,1,3,3,4,4,4,3,2,3,2,2,2,2,3,0,1,0,0,1,0,9687.634,70311
1,5,1,90,5,2,7,,4,1,2,2,3,5,3,4,4,2,2,1,2,1,1,5,3,0,1,0,1,0,0,6473.295,70353
3,2,1,42,2,3,7,,5,5,4,4,3,5,4,4,4,3,1,1,2,2,2,1,3,,,,,,,34963.39,70426
5,3,1,71,2,2,7,,2,2,3,1,3,3,1,4,4,3,1,4,3,1,2,5,3,0,1,0,1,0,0,10985.5,82123
2,2,1,50,3,3,1,98,2,4,2,3,3,3,3,4,4,3,1,4,2,1,1,1,3,0,1,1,0,0,0,14624.53,82205
4,5,1,55,4,3,3,9,2,2,3,3,4,2,1,4,4,1,1,3,1,2,1,1,3,1,1,0,0,0,0,9931.277,82289
2,5,2,38,2,5,1,98,3,2,3,1,2,4,2,2,4,3,2,3,3,2,2,1,3,0,1,0,1,0,0,16569.85,82327
1,3,2,54,1,3,6,,4,5,3,4,4,3,4,4,4,2,1,3,3,1,2,2,3,,,,,,,11005.07,82356
3,3,1,38,3,4,2,1,5,1,2,1,5,2,3,2,1,3,2,2,4,2,1,5,3,0,1,1,0,0,0,9715.746,82422
1,5,1,51,1,4,1,4,3,2,2,2,3,4,3,1,3,3,2,4,3,1,2,1,3,1,1,0,0,0,0,8092.615,82517
2,3,1,41,2,4,1,2,2,3,3,3,4,4,2,3,2,2,2,2,3,2,2,5,3,0,0,1,0,1,0,8833.651,82745
2,3,2,70,2,2,7,,6,1,2,6,4,2,4,4,4,3,2,4,2,2,1,5,3,,,,,,,27158.58,82797
1,4,1,64,5,3,6,,5,1,3,1,3,4,3,4,3,2,2,3,2,2,1,1,3,1,1,0,0,0,0,2445.08,82852
3,3,2,34,1,4,4,8,4,5,4,4,3,3,2,3,1,3,2,2,5,2,2,5,3,,,,,,,54383.66,82961
2,5,1,62,4,3,7,,4,5,2,3,3,4,4,4,3,2,2,4,2,1,1,1,3,0,1,0,0,0,0,14803.1,83105
4,1,1,45,5,3,5,1,5,1,2,1,5,3,2,1,4,3,2,3,3,2,2,1,3,0,1,0,1,0,0,19356.76,83171
3,2,1,52,3,3,7,,5,6,6,6,6,1,3,1,1,1,2,1,5,2,3,7,3,,,,,,,26083.26,83303
3,5,2,70,2,6,7,,4,1,4,4,3,6,3,4,4,3,1,4,2,2,1,2,3,,,,,,,9656.842,83609
1,2,2,71,1,4,7,,5,2,2,1,4,4,4,4,4,3,2,1,2,2,1,1,3,0,1,0,0,0,0,13703.37,83699
1,1,2,80,2,2,7,,5,1,4,1,4,4,4,1,4,3,1,4,3,2,2,1,3,1,0,0,0,0,0,29692.63,83829
3,4,1,54,3,4,1,6,3,2,2,3,4,3,3,4,3,2,2,2,2,2,1,2,3,0,1,0,0,0,0,7497.001,84171
4,2,2,75,3,2,98,,5,1,3,6,3,4,3,4,4,3,1,3,2,2,1,1,3,,,,,,,21690.18,84211
3,2,2,66,1,4,7,,5,1,4,1,5,3,3,2,4,1,2,2,4,3,1,5,3,1,1,0,0,0,0,17751.14,84940
1,4,2,51,2,3,1,9,5,1,2,1,4,2,3,4,3,1,2,4,2,2,1,5,3,0,1,1,0,0,0,25386.7,85673
1,1,1,44,1,3,1,5,3,3,4,4,4,3,2,3,3,2,2,2,3,3,3,3,3,,,,,,,34407.5,85733
4,5,2,66,2,3,98,,4,1,2,1,3,3,1,4,4,2,2,1,3,2,1,1,3,0,1,0,1,0,0,14570.5,85865
4,3,2,80,1,2,7,,3,1,3,2,3,3,3,4,4,3,1,4,2,2,1,1,3,1,0,0,0,0,0,41349.06,85885
4,3,2,75,5,2,7,,5,1,2,1,5,3,3,4,4,3,2,2,4,2,1,5,3,0,0,0,0,0,1,22880.3,85974
1,2,1,56,4,6,1,2,4,2,3,2,3,3,3,4,4,3,2,3,3,2,1,2,3,0,0,1,1,0,0,6075.771,86869
2,2,1,57,3,2,98,,4,2,2,2,4,2,2,3,2,1,1,1,3,3,3,1,3,0,0,1,0,0,0,20998.97,86889
4,2,2,58,1,3,98,,3,3,2,2,3,2,1,4,4,3,1,1,2,2,2,1,3,0,1,1,0,0,0,41371,86996
2,3,1,57,4,3,1,4,5,1,3,1,3,5,2,2,4,3,1,2,3,2,1,5,3,0,1,1,0,0,0,11840.92,87469
1,4,2,83,1,4,7,,5,1,1,1,3,4,3,4,4,3,1,4,2,2,2,1,3,0,1,0,0,0,0,9092.62,88241
1,4,1,70,2,3,7,,5,1,2,2,4,3,2,4,4,2,2,4,2,2,1,1,3,0,1,1,0,0,0,5111.002,88256
1,4,2,69,2,2,7,,4,4,2,2,3,3,3,4,4,2,2,4,2,1,1,2,3,0,0,1,0,1,0,19702,88257
5,4,1,73,2,3,7,,6,6,6,6,6,1,4,1,1,1,2,4,2,2,3,5,3,,,,,,,7787.662,89052
5,4,2,73,2,2,98,,6,6,6,6,6,1,4,4,1,1,2,4,2,2,2,5,3,,,,,,,25515.81,89053
5,4,2,72,2,2,7,,6,6,3,5,3,2,4,4,4,3,2,1,2,2,2,5,3,0,0,0,0,0,1,27150.89,89077
5,4,1,56,2,3,1,1,5,2,2,2,4,3,3,4,4,3,2,2,2,2,1,5,3,0,1,1,0,0,0,14630.17,89088
1,3,1,64,2,3,7,,5,2,3,1,3,5,1,4,4,2,1,4,2,2,2,1,3,0,1,0,1,0,0,12637.06,89435
3,5,1,74,2,1,7,,5,1,2,1,3,3,4,4,4,3,2,4,2,2,1,1,3,0,1,1,0,0,0,9342.857,89623
3,5,2,68,2,2,98,,6,6,6,6,6,3,4,4,4,3,2,4,2,2,1,1,3,,,,,,,26929.41,89649
4,5,1,63,4,3,7,,4,2,2,2,3,3,4,4,4,3,1,3,2,3,1,1,3,0,1,0,1,0,0,20208.43,90149
5,4,1,59,4,2,6,,2,6,1,1,2,2,4,4,4,1,2,2,2,1,1,5,3,0,1,0,0,0,0,4950.447,90267
1,2,1,38,3,3,1,98,3,3,3,4,3,4,1,2,3,2,2,1,3,1,1,4,3,,,,,,,21842.8,90280
1,2,2,78,4,2,7,,5,1,3,2,2,6,1,1,4,3,1,4,3,2,1,1,3,0,1,0,1,0,0,25022.24,90352
5,2,2,57,2,3,98,,4,2,2,1,4,3,2,2,1,3,2,2,4,2,1,5,3,0,1,1,0,0,0,27165.31,90835
1,1,2,65,1,4,7,,5,1,3,1,2,3,3,4,4,2,2,1,2,2,1,1,3,0,1,1,0,0,0,13703.37,91014
4,4,1,60,4,2,6,,6,6,6,5,6,6,3,4,4,3,2,1,2,1,1,1,3,0,0,0,0,1,0,4950.447,91170
2,3,1,42,5,4,1,5,3,2,2,3,3,3,1,1,3,2,2,2,1,1,2,5,3,0,1,1,0,0,0,7444.195,91201
3,5,1,76,3,4,7,,4,2,3,2,3,3,4,4,4,3,2,4,2,2,2,2,3,0,0,1,1,0,0,2737.245,91244
4,4,2,77,4,1,98,,3,1,1,1,3,4,3,4,4,3,2,4,2,2,2,1,3,0,1,1,0,0,0,21502.4,91275
3,3,1,39,3,3,1,98,2,3,3,2,3,4,1,1,3,3,1,4,3,2,1,7,3,0,1,0,1,0,0,22728.25,91310
2,5,1,50,5,3,98,,6,6,6,6,6,6,4,5,4,3,2,1,5,3,3,1,3,,,,,,,15923.4,91377
3,5,1,73,2,3,7,,5,2,2,2,4,3,1,1,4,3,2,3,2,1,1,5,3,0,1,1,0,0,0,6623.183,91485
1,5,1,34,2,4,1,98,4,2,4,1,3,5,2,2,1,1,1,3,3,3,1,6,3,0,1,0,1,0,0,25154.18,91628
2,3,2,74,2,2,4,98,5,1,1,3,4,2,2,1,4,2,2,2,5,3,1,1,3,0,1,0,0,1,0,21906.45,91835
1,4,1,61,3,4,1,2,5,1,3,1,3,4,3,4,4,3,1,1,2,1,2,4,3,0,1,0,1,0,0,4212.672,92009
1,5,1,62,1,3,7,,3,2,2,2,3,3,4,4,4,3,2,1,2,2,2,1,3,0,0,0,0,0,1,20504.85,92054
2,2,1,68,2,3,7,,5,2,3,2,4,4,4,4,4,3,1,3,2,1,1,1,3,0,1,1,0,0,0,6626.484,92058
1,3,1,79,6,2,7,,4,1,1,1,5,4,2,1,4,3,2,3,3,2,2,4,3,0,1,0,0,0,0,6075.705,92203
2,3,1,34,2,4,1,4,6,6,2,1,2,5,1,3,4,3,2,3,5,2,1,1,3,0,1,1,0,0,0,32544.57,92439
5,1,2,30,4,3,3,1,6,6,6,6,3,3,2,2,1,1,2,2,3,2,1,1,3,,,,,,,49677.67,92460
4,3,1,46,4,4,3,4,1,3,2,1,3,2,3,4,4,3,2,1,2,2,2,5,3,1,0,0,0,1,0,6042.434,92592
4,4,1,78,4,3,7,,5,1,3,2,3,4,3,4,4,3,2,4,2,2,1,1,3,0,1,0,1,0,0,6562.729,92619
1,3,1,48,4,3,1,5,3,2,2,2,3,6,2,4,3,3,1,4,3,1,1,1,3,0,1,0,0,0,0,9832.102,92712
3,5,2,85,3,2,7,,4,2,3,1,4,3,4,4,4,3,2,4,2,2,2,2,3,0,1,0,1,0,0,27703.73,92841
5,3,1,33,2,4,1,2,2,2,2,3,3,5,4,4,3,2,1,4,2,1,2,3,3,0,1,0,1,0,0,31887.23,93002
1,3,2,88,2,2,7,,2,1,2,2,5,4,4,2,4,3,2,4,5,2,1,1,3,0,1,0,1,0,0,19702,93730
4,1,2,66,4,2,7,,3,3,3,3,4,3,2,3,2,1,2,3,3,2,2,3,3,0,1,0,0,0,0,20117.74,93762
5,5,1,67,2,3,7,,3,2,3,3,3,4,4,4,4,2,2,2,2,2,2,1,3,0,0,0,1,0,0,6273.136,93899
1,1,1,31,6,4,1,98,5,5,3,4,4,3,3,4,4,1,2,3,4,2,3,3,3,,,,,,,29984.56,93941
3,5,1,56,2,4,1,3,4,4,2,2,5,4,2,3,1,1,2,3,3,2,2,2,3,0,0,1,1,0,0,6066.018,93945
1,1,1,34,4,3,1,3,5,2,6,6,6,3,2,3,4,3,2,2,4,2,1,1,3,,,,,,,70143.5,94000
5,3,1,61,3,3,7,,4,2,3,6,3,5,3,4,3,2,1,3,2,2,2,1,3,,,,,,,17535.62,94096
5,2,1,58,3,2,1,4,5,1,1,1,4,3,2,2,4,1,2,1,4,2,1,6,3,0,1,0,0,0,0,17543.49,94108
4,3,2,74,3,2,7,,6,1,1,6,4,4,1,3,4,3,1,3,4,2,1,5,3,,,,,,,26249.49,94128
1,2,2,37,1,7,1,9,2,2,3,2,3,4,3,4,3,2,1,3,1,1,2,1,3,0,1,0,0,0,0,27359.55,94290
1,1,1,39,4,3,1,2,5,2,2,2,5,4,1,1,4,3,1,4,3,1,1,1,3,0,1,0,1,0,0,19039.23,94388
4,5,1,56,4,2,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,0,0,0,21818.81,94412
2,3,2,56,2,4,1,9,4,2,3,2,3,4,3,4,3,2,2,2,2,1,1,2,3,0,1,0,0,1,0,11428.15,94458
2,3,1,47,2,4,1,2,5,2,2,2,4,3,1,2,4,1,2,2,4,3,1,1,3,0,1,1,0,0,0,6875.043,94479
2,5,1,50,3,3,1,9,4,3,2,3,4,1,3,4,4,1,2,1,2,3,1,5,3,1,1,0,0,0,0,15679.57,94501
3,3,1,63,3,3,7,,5,2,3,1,3,3,4,4,3,3,2,3,2,1,1,1,3,0,1,1,0,0,0,19031.04,94561
1,5,1,52,3,6,1,9,5,3,4,4,4,6,3,4,4,3,1,4,2,1,3,3,3,,,,,,,8947.065,94662
3,5,2,49,3,6,1,98,5,1,3,1,3,6,2,1,3,2,1,4,2,1,2,3,3,0,1,1,0,0,0,17146.32,94738
1,1,2,43,1,4,6,,5,1,3,1,2,4,2,2,4,3,2,1,4,2,3,5,3,0,1,0,1,0,0,6978.404,94812
2,5,1,56,3,3,6,,5,1,1,1,5,4,1,3,1,1,2,2,5,3,1,5,3,0,1,1,0,0,0,3899.248,94894
2,1,2,50,2,4,1,2,5,1,2,2,3,3,2,1,4,3,1,4,4,1,1,1,3,0,1,0,0,0,0,14069.97,94899
1,3,1,53,2,3,1,2,3,2,4,2,3,3,3,4,4,3,2,4,2,2,2,5,3,0,1,0,0,0,0,11667.26,94989
1,1,2,56,1,3,6,,5,1,2,4,5,1,4,1,3,2,2,1,5,1,1,5,3,,,,,,,12670.5,94995
2,3,1,57,4,4,1,6,3,3,3,3,3,3,1,3,2,3,1,1,2,2,1,3,3,0,0,1,0,0,0,5061.687,95154
2,3,1,65,2,4,7,,2,3,3,4,3,6,3,4,4,2,1,4,2,1,2,3,3,,,,,,,3011.708,95179
2,5,1,52,2,3,1,2,5,2,2,2,3,5,1,1,3,2,1,4,2,1,3,3,3,0,1,0,0,0,0,16218,95212
5,3,1,71,3,3,7,,5,1,2,1,3,4,3,4,4,3,1,3,3,1,1,1,3,0,1,1,0,0,0,7529.11,95295
2,1,2,59,2,4,1,98,5,1,3,4,5,4,1,2,3,2,1,3,3,2,2,1,3,,,,,,,10748.71,95360
2,5,1,73,2,3,7,,5,1,2,2,4,2,4,1,4,2,2,4,3,2,1,5,3,0,1,0,1,0,0,7104.521,95370
2,2,1,80,2,2,7,,5,1,2,2,3,5,4,4,4,3,1,4,3,2,1,1,3,0,1,0,0,1,0,9347.509,95376
2,1,2,85,3,1,7,,4,2,4,2,4,5,1,2,4,3,1,4,4,2,1,5,3,0,1,0,0,0,0,24695.86,95504
2,2,2,74,3,1,7,,5,1,3,1,3,4,1,3,4,3,2,3,5,2,1,1,3,0,1,1,0,0,0,24695.86,95697
1,4,1,63,2,3,1,9,2,2,3,2,3,5,3,4,3,3,1,4,2,1,1,1,3,1,0,1,0,0,0,10193.22,95732
5,4,1,61,2,3,7,,5,1,2,1,5,1,3,5,1,1,2,4,5,3,1,5,3,0,0,0,0,0,1,18137.8,95737
2,3,2,47,4,3,6,,5,1,2,1,3,5,3,4,3,3,2,3,2,1,2,3,3,0,1,1,0,0,0,8394.324,95845
2,2,1,40,3,3,1,9,6,6,1,1,3,3,3,4,4,3,2,4,2,2,2,1,3,0,1,0,1,0,0,18790.87,95858
1,2,1,63,2,3,5,8,5,1,3,6,4,4,1,3,1,3,2,2,4,2,1,5,3,,,,,,,23925.58,95860
1,1,1,39,4,3,1,2,6,6,3,1,4,3,2,3,1,1,2,2,2,1,1,6,3,0,1,0,1,0,0,19039.23,95886
2,3,2,52,1,3,6,,5,1,3,4,5,3,1,3,4,3,2,3,4,3,1,1,3,,,,,,,15170.13,96093
3,5,1,62,3,3,1,4,4,2,2,1,4,3,1,2,4,1,1,3,3,3,1,5,3,0,1,0,1,0,0,10717.82,96272
3,3,1,61,3,7,6,,2,2,3,3,4,3,1,2,2,1,2,2,3,1,1,5,3,1,1,0,0,0,0,2045.528,96290
2,1,2,57,2,3,1,98,6,3,2,6,3,1,1,2,3,1,2,1,3,2,1,7,3,,,,,,,25144.7,96302
2,4,1,46,3,3,1,4,5,2,4,2,3,5,3,4,4,3,1,4,2,1,1,1,3,0,1,0,1,0,0,15548.98,96329
2,3,1,55,4,3,1,2,3,2,1,2,3,3,1,2,4,1,2,3,3,2,1,5,3,0,1,1,0,0,0,11840.92,96345
4,2,1,50,4,3,5,5,5,1,2,1,3,3,2,3,1,1,2,1,5,3,1,1,3,0,1,0,1,0,0,19356.76,96360
3,3,1,65,1,4,5,4,4,1,2,3,2,5,1,3,4,3,2,2,4,2,1,6,3,0,1,1,0,0,0,6060.846,96364
2,2,2,58,1,3,6,,5,1,3,2,5,1,2,3,1,2,1,3,5,3,1,1,3,0,1,0,1,0,0,10900.15,96378
3,2,1,55,4,3,1,2,6,6,6,6,6,3,2,2,4,2,2,2,5,2,1,5,3,,,,,,,16051.56,96427
4,5,1,63,6,2,7,,2,4,4,4,4,5,2,3,4,3,2,3,1,1,1,1,3,,,,,,,17368.13,96791
4,5,2,87,6,1,7,,2,5,4,6,6,4,2,3,4,3,2,3,1,1,1,1,3,,,,,,,18430.63,96796
2,1,1,33,4,3,6,,6,6,6,6,3,3,1,2,4,3,2,4,3,1,1,1,3,,,,,,,17176.34,97052
2,5,2,57,1,4,1,9,5,1,2,2,5,4,3,4,3,2,2,1,3,1,1,1,3,0,1,0,0,0,0,17550.5,97099
1,3,1,38,3,3,1,3,4,2,2,2,2,3,1,2,3,2,2,2,2,2,1,1,3,0,1,1,0,0,0,14493.39,97424
2,2,1,41,3,6,1,98,5,1,2,1,4,3,3,1,3,2,2,3,5,2,1,5,3,0,1,1,0,0,0,8837.024,97450
5,5,2,65,5,3,7,,5,2,3,2,3,4,1,4,4,3,2,1,2,2,1,1,3,0,1,0,0,0,0,13065.52,97508
1,3,2,39,1,4,6,,4,4,4,4,5,4,1,2,4,3,1,4,3,1,2,2,3,,,,,,,4630.392,97519
1,3,1,63,2,3,7,,2,2,2,2,3,4,3,4,3,2,1,4,2,1,2,4,3,0,1,1,0,0,0,12637.06,97700
2,3,2,50,3,4,3,8,6,6,6,6,6,6,2,2,4,2,2,2,2,1,1,1,3,,,,,,,14462.72,97808
3,5,2,52,1,7,1,9,4,2,2,3,4,4,3,4,3,2,1,4,3,1,1,2,3,0,1,0,1,0,0,27009.45,98084
4,4,1,63,2,3,7,,2,1,3,1,3,3,1,1,4,1,2,4,2,2,1,2,3,0,1,0,0,1,0,18137.8,98381
3,4,1,48,2,4,4,98,6,6,6,6,6,6,2,2,4,3,1,1,2,1,1,7,3,,,,,,,7754.45,98464
5,1,2,82,2,3,7,,3,4,3,5,3,2,4,4,4,3,1,2,2,1,1,1,3,0,0,1,0,0,0,16923.44,98497
1,2,1,42,3,3,1,2,3,2,2,2,2,3,3,5,3,2,1,4,1,1,1,2,3,0,1,0,1,0,0,21842.8,98550
2,4,1,72,2,2,7,,4,2,2,2,3,3,4,4,4,3,1,3,2,2,2,1,3,0,1,1,0,0,0,9938.378,98657
5,1,1,57,4,3,1,3,2,4,3,2,3,3,1,1,3,2,1,4,2,2,2,1,3,0,1,0,1,0,0,10840.37,98965
3,4,1,48,2,3,5,98,5,1,4,4,3,3,1,3,4,3,2,3,2,2,2,1,3,,,,,,,28252.32,98998
4,3,2,71,1,3,7,,5,2,2,1,4,3,3,1,3,3,2,1,3,1,1,1,3,1,1,0,0,0,0,29312.49,99111
2,1,1,49,5,3,1,2,4,1,3,1,4,3,3,1,3,2,1,2,3,2,1,5,3,1,0,0,0,0,0,12747.45,99152
5,2,1,44,3,3,98,,4,5,4,4,4,4,3,4,4,3,2,2,3,3,2,2,3,,,,,,,21182.2,99477
3,5,2,58,3,4,1,2,3,2,4,3,3,3,1,1,4,3,2,1,3,2,2,5,3,0,0,0,0,0,1,11751.5,99575
5,5,1,37,4,3,3,98,2,2,2,2,3,3,2,2,3,2,2,1,2,3,3,2,3,0,1,0,0,0,0,23828.97,99655
2,1,1,59,6,3,7,,4,1,1,1,5,1,1,2,4,1,2,2,4,2,1,5,3,0,1,1,0,0,0,13807.05,99698
1,2,1,61,6,3,7,,5,1,4,1,4,5,2,2,3,2,1,4,3,2,1,1,3,0,1,1,0,0,0,16049.53,100132
3,5,1,42,2,7,1,5,5,4,4,3,4,3,2,2,3,2,2,3,4,2,1,5,3,0,1,0,0,0,0,9859.512,100142
3,4,1,59,6,3,7,,6,6,6,6,6,6,4,4,4,3,2,4,5,3,3,7,3,,,,,,,16588.36,100225
5,1,1,43,5,3,2,98,2,2,2,2,2,2,1,2,4,3,2,3,3,1,1,1,3,0,1,1,0,0,0,15847.17,100271
2,3,1,49,2,3,1,4,5,1,3,2,5,4,2,2,1,3,1,1,4,3,1,6,3,0,0,0,0,0,1,16082.94,100514
1,3,1,50,4,3,1,9,6,2,3,6,3,6,3,4,4,3,1,4,2,1,1,1,3,,,,,,,9832.102,100547
3,5,1,62,2,4,7,,2,2,3,3,3,5,4,4,4,3,1,4,2,1,2,1,3,0,1,0,1,0,0,7520.357,100569
2,3,1,35,5,5,3,8,5,1,3,5,5,3,2,3,1,1,2,1,4,2,1,1,3,0,0,1,1,0,0,8189.684,100810
2,5,1,46,2,6,5,7,5,1,6,1,4,4,2,2,4,3,1,4,4,2,2,1,3,0,1,0,1,0,0,11847.88,100985
1,3,1,68,2,1,7,,4,2,2,1,3,3,4,4,4,3,2,1,2,2,2,5,3,0,1,0,1,0,0,7209.732,101148
1,3,1,32,3,4,1,2,2,2,3,3,4,6,1,1,3,3,2,3,1,1,3,6,3,1,0,0,0,0,0,22825.4,101278
3,5,1,65,4,3,7,,5,1,1,1,4,3,2,2,4,3,1,3,4,2,1,5,3,1,0,0,1,0,0,4360.344,101291
5,3,1,64,3,4,7,,5,1,4,2,3,4,3,4,4,2,1,1,2,1,2,1,3,0,1,1,0,0,0,7496.027,101361
5,4,1,61,2,3,7,,5,2,6,5,3,5,4,4,4,3,1,3,2,1,2,1,3,0,0,1,0,0,0,18137.8,101393
1,1,1,60,3,4,1,2,4,2,3,2,4,3,1,2,4,3,1,3,4,2,1,1,3,0,1,0,0,0,0,6348.86,101432
3,4,1,31,4,4,2,98,4,2,2,3,2,3,2,1,4,3,2,3,2,2,1,6,3,0,1,1,0,0,0,33043.22,102223
1,5,1,56,1,4,1,4,5,1,1,1,5,3,1,3,1,1,1,1,5,3,1,1,3,0,1,0,0,0,0,7070.191,102317
1,3,1,44,1,5,1,9,2,2,3,5,3,6,3,4,3,2,1,4,2,1,2,3,3,0,1,0,0,0,0,10736.78,102340
3,1,2,55,3,4,98,,5,1,2,1,3,5,4,4,4,3,1,4,2,1,1,1,3,0,1,0,0,0,0,18378.08,102361
1,1,2,88,2,1,7,,5,2,4,1,3,4,4,4,4,3,1,4,2,1,2,1,3,1,1,0,0,0,0,29692.63,102400
3,5,2,70,2,3,7,,6,6,3,2,3,4,3,4,4,3,1,4,2,1,2,1,3,1,1,0,0,0,0,20313.7,102463
3,3,1,41,3,4,1,9,4,1,2,1,4,4,4,1,3,2,2,2,1,1,2,1,3,0,0,0,0,0,1,9715.746,102554
2,3,2,56,3,4,1,9,5,2,3,2,4,3,1,2,4,1,2,2,4,2,1,5,3,0,0,1,1,0,0,11048.74,102808
2,3,1,65,2,3,7,,5,1,2,2,5,5,4,3,1,1,1,2,5,3,1,1,3,1,1,0,0,0,0,7045.354,102816
1,1,1,42,2,3,1,2,4,2,1,1,4,5,1,2,4,3,1,3,3,2,1,5,3,0,1,0,1,0,0,22592.88,102850
3,4,1,38,1,7,5,98,4,1,3,2,5,3,2,3,4,3,2,3,4,2,3,2,3,0,1,0,0,0,0,26166.58,103062
2,5,1,30,3,4,1,98,5,2,3,4,4,4,1,1,3,3,1,3,2,1,2,1,3,,,,,,,31728.32,103287
1,2,1,43,4,3,6,,4,3,3,4,4,2,2,3,4,3,2,1,2,2,2,5,3,,,,,,,5419.436,103426
4,4,2,43,1,4,1,9,4,2,2,3,3,4,3,4,4,2,1,3,2,2,2,2,3,1,1,0,0,0,0,22216.71,103712
1,3,1,48,3,4,1,2,1,2,2,3,3,6,2,2,3,3,1,4,3,1,1,6,3,0,1,1,0,0,0,4821.871,103845
3,4,1,69,3,3,7,,5,1,2,2,4,3,2,1,1,1,2,3,3,2,1,1,3,1,0,0,0,0,0,7164.744,104070
3,5,1,33,4,4,6,,2,3,2,4,5,4,2,2,4,3,2,2,3,2,1,5,3,,,,,,,8406.01,104139
1,2,2,63,2,3,4,98,4,2,1,1,4,3,1,2,4,1,1,3,2,2,1,5,3,0,1,0,0,1,0,29228.56,104165
4,4,1,66,2,3,6,,5,1,2,1,2,2,4,4,4,1,2,1,4,1,1,1,3,0,1,0,1,0,0,1788.037,104179
2,3,1,43,3,3,5,3,4,2,2,2,4,5,1,2,3,2,2,3,3,1,2,2,3,1,0,0,0,0,0,31115.73,104514
1,2,1,42,2,3,5,4,3,2,3,3,3,4,2,3,2,2,2,2,3,2,1,1,3,0,0,1,0,0,0,35187.2,104594
2,3,2,42,1,4,1,2,5,1,3,2,5,5,2,2,4,1,2,2,4,2,1,7,3,1,1,0,0,0,0,22423.86,104641
4,3,2,74,1,3,7,,5,5,5,1,3,4,4,4,4,3,2,1,2,1,2,1,3,0,1,0,0,0,0,29312.49,104785
4,5,2,37,1,4,6,,3,4,3,2,3,2,4,4,4,3,2,2,2,2,2,1,3,0,1,0,0,0,0,5094.04,105045
5,2,1,73,4,3,7,,4,2,2,2,4,2,4,4,3,3,2,1,2,3,2,5,3,0,1,1,0,0,0,5770.347,105221
1,2,1,61,3,3,7,,2,2,4,4,4,4,3,4,4,3,2,2,2,2,1,5,3,,,,,,,18412.85,105241
3,2,1,37,5,3,1,5,4,1,3,2,3,4,3,4,3,2,2,4,2,2,2,2,3,1,0,1,0,0,0,23765.99,105392
5,4,2,70,2,4,7,,4,3,2,3,3,4,4,4,3,3,1,3,2,1,1,1,3,0,1,1,0,0,0,8227.753,105636
1,1,1,78,5,2,7,,6,6,6,6,3,3,2,4,4,3,2,1,4,2,1,5,3,,,,,,,9156.61,106530
5,3,1,71,2,3,98,,3,3,4,4,3,6,3,4,4,3,1,4,2,1,2,1,3,,,,,,,7318.672,106758
1,2,2,45,1,4,1,2,5,1,2,1,4,4,1,1,4,3,1,4,3,1,1,1,3,0,0,0,1,1,0,24907.84,106763
4,4,1,47,1,4,5,98,5,5,3,2,5,4,4,2,4,3,2,4,4,2,1,5,3,0,1,0,0,0,0,17007.06,106828
4,4,1,51,5,3,1,98,4,1,1,2,3,3,1,2,4,1,2,1,4,2,2,6,3,0,1,1,0,0,0,14135.2,106937
