SESSO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP13,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,A01,A02,A03,A04,A05,A10,A23,A40,AREA5,ACOM,Y_MONTH,PANEL,A09,ID
1,70,3,1,2,0,0,1,0,0,2,5,5,2,,2,4,2,2,4,3,11,2,0,116069
1,56,2,1,1,0,0,0,0,2,0,2,3,2,,4,3,1,2,5,4,5,1,1,116162
1,46,4,1,3,0,0,3,1,0,0,2,2,1,11.0,2,1,2,2,5,3,10,2,1,116331
2,46,1,0,1,0,0,0,1,0,0,4,5,1,10.0,2,3,1,2,1,2,5,1,0,116387
1,44,5,2,3,2,0,2,0,0,1,5,5,3,,4,1,3,1,2,4,16,1,1,116535
1,38,2,1,1,0,0,2,0,0,0,9,2,9,,4,2,4,1,2,2,10,1,0,116543
1,66,3,1,2,0,0,1,0,0,2,4,4,1,11.0,3,4,3,2,3,1,12,2,0,116609
1,40,2,1,1,0,0,2,0,0,0,3,3,2,,4,1,2,2,2,3,8,1,1,116630
1,55,2,1,1,0,0,0,0,2,0,2,3,1,3.0,3,1,2,2,3,3,98,1,0,116781
1,55,3,1,2,0,0,1,1,1,0,5,5,1,99.0,1,1,3,2,5,1,5,2,0,116957
1,45,1,1,0,0,0,0,1,0,0,1,1,1,5.0,2,1,4,1,2,3,11,1,0,116987
1,46,1,1,0,0,0,0,1,0,0,5,5,1,8.0,9,1,3,1,1,4,98,1,0,117050
1,47,1,1,0,0,0,0,1,0,0,4,5,9,,4,2,5,1,2,5,14,1,0,117080
2,48,3,1,2,0,2,0,1,0,0,5,5,2,,2,1,3,1,3,4,10,2,0,117211
1,30,2,1,1,0,0,2,0,0,0,2,2,1,6.0,4,1,4,1,1,4,12,2,1,117220
1,55,3,1,2,0,0,1,0,2,0,4,4,1,10.0,3,1,1,2,1,3,13,1,0,117266
1,32,2,1,1,0,0,2,0,0,0,2,4,1,99.0,4,1,4,1,2,3,17,1,1,117346
2,45,4,3,1,2,0,0,2,0,0,3,2,1,3.0,9,1,2,2,3,4,8,1,2,117432
2,37,2,1,1,0,0,2,0,0,0,2,2,1,11.0,1,4,3,2,5,1,9,1,1,117481
1,37,3,2,1,1,0,2,0,0,0,3,3,1,5.0,2,1,2,2,1,3,18,2,1,117517
1,33,5,4,1,3,0,2,0,0,0,5,4,1,5.0,3,1,4,2,4,3,10,2,0,117588
1,46,2,1,1,0,0,0,2,0,0,3,3,1,10.0,4,3,3,2,2,2,9,2,1,117812
1,56,1,1,0,0,0,0,0,1,0,3,3,2,,2,1,3,2,3,5,13,2,0,117976
2,38,1,0,1,0,0,1,0,0,0,3,3,1,3.0,4,1,3,1,1,3,11,2,0,118115
1,43,4,2,2,2,0,2,0,0,0,5,5,1,5.0,2,2,4,2,2,1,11,2,0,118186
1,44,1,1,0,0,0,1,0,0,0,4,5,1,4.0,2,1,3,2,1,3,11,1,0,118288
1,54,4,2,2,0,1,1,1,1,0,5,5,1,10.0,3,1,3,2,1,5,18,2,2,118290
1,54,1,1,0,0,0,0,1,0,0,2,2,2,,1,1,5,1,1,3,18,1,0,118297
1,56,3,1,2,0,0,1,1,1,0,5,5,1,10.0,5,4,3,1,4,4,13,2,0,118430
2,45,4,2,2,0,1,2,1,0,0,9,9,9,,9,6,3,2,1,4,98,2,2,118445
1,69,4,3,1,0,0,2,0,1,1,4,4,1,99.0,1,4,3,2,5,2,11,2,1,118455
1,54,3,2,1,0,0,1,2,0,0,5,5,1,9.0,3,1,4,2,1,1,18,2,1,118461
1,44,4,3,1,1,1,2,0,0,0,4,5,2,,2,3,5,1,2,3,15,2,1,118530
1,34,3,1,2,1,0,2,0,0,0,4,5,1,11.0,1,3,3,1,3,2,15,2,1,118700
1,56,3,1,2,0,0,1,0,2,0,3,2,2,,2,2,4,1,2,3,98,2,2,118737
1,44,4,1,3,2,0,2,0,0,0,9,5,9,,9,2,2,2,5,5,1,2,1,118758
1,75,2,1,1,0,0,0,0,0,2,4,4,1,11.0,1,4,2,2,5,2,5,1,1,118818
1,61,3,1,2,0,0,0,0,2,1,9,2,1,3.0,1,1,3,2,5,5,10,2,1,118901
1,47,2,1,1,0,0,1,1,0,0,2,3,3,,3,1,6,1,3,3,16,2,1,118942
1,59,2,1,1,0,0,0,0,2,0,4,4,1,11.0,3,1,1,2,4,4,12,2,0,119018
1,59,2,1,1,0,0,0,0,2,0,2,2,2,,2,4,4,1,1,3,13,2,1,119053
2,37,3,2,1,1,0,1,1,0,0,3,9,1,99.0,9,1,1,2,5,5,98,2,1,119093
1,51,4,2,2,2,0,0,2,0,0,3,3,1,5.0,2,2,5,1,3,5,17,2,0,119111
1,81,2,1,1,0,0,0,1,0,1,3,3,1,99.0,2,4,5,2,1,4,19,2,1,119215
1,61,4,2,2,0,0,2,1,1,0,5,5,2,,4,3,4,2,5,2,6,2,2,119281
2,47,1,0,1,0,0,0,1,0,0,3,3,1,11.0,3,1,4,1,4,5,10,1,0,119297
1,56,3,1,2,0,0,1,0,2,0,4,4,1,6.0,2,1,3,2,3,5,10,2,1,119532
2,46,1,0,1,0,0,0,1,0,0,3,3,1,99.0,3,2,4,1,5,3,98,1,0,119633
2,47,1,0,1,0,0,0,1,0,0,1,1,1,99.0,1,1,1,2,3,5,11,1,0,119719
2,42,4,2,2,2,0,2,0,0,0,3,3,1,6.0,3,1,5,1,3,1,18,1,1,119774
1,54,4,1,3,0,1,1,2,0,0,3,2,1,11.0,2,1,1,2,3,5,11,1,0,119878
1,43,4,3,1,2,0,2,0,0,0,3,3,3,,3,1,4,2,4,3,18,2,2,120009
1,76,2,1,1,0,0,0,0,0,2,9,5,1,11.0,1,4,3,2,1,3,7,2,0,120036
1,43,3,1,2,1,0,2,0,0,0,4,4,2,,2,1,3,2,4,5,98,2,0,120192
1,44,2,1,1,0,0,1,1,0,0,3,3,1,99.0,2,1,3,1,1,5,10,2,1,120244
1,66,2,1,1,0,0,0,0,1,1,3,2,1,11.0,1,4,3,2,4,1,10,1,0,120354
2,45,1,0,1,0,0,0,1,0,0,3,2,1,6.0,3,1,6,2,3,3,11,1,0,120401
1,56,2,1,1,0,0,0,1,1,0,4,5,1,2.0,9,1,4,1,2,3,13,1,0,120452
1,72,3,1,2,0,0,1,0,1,1,3,9,1,5.0,9,2,3,2,4,5,5,2,1,120618
1,66,2,1,1,0,0,0,0,1,1,5,2,3,,2,1,4,2,1,3,98,2,1,120731
1,47,2,1,1,0,0,1,1,0,0,5,4,3,,4,2,3,2,2,3,98,2,1,120800
1,25,1,1,0,0,0,1,0,0,0,5,1,2,,2,3,2,2,5,4,4,1,0,120829
2,74,2,1,1,0,0,1,0,0,1,4,4,1,2.0,2,4,3,2,4,4,9,1,0,120873
1,41,4,2,2,0,0,3,0,1,0,3,4,1,99.0,3,3,5,2,4,4,98,2,0,120978
1,35,4,1,3,2,0,2,0,0,0,9,9,9,,9,1,1,2,5,3,1,2,0,121004
1,71,2,1,1,0,0,0,0,0,2,3,2,1,11.0,2,4,3,1,4,3,10,1,0,121021
1,68,2,1,1,0,0,0,0,1,1,5,4,2,,2,2,2,2,4,4,4,1,1,121167
1,85,3,1,2,0,0,1,0,0,2,4,4,2,,2,1,5,2,5,5,20,2,2,121252
2,42,1,0,1,0,0,1,0,0,0,2,2,1,5.0,3,1,4,2,1,5,14,1,0,121554
1,37,1,1,0,0,0,1,0,0,0,5,5,1,5.0,1,2,3,2,3,1,9,1,0,121666
2,64,2,1,1,0,0,1,0,1,0,2,2,1,10.0,4,1,3,2,4,3,5,1,1,121788
2,30,4,3,1,2,0,2,0,0,0,5,5,1,99.0,1,1,5,2,2,3,19,2,1,121854
1,58,3,1,2,0,0,1,0,2,0,2,3,2,,4,1,4,2,3,5,98,2,2,121913
1,59,3,2,1,1,0,0,1,1,0,9,5,1,11.0,1,1,3,2,1,5,11,2,1,121987
2,71,1,0,1,0,0,0,0,0,1,4,3,1,11.0,1,4,4,2,5,5,15,2,0,122078
1,46,5,2,3,1,0,1,1,0,2,5,5,1,11.0,1,3,3,1,5,2,15,2,1,122136
1,48,3,1,2,0,0,1,2,0,0,5,5,1,10.0,1,1,1,2,2,3,18,1,1,122219
1,60,3,1,2,0,0,1,0,2,0,9,9,9,,9,1,6,1,1,2,1,2,2,122416
1,53,5,4,1,1,0,2,2,0,0,4,4,2,,4,1,3,1,4,4,14,2,1,122482
1,45,5,3,2,1,2,1,1,0,0,3,3,1,5.0,2,1,3,2,4,4,13,1,0,122486
1,47,3,1,2,1,0,1,1,0,0,4,4,2,,1,1,4,2,3,2,98,2,1,122582
1,65,5,3,2,0,0,3,0,1,1,4,4,2,,2,4,4,2,3,3,14,1,2,122971
2,78,2,0,2,0,0,0,1,0,1,5,5,2,,1,2,4,2,4,4,16,2,0,123097
2,38,1,0,1,0,0,1,0,0,0,4,4,2,,3,2,3,2,4,5,12,1,0,123188
1,62,1,1,0,0,0,0,0,1,0,5,5,2,,4,4,5,2,1,5,18,1,0,123247
1,55,1,1,0,0,0,0,0,1,0,3,3,2,,3,1,3,1,4,4,10,1,0,123254
1,42,3,1,2,1,0,2,0,0,0,9,9,9,,9,1,2,2,4,4,7,2,0,123352
1,45,3,2,1,0,0,1,2,0,0,4,4,9,,9,1,2,2,4,3,3,1,0,123362
1,57,4,3,1,0,0,2,0,2,0,3,3,2,,2,1,4,2,1,1,98,2,2,123369
1,37,1,1,0,0,0,1,0,0,0,4,4,1,5.0,2,1,6,2,1,2,14,1,0,123545
1,61,4,1,3,1,0,1,0,2,0,4,4,1,5.0,2,4,6,1,2,2,21,2,1,123606
2,44,4,2,2,1,1,1,1,0,0,5,5,1,5.0,1,2,5,2,3,3,98,1,2,123680
1,39,4,3,1,2,0,2,0,0,0,3,3,1,99.0,2,1,4,2,3,4,9,1,0,123747
2,80,2,0,2,0,0,0,0,1,1,3,4,2,,2,4,4,2,4,3,9,1,0,123754
1,45,1,1,0,0,0,0,1,0,0,3,1,1,3.0,1,1,4,1,5,2,7,1,0,123757
1,60,4,1,3,0,0,1,0,2,1,3,3,1,9.0,2,3,4,2,5,1,11,2,0,123806
1,57,4,1,3,1,0,1,1,1,0,1,2,2,,3,4,4,1,2,3,17,2,0,123862
1,35,4,3,1,2,0,2,0,0,0,1,1,1,5.0,4,1,4,2,5,2,98,2,1,123886
1,29,2,2,0,0,0,1,1,0,0,2,1,1,5.0,2,6,4,2,5,3,12,1,1,123994
1,35,2,1,1,0,0,2,0,0,0,5,5,2,,1,1,4,1,1,4,19,2,1,124015
1,48,2,1,1,0,0,0,1,1,0,5,4,1,6.0,1,1,3,2,1,1,14,2,0,124082
1,47,4,2,2,2,0,1,1,0,0,2,1,1,5.0,1,1,2,2,4,2,12,1,0,124131
2,37,2,1,1,0,0,2,0,0,0,4,4,3,,5,1,3,1,2,5,9,2,1,124249
1,56,4,2,2,0,0,2,1,1,0,2,2,1,10.0,4,4,3,1,4,4,8,2,1,124253
1,50,3,1,2,0,0,1,2,0,0,2,2,1,99.0,2,1,5,1,4,1,9,2,1,124335
2,45,1,0,1,0,0,0,1,0,0,2,2,1,5.0,3,1,5,1,2,2,23,2,0,124683
1,38,4,1,3,2,0,2,0,0,0,4,4,1,10.0,1,1,4,1,4,2,6,2,1,125068
1,62,2,1,1,0,0,0,0,2,0,5,5,2,,4,4,5,1,1,3,19,2,0,127064
1,45,3,2,1,1,0,1,1,0,0,4,4,3,,4,1,3,1,1,2,14,1,1,127078
1,40,4,2,2,2,0,2,0,0,0,5,5,1,6.0,2,1,5,1,1,4,16,2,1,127090
1,63,3,1,2,0,0,1,0,2,0,9,9,9,,9,4,5,1,1,5,19,2,0,127093
1,30,2,2,0,0,0,2,0,0,0,3,3,1,6.0,2,1,4,1,1,5,18,2,1,127101
1,43,5,2,3,1,0,3,1,0,0,5,5,2,,2,1,3,1,1,5,98,2,3,127129
1,35,3,1,2,1,0,2,0,0,0,1,1,1,10.0,2,1,5,1,1,1,2,1,1,127144
2,55,3,1,2,1,0,1,0,1,0,4,4,1,99.0,4,4,4,1,1,4,5,1,1,127153
1,58,4,3,1,0,0,2,0,2,0,5,5,1,5.0,4,2,5,1,1,4,18,2,2,127155
1,46,4,3,1,1,1,1,1,0,0,3,2,1,3.0,2,1,4,2,2,1,16,2,2,127166
1,47,5,1,4,1,2,1,1,0,0,3,2,1,11.0,1,1,2,1,2,2,16,1,0,127192
1,46,3,2,1,1,0,0,2,0,0,4,4,1,99.0,1,1,3,1,2,3,98,1,1,127200
2,47,3,0,3,0,1,1,1,0,0,4,4,1,3.0,1,6,3,1,2,4,98,2,0,127207
2,44,4,2,2,0,1,3,0,0,0,1,1,1,5.0,2,4,2,2,3,4,15,2,1,127222
1,47,4,3,1,2,0,0,2,0,0,1,1,1,6.0,4,1,1,1,3,3,15,2,1,127227
1,56,4,3,1,2,0,0,1,1,0,3,2,1,3.0,2,2,4,2,3,3,23,2,1,127234
1,42,4,3,1,2,0,2,0,0,0,4,4,1,7.0,3,1,3,1,4,3,15,2,0,127278
1,74,4,1,3,0,0,1,1,0,2,4,4,1,5.0,1,6,3,2,4,5,10,1,1,127348
1,55,4,2,2,0,0,2,1,1,0,4,4,2,,3,1,2,2,4,3,12,2,0,127361
1,42,4,1,3,1,1,2,0,0,0,3,4,1,6.0,2,1,3,2,4,3,8,2,0,127375
1,83,2,1,1,0,0,0,0,0,2,4,4,1,11.0,3,4,5,2,4,4,15,1,0,127383
1,80,4,3,1,0,0,2,0,0,2,3,4,1,2.0,2,4,4,2,5,5,11,2,0,127438
1,56,3,2,1,0,0,1,1,1,0,2,2,1,3.0,2,4,3,2,5,4,98,1,1,127448
1,63,3,1,2,0,0,1,0,2,0,2,2,2,,1,3,3,2,5,4,98,2,0,127449
1,61,5,1,4,0,0,2,0,2,1,2,2,3,,3,1,3,2,5,4,2,2,1,127451
1,63,4,3,1,0,0,2,0,2,0,2,2,2,,2,4,5,1,5,1,12,1,1,127458
1,32,4,2,2,2,0,2,0,0,0,9,9,9,,9,3,5,2,5,4,7,2,0,127519
2,39,2,1,1,0,0,2,0,0,0,9,9,1,99.0,9,3,2,2,5,2,7,1,1,127526
1,62,4,1,3,0,0,2,0,2,0,4,5,1,99.0,1,2,2,1,1,4,21,2,1,127546
2,57,2,1,1,0,0,1,0,1,0,2,2,1,99.0,2,1,3,2,1,5,8,1,1,127633
1,48,3,2,1,1,0,1,1,0,0,5,5,2,,2,1,4,1,1,3,12,2,0,127635
1,47,4,3,1,1,1,1,1,0,0,4,4,1,11.0,2,1,2,2,2,2,9,1,0,127682
1,33,4,1,3,2,0,2,0,0,0,9,3,2,,4,1,4,1,2,3,13,1,0,127702
1,52,4,2,2,1,1,0,2,0,0,2,2,1,5.0,9,1,2,2,2,5,10,2,0,127724
1,51,4,2,2,0,1,1,1,1,0,3,4,1,11.0,2,1,3,2,3,4,98,1,0,127753
1,44,3,2,1,1,0,2,0,0,0,1,5,9,,1,1,3,2,3,2,15,2,1,127755
1,72,3,2,1,0,0,1,0,0,2,5,5,1,6.0,2,4,1,2,3,5,98,1,0,127760
1,54,4,2,2,0,0,2,2,0,0,2,3,1,99.0,9,1,2,1,4,2,22,2,3,127785
1,56,4,3,1,0,0,2,1,1,0,9,2,1,3.0,1,2,1,2,4,3,98,1,1,127894
1,50,5,2,3,0,0,2,2,0,1,2,3,2,,2,1,3,2,4,3,9,1,2,127895
1,40,3,1,2,1,0,2,0,0,0,3,3,2,,4,1,4,1,5,3,14,2,1,127967
1,41,3,2,1,1,0,2,0,0,0,4,4,2,,4,1,6,1,3,3,19,2,1,128038
1,51,4,1,3,0,0,1,2,0,1,3,4,1,10.0,2,3,2,2,4,4,98,2,0,128272
1,46,4,2,2,0,2,1,1,0,0,3,3,1,4.0,2,1,5,1,4,3,13,1,0,128854
1,43,4,2,2,2,0,2,0,0,0,3,3,2,,3,1,4,2,1,1,13,1,1,128876
1,52,7,3,4,3,0,1,1,0,2,5,5,1,3.0,1,1,4,2,1,2,18,2,1,128949
1,59,4,1,3,0,0,2,0,2,0,9,9,9,,9,1,5,2,4,1,98,2,0,128959
1,40,4,1,3,2,0,2,0,0,0,4,5,2,,3,1,3,1,4,4,19,2,1,128983
1,43,4,2,2,2,0,2,0,0,0,1,1,2,,3,1,2,2,1,5,20,2,2,129035
2,38,3,1,2,1,1,1,0,0,0,9,9,9,,9,6,5,2,4,1,4,2,2,129056
2,44,3,1,2,2,0,1,0,0,0,4,4,1,10.0,1,1,3,2,1,4,2,2,2,129138
1,63,3,1,2,0,0,1,0,2,0,2,2,1,2.0,4,4,5,2,1,2,18,2,2,129156
1,23,2,1,1,0,0,2,0,0,0,5,4,1,11.0,2,1,4,2,2,3,15,2,1,129219
1,70,3,1,2,0,0,1,0,1,1,5,5,2,,1,6,2,2,4,5,5,1,0,129239
1,41,3,1,2,1,0,2,0,0,0,9,9,1,99.0,9,1,1,2,5,4,4,1,1,129261
2,53,2,1,1,1,0,0,1,0,0,2,2,2,,3,1,3,1,2,3,10,1,0,129347
1,44,4,3,1,1,1,2,0,0,0,2,2,2,,4,1,2,2,3,4,3,1,0,129353
1,30,4,2,2,2,0,2,0,0,0,2,2,3,,3,2,4,1,5,1,11,1,1,129409
2,63,1,0,1,0,0,0,0,1,0,2,2,1,9.0,3,3,3,2,2,5,6,1,0,129539
1,64,2,1,1,0,0,0,0,2,0,5,5,1,7.0,5,1,5,1,1,4,20,2,1,129566
1,65,1,1,0,0,0,0,0,0,1,2,1,1,11.0,4,4,6,2,4,3,13,1,0,129569
1,35,4,2,2,0,0,2,0,1,1,3,2,1,3.0,2,1,1,2,5,5,98,1,1,129581
1,74,2,1,1,0,0,0,0,1,1,5,5,1,7.0,1,4,4,2,2,5,10,1,0,129590
1,41,4,2,2,2,0,2,0,0,0,9,9,9,,9,1,4,1,1,5,15,2,1,129598
1,41,4,1,3,1,0,2,0,0,1,4,5,1,11.0,2,2,2,2,5,3,8,2,0,129638
1,60,2,1,1,0,0,0,0,2,0,4,4,1,10.0,1,6,3,2,1,3,10,1,0,129642
2,74,1,0,1,0,0,0,0,0,1,5,5,1,3.0,3,4,4,2,3,4,13,2,0,129810
1,43,1,1,0,0,0,1,0,0,0,4,4,2,,4,2,4,1,1,4,16,1,0,129952
1,72,1,1,0,0,0,0,0,0,1,3,3,1,6.0,3,4,6,2,4,3,20,1,0,129977
1,75,1,1,0,0,0,0,0,0,1,4,5,1,10.0,3,4,4,2,3,3,13,1,0,130041
1,46,3,1,2,0,1,1,1,0,0,5,3,9,,3,1,5,1,2,2,17,1,1,130043
1,42,4,3,1,2,0,2,0,0,0,3,2,2,,3,1,3,2,2,2,12,1,0,130136
2,41,3,2,1,1,0,2,0,0,0,5,5,3,,5,3,1,1,2,3,3,1,1,130307
2,72,1,0,1,0,0,0,0,0,1,2,2,1,11.0,2,4,6,2,4,5,15,2,0,130337
1,33,2,1,1,0,0,2,0,0,0,5,4,1,99.0,3,1,3,2,4,5,12,1,0,130352
1,41,2,1,1,0,0,2,0,0,0,4,5,1,5.0,3,1,3,1,3,3,12,1,1,130375
1,76,1,1,0,0,0,0,0,0,1,5,4,1,6.0,5,4,4,2,1,4,15,1,0,130394
1,74,1,1,0,0,0,0,0,0,1,4,4,1,11.0,1,4,4,2,2,2,12,1,0,130416
1,42,1,1,0,0,0,1,0,0,0,1,1,1,11.0,1,1,6,2,4,3,12,1,0,130419
1,33,4,2,2,2,0,2,0,0,0,3,3,2,,4,3,1,2,5,4,1,2,0,130471
1,80,2,1,1,0,0,0,0,0,2,2,2,2,,4,4,5,2,5,2,19,1,1,130475
2,26,4,2,2,0,0,2,0,2,0,3,2,3,,3,3,2,2,5,3,3,2,1,130890
1,36,1,1,0,0,0,1,0,0,0,5,5,1,6.0,4,1,3,1,1,4,10,1,0,131168
1,41,3,2,1,1,0,2,0,0,0,1,1,1,11.0,1,1,2,1,2,3,18,1,1,131250
1,42,4,2,2,2,0,2,0,0,0,5,5,1,11.0,1,1,4,1,1,3,12,2,1,131371
1,65,3,2,1,0,0,1,0,1,1,2,2,2,,2,1,4,1,5,2,11,2,1,131397
2,51,1,0,1,0,0,0,1,0,0,5,5,1,5.0,2,1,4,2,1,2,11,2,0,131615
1,53,5,2,3,0,2,1,2,0,0,2,2,2,,4,1,3,1,4,4,98,2,2,131630
1,48,3,2,1,1,0,0,2,0,0,3,2,1,4.0,2,1,3,2,5,4,98,2,1,131816
1,74,2,1,1,0,0,0,0,0,2,2,3,1,5.0,4,4,4,1,3,5,11,2,0,131915
1,65,1,1,0,0,0,0,0,0,1,3,3,1,3.0,1,1,4,1,5,1,20,1,0,131919
2,53,1,0,1,0,0,0,1,0,0,5,2,3,,9,4,1,2,4,3,4,1,0,131930
2,61,1,0,1,0,0,0,0,1,0,2,2,2,,4,3,3,2,1,1,2,2,0,131980
1,38,2,1,1,0,0,2,0,0,0,4,4,1,5.0,2,1,2,2,4,4,7,2,0,132093
2,39,1,0,1,0,0,1,0,0,0,3,3,2,,4,1,4,1,1,4,18,1,0,132181
1,45,4,2,2,0,0,3,1,0,0,3,3,2,,4,1,3,2,5,3,5,2,2,132195
2,45,2,1,1,0,0,0,1,1,0,5,5,1,6.0,1,1,2,2,1,4,14,2,1,132285
1,47,5,3,2,2,1,1,1,0,0,3,3,3,,3,2,2,2,3,3,13,2,1,132349
1,44,4,1,3,1,1,1,1,0,0,3,4,3,,3,1,3,2,3,5,14,1,1,132350
2,55,2,0,2,0,0,1,0,1,0,5,5,1,7.0,4,1,5,2,1,1,2,1,0,132379
1,48,2,1,1,0,0,1,1,0,0,4,4,3,,5,3,3,2,4,3,6,2,1,132391
2,58,2,1,1,0,0,1,0,1,0,4,4,1,99.0,1,4,3,2,1,4,9,2,1,132404
1,32,2,1,1,0,0,2,0,0,0,4,5,2,,4,1,5,1,1,3,19,2,1,132407
2,57,1,0,1,0,0,0,0,1,0,5,5,1,6.0,2,1,3,2,4,5,10,1,0,132422
2,42,2,0,2,1,0,1,0,0,0,4,4,1,3.0,3,1,3,1,2,2,9,1,0,132429
1,68,4,3,1,0,0,2,0,0,2,5,5,1,11.0,1,4,3,2,2,1,21,2,1,132438
1,40,5,2,3,0,1,2,0,1,1,3,4,9,,9,1,4,2,1,3,15,2,2,132543
1,34,1,1,0,0,0,1,0,0,0,3,3,1,3.0,3,1,3,2,1,3,11,1,0,132715
2,47,4,1,3,1,0,0,2,0,1,5,5,1,5.0,1,1,2,1,4,5,17,2,2,132725
1,38,1,1,0,0,0,1,0,0,0,3,3,1,2.0,2,1,2,1,4,5,14,1,0,132764
1,55,4,1,3,0,0,2,1,1,0,3,3,1,7.0,2,2,1,2,3,3,9,2,1,132765
1,54,5,2,3,0,0,3,2,0,0,3,3,2,,9,2,3,2,5,3,3,2,0,132770
2,51,1,0,1,0,0,0,1,0,0,3,4,1,10.0,1,1,3,2,3,4,9,1,0,132778
1,55,3,2,1,0,0,1,1,1,0,2,2,2,,4,2,3,2,4,3,9,2,0,132989
1,45,1,1,0,0,0,0,1,0,0,3,3,1,10.0,1,1,3,1,1,1,10,1,0,132992
1,61,1,1,0,0,0,0,0,1,0,1,1,2,,2,2,3,2,5,4,12,1,0,132994
2,42,3,1,2,1,0,1,1,0,0,9,9,1,7.0,9,2,3,2,3,5,13,2,2,133006
2,60,2,0,2,0,0,0,0,1,1,3,3,2,,2,1,4,1,1,3,18,2,1,133021
1,54,2,1,1,0,0,0,2,0,0,4,4,1,11.0,4,3,3,2,1,3,2,1,0,133235
2,41,1,0,1,0,0,1,0,0,0,3,4,1,5.0,2,1,4,2,1,4,8,1,0,133302
1,68,2,1,1,0,0,0,0,1,1,5,5,1,11.0,1,4,1,2,1,4,7,2,0,133305
2,32,1,0,1,0,0,1,0,0,0,4,4,1,4.0,2,1,4,1,2,5,98,1,0,133319
1,65,1,1,0,0,0,0,0,0,1,1,1,2,,3,4,3,1,1,3,10,1,0,133380
2,55,5,1,4,1,0,2,0,1,1,2,2,2,,3,2,3,2,3,5,4,2,3,133399
1,44,1,1,0,0,0,1,0,0,0,2,2,2,,2,1,6,2,2,3,9,2,0,133414
1,45,4,3,1,1,1,0,2,0,0,1,1,2,,4,1,5,1,1,5,21,2,1,133532
1,53,7,3,4,0,1,2,2,0,2,4,5,1,99.0,9,2,3,2,1,1,98,1,1,133561
1,51,4,2,2,2,0,1,1,0,0,5,5,1,11.0,1,3,1,2,5,5,6,1,0,133624
1,42,2,1,1,0,0,2,0,0,0,3,4,1,10.0,3,1,4,1,2,3,15,1,1,133663
1,60,1,1,0,0,0,0,0,1,0,4,3,1,3.0,2,1,4,2,3,3,10,1,0,133818
2,60,2,1,1,0,0,0,1,1,0,5,5,9,,2,1,4,2,1,1,14,2,1,133856
1,64,1,1,0,0,0,0,0,1,0,1,3,2,,4,1,4,1,1,5,10,1,0,133930
2,53,1,0,1,0,0,0,1,0,0,5,5,2,,4,2,3,1,3,5,10,1,0,133952
2,56,1,0,1,0,0,0,0,1,0,2,2,2,,4,3,1,2,2,3,2,1,0,133969
1,46,5,2,3,0,1,3,1,0,0,2,2,1,5.0,4,1,3,2,2,5,12,2,0,134087
2,48,4,1,3,2,0,0,2,0,0,5,5,1,8.0,1,1,3,2,1,4,10,1,1,134201
1,41,4,2,2,2,0,2,0,0,0,3,4,1,4.0,2,1,3,1,1,3,12,2,0,134435
1,40,2,1,1,0,0,2,0,0,0,5,4,2,,3,2,4,1,1,5,20,2,1,134450
1,33,2,1,1,0,0,2,0,0,0,3,3,3,,2,1,4,2,3,1,2,1,0,134491
2,57,2,1,1,0,0,1,0,1,0,9,9,1,10.0,3,1,1,2,5,3,4,1,1,134682
2,40,5,3,2,2,0,1,1,1,0,4,4,1,10.0,5,1,1,2,3,5,20,2,1,134740
1,77,5,3,2,0,0,2,1,0,2,5,2,1,7.0,4,4,4,2,3,4,19,2,3,134857
1,53,4,2,2,0,0,2,1,1,0,4,4,3,,4,1,4,1,2,3,1,1,3,134873
1,43,4,1,3,0,1,3,0,0,0,1,1,3,,3,1,5,1,2,3,19,1,2,134949
1,39,3,2,1,1,0,2,0,0,0,4,3,2,,2,1,4,2,4,3,11,2,0,134969
2,48,2,0,2,0,1,0,1,0,0,5,4,1,7.0,2,1,3,1,2,2,10,2,0,135223
1,70,3,1,2,0,0,1,0,1,1,2,2,2,,4,4,5,1,4,5,19,2,0,135296
2,51,3,1,2,1,0,0,2,0,0,5,5,2,,1,1,3,2,4,4,8,2,1,135369
1,59,2,1,1,0,0,0,1,1,0,5,5,2,,4,3,2,2,5,5,4,1,0,135378
1,58,2,2,0,0,0,0,1,1,0,2,3,1,9.0,5,2,4,2,4,4,23,1,0,135418
1,35,3,2,1,1,0,2,0,0,0,3,4,2,,4,2,3,2,4,4,9,2,0,135428
1,64,1,1,0,0,0,0,0,1,0,5,5,1,5.0,4,4,3,2,3,3,10,1,0,135435
1,71,2,1,1,0,0,0,0,0,2,2,2,1,10.0,3,4,4,2,1,1,14,2,0,135447
2,39,1,0,1,0,0,1,0,0,0,4,2,1,10.0,2,1,4,2,2,4,10,1,0,135532
2,61,1,0,1,0,0,0,0,1,0,3,2,1,4.0,3,4,3,1,1,1,9,1,0,135561
2,37,1,0,1,0,0,1,0,0,0,4,3,2,,4,1,4,2,2,2,9,1,0,135566
2,81,2,0,2,0,0,1,0,0,1,4,4,1,99.0,2,4,3,2,4,2,5,1,0,135614
2,66,2,1,1,0,0,0,0,0,2,5,5,1,99.0,1,4,4,2,2,5,18,1,0,135631
2,53,1,0,1,0,0,0,1,0,0,5,4,1,5.0,2,1,3,1,1,5,10,2,0,135757
1,74,2,1,1,0,0,0,0,1,1,4,5,1,10.0,9,4,6,2,1,2,18,2,0,135790
